distid,createdts,sn,tplg_node_sta_num,tplg_node_type,tplg_node_son
DEV_009_2024-10-22 00:00:00,2024-10-22 00:00:00,DEV_009,2,41,79
DEV_009_2024-10-22 02:00:00,2024-10-22 02:00:00,DEV_009,87,70,50
DEV_009_2024-10-22 04:00:00,2024-10-22 04:00:00,DEV_009,66,55,20
DEV_009_2024-10-22 06:00:00,2024-10-22 06:00:00,DEV_009,38,89,55
DEV_009_2024-10-22 08:00:00,2024-10-22 08:00:00,DEV_009,21,16,27
DEV_009_2024-10-22 10:00:00,2024-10-22 10:00:00,DEV_009,53,94,8
DEV_009_2024-10-22 12:00:00,2024-10-22 12:00:00,DEV_009,72,65,48
DEV_009_2024-10-22 14:00:00,2024-10-22 14:00:00,DEV_009,23,97,71
DEV_009_2024-10-22 16:00:00,2024-10-22 16:00:00,DEV_009,92,77,41
DEV_009_2024-10-22 18:00:00,2024-10-22 18:00:00,DEV_009,18,29,30
DEV_009_2024-10-22 20:00:00,2024-10-22 20:00:00,DEV_009,23,16,84
DEV_009_2024-10-22 22:00:00,2024-10-22 22:00:00,DEV_009,83,33,3
DEV_009_2024-10-23 00:00:00,2024-10-23 00:00:00,DEV_009,81,51,10
DEV_009_2024-10-23 02:00:00,2024-10-23 02:00:00,DEV_009,81,31,3
DEV_009_2024-10-23 04:00:00,2024-10-23 04:00:00,DEV_009,35,33,52
DEV_009_2024-10-23 06:00:00,2024-10-23 06:00:00,DEV_009,55,40,35
DEV_009_2024-10-23 08:00:00,2024-10-23 08:00:00,DEV_009,36,90,57
DEV_009_2024-10-23 10:00:00,2024-10-23 10:00:00,DEV_009,55,88,30
DEV_009_2024-10-23 12:00:00,2024-10-23 12:00:00,DEV_009,14,43,43
DEV_009_2024-10-23 14:00:00,2024-10-23 14:00:00,DEV_009,44,51,56
DEV_009_2024-10-23 16:00:00,2024-10-23 16:00:00,DEV_009,85,83,83
DEV_009_2024-10-23 18:00:00,2024-10-23 18:00:00,DEV_009,3,37,11
DEV_009_2024-10-23 20:00:00,2024-10-23 20:00:00,DEV_009,39,92,19
DEV_009_2024-10-23 22:00:00,2024-10-23 22:00:00,DEV_009,70,15,63
DEV_009_2024-10-24 00:00:00,2024-10-24 00:00:00,DEV_009,58,23,85
DEV_009_2024-10-24 02:00:00,2024-10-24 02:00:00,DEV_009,22,41,25
DEV_009_2024-10-24 04:00:00,2024-10-24 04:00:00,DEV_009,47,14,45
DEV_009_2024-10-24 06:00:00,2024-10-24 06:00:00,DEV_009,31,20,58
DEV_009_2024-10-24 08:00:00,2024-10-24 08:00:00,DEV_009,33,78,96
DEV_009_2024-10-24 10:00:00,2024-10-24 10:00:00,DEV_009,82,64,4
DEV_009_2024-10-24 12:00:00,2024-10-24 12:00:00,DEV_009,12,51,53
DEV_009_2024-10-24 14:00:00,2024-10-24 14:00:00,DEV_009,83,47,40
DEV_009_2024-10-24 16:00:00,2024-10-24 16:00:00,DEV_009,36,17,44
DEV_009_2024-10-24 18:00:00,2024-10-24 18:00:00,DEV_009,14,18,22
DEV_009_2024-10-24 20:00:00,2024-10-24 20:00:00,DEV_009,25,9,84
DEV_009_2024-10-24 22:00:00,2024-10-24 22:00:00,DEV_009,15,36,46
DEV_009_2024-10-25 00:00:00,2024-10-25 00:00:00,DEV_009,68,4,59
DEV_009_2024-10-25 02:00:00,2024-10-25 02:00:00,DEV_009,72,34,97
DEV_009_2024-10-25 04:00:00,2024-10-25 04:00:00,DEV_009,48,95,62
DEV_009_2024-10-25 06:00:00,2024-10-25 06:00:00,DEV_009,72,12,37
DEV_009_2024-10-25 08:00:00,2024-10-25 08:00:00,DEV_009,74,13,69
DEV_009_2024-10-25 10:00:00,2024-10-25 10:00:00,DEV_009,1,25,73
DEV_009_2024-10-25 12:00:00,2024-10-25 12:00:00,DEV_009,13,11,63
DEV_009_2024-10-25 14:00:00,2024-10-25 14:00:00,DEV_009,29,29,8
DEV_009_2024-10-25 16:00:00,2024-10-25 16:00:00,DEV_009,9,39,99
DEV_009_2024-10-25 18:00:00,2024-10-25 18:00:00,DEV_009,41,54,25
DEV_009_2024-10-25 20:00:00,2024-10-25 20:00:00,DEV_009,97,92,62
DEV_009_2024-10-25 22:00:00,2024-10-25 22:00:00,DEV_009,55,19,65
DEV_009_2024-10-26 00:00:00,2024-10-26 00:00:00,DEV_009,32,80,25
DEV_009_2024-10-26 02:00:00,2024-10-26 02:00:00,DEV_009,51,14,37
DEV_009_2024-10-26 04:00:00,2024-10-26 04:00:00,DEV_009,68,66,73
DEV_009_2024-10-26 06:00:00,2024-10-26 06:00:00,DEV_009,10,76,94
DEV_009_2024-10-26 08:00:00,2024-10-26 08:00:00,DEV_009,5,42,31
DEV_009_2024-10-26 10:00:00,2024-10-26 10:00:00,DEV_009,66,85,67
DEV_009_2024-10-26 12:00:00,2024-10-26 12:00:00,DEV_009,65,19,44
DEV_009_2024-10-26 14:00:00,2024-10-26 14:00:00,DEV_009,10,64,81
DEV_009_2024-10-26 16:00:00,2024-10-26 16:00:00,DEV_009,40,47,50
DEV_009_2024-10-26 18:00:00,2024-10-26 18:00:00,DEV_009,66,97,44
DEV_009_2024-10-26 20:00:00,2024-10-26 20:00:00,DEV_009,82,18,54
DEV_009_2024-10-26 22:00:00,2024-10-26 22:00:00,DEV_009,64,65,61
DEV_009_2024-10-27 00:00:00,2024-10-27 00:00:00,DEV_009,69,69,11
DEV_009_2024-10-27 02:00:00,2024-10-27 02:00:00,DEV_009,33,37,72
DEV_009_2024-10-27 04:00:00,2024-10-27 04:00:00,DEV_009,66,81,87
DEV_009_2024-10-27 06:00:00,2024-10-27 06:00:00,DEV_009,83,19,99
DEV_009_2024-10-27 08:00:00,2024-10-27 08:00:00,DEV_009,69,44,22
DEV_009_2024-10-27 10:00:00,2024-10-27 10:00:00,DEV_009,73,12,58
DEV_009_2024-10-27 12:00:00,2024-10-27 12:00:00,DEV_009,55,14,43
DEV_009_2024-10-27 14:00:00,2024-10-27 14:00:00,DEV_009,43,49,49
DEV_009_2024-10-27 16:00:00,2024-10-27 16:00:00,DEV_009,77,51,9
DEV_009_2024-10-27 18:00:00,2024-10-27 18:00:00,DEV_009,25,57,51
DEV_009_2024-10-27 20:00:00,2024-10-27 20:00:00,DEV_009,81,15,72
DEV_009_2024-10-27 22:00:00,2024-10-27 22:00:00,DEV_009,2,5,48
DEV_009_2024-10-28 00:00:00,2024-10-28 00:00:00,DEV_009,2,1,83
DEV_009_2024-10-28 02:00:00,2024-10-28 02:00:00,DEV_009,75,77,63
DEV_009_2024-10-28 04:00:00,2024-10-28 04:00:00,DEV_009,76,78,96
DEV_009_2024-10-28 06:00:00,2024-10-28 06:00:00,DEV_009,99,28,77
DEV_009_2024-10-28 08:00:00,2024-10-28 08:00:00,DEV_009,91,62,58
DEV_009_2024-10-28 10:00:00,2024-10-28 10:00:00,DEV_009,33,97,38
DEV_009_2024-10-28 12:00:00,2024-10-28 12:00:00,DEV_009,9,90,69
DEV_009_2024-10-28 14:00:00,2024-10-28 14:00:00,DEV_009,34,53,3
DEV_009_2024-10-28 16:00:00,2024-10-28 16:00:00,DEV_009,93,18,30
DEV_009_2024-10-28 18:00:00,2024-10-28 18:00:00,DEV_009,64,15,78
DEV_009_2024-10-28 20:00:00,2024-10-28 20:00:00,DEV_009,43,68,89
DEV_009_2024-10-28 22:00:00,2024-10-28 22:00:00,DEV_009,84,88,23
DEV_009_2024-10-29 00:00:00,2024-10-29 00:00:00,DEV_009,64,25,20
DEV_009_2024-10-29 02:00:00,2024-10-29 02:00:00,DEV_009,78,60,34
DEV_009_2024-10-29 04:00:00,2024-10-29 04:00:00,DEV_009,97,81,46
DEV_009_2024-10-29 06:00:00,2024-10-29 06:00:00,DEV_009,23,16,94
DEV_009_2024-10-29 08:00:00,2024-10-29 08:00:00,DEV_009,8,37,2
DEV_009_2024-10-29 10:00:00,2024-10-29 10:00:00,DEV_009,68,22,3
DEV_009_2024-10-29 12:00:00,2024-10-29 12:00:00,DEV_009,56,92,55
DEV_009_2024-10-29 14:00:00,2024-10-29 14:00:00,DEV_009,46,12,79
DEV_009_2024-10-29 16:00:00,2024-10-29 16:00:00,DEV_009,58,28,29
DEV_009_2024-10-29 18:00:00,2024-10-29 18:00:00,DEV_009,33,37,60
DEV_009_2024-10-29 20:00:00,2024-10-29 20:00:00,DEV_009,65,62,22
DEV_009_2024-10-29 22:00:00,2024-10-29 22:00:00,DEV_009,10,59,88
DEV_009_2024-10-30 00:00:00,2024-10-30 00:00:00,DEV_009,22,31,18
DEV_009_2024-10-30 02:00:00,2024-10-30 02:00:00,DEV_009,60,77,95
DEV_009_2024-10-30 04:00:00,2024-10-30 04:00:00,DEV_009,69,42,84
DEV_009_2024-10-30 06:00:00,2024-10-30 06:00:00,DEV_009,7,57,72
DEV_009_2024-10-30 08:00:00,2024-10-30 08:00:00,DEV_009,8,60,55
DEV_009_2024-10-30 10:00:00,2024-10-30 10:00:00,DEV_009,87,15,32
DEV_009_2024-10-30 12:00:00,2024-10-30 12:00:00,DEV_009,63,17,77
DEV_009_2024-10-30 14:00:00,2024-10-30 14:00:00,DEV_009,37,39,91
DEV_009_2024-10-30 16:00:00,2024-10-30 16:00:00,DEV_009,91,81,87
DEV_009_2024-10-30 18:00:00,2024-10-30 18:00:00,DEV_009,32,54,34
DEV_009_2024-10-30 20:00:00,2024-10-30 20:00:00,DEV_009,30,17,22
DEV_009_2024-10-30 22:00:00,2024-10-30 22:00:00,DEV_009,19,41,99
DEV_009_2024-10-31 00:00:00,2024-10-31 00:00:00,DEV_009,62,4,44
DEV_009_2024-10-31 02:00:00,2024-10-31 02:00:00,DEV_009,96,76,45
DEV_009_2024-10-31 04:00:00,2024-10-31 04:00:00,DEV_009,64,88,88
DEV_009_2024-10-31 06:00:00,2024-10-31 06:00:00,DEV_009,65,11,14
DEV_009_2024-10-31 08:00:00,2024-10-31 08:00:00,DEV_009,68,7,93
DEV_009_2024-10-31 10:00:00,2024-10-31 10:00:00,DEV_009,23,81,9
DEV_009_2024-10-31 12:00:00,2024-10-31 12:00:00,DEV_009,1,95,22
DEV_009_2024-10-31 14:00:00,2024-10-31 14:00:00,DEV_009,67,94,64
DEV_009_2024-10-31 16:00:00,2024-10-31 16:00:00,DEV_009,72,46,16
DEV_009_2024-10-31 18:00:00,2024-10-31 18:00:00,DEV_009,74,18,80
DEV_009_2024-10-31 20:00:00,2024-10-31 20:00:00,DEV_009,69,68,62
DEV_009_2024-10-31 22:00:00,2024-10-31 22:00:00,DEV_009,10,35,89
DEV_009_2024-11-01 00:00:00,2024-11-01 00:00:00,DEV_009,76,72,98
DEV_009_2024-11-01 02:00:00,2024-11-01 02:00:00,DEV_009,65,81,17
DEV_009_2024-11-01 04:00:00,2024-11-01 04:00:00,DEV_009,44,4,72
DEV_009_2024-11-01 06:00:00,2024-11-01 06:00:00,DEV_009,10,25,26
DEV_009_2024-11-01 08:00:00,2024-11-01 08:00:00,DEV_009,37,80,64
DEV_009_2024-11-01 10:00:00,2024-11-01 10:00:00,DEV_009,76,35,37
DEV_009_2024-11-01 12:00:00,2024-11-01 12:00:00,DEV_009,12,35,5
DEV_009_2024-11-01 14:00:00,2024-11-01 14:00:00,DEV_009,17,26,27
DEV_009_2024-11-01 16:00:00,2024-11-01 16:00:00,DEV_009,73,4,53
DEV_009_2024-11-01 18:00:00,2024-11-01 18:00:00,DEV_009,90,98,34
DEV_009_2024-11-01 20:00:00,2024-11-01 20:00:00,DEV_009,59,31,79
DEV_009_2024-11-01 22:00:00,2024-11-01 22:00:00,DEV_009,16,62,95
DEV_009_2024-11-02 00:00:00,2024-11-02 00:00:00,DEV_009,97,32,45
DEV_009_2024-11-02 02:00:00,2024-11-02 02:00:00,DEV_009,10,93,2
DEV_009_2024-11-02 04:00:00,2024-11-02 04:00:00,DEV_009,24,88,9
DEV_009_2024-11-02 06:00:00,2024-11-02 06:00:00,DEV_009,97,64,5
DEV_009_2024-11-02 08:00:00,2024-11-02 08:00:00,DEV_009,75,58,62
DEV_009_2024-11-02 10:00:00,2024-11-02 10:00:00,DEV_009,75,45,38
DEV_009_2024-11-02 12:00:00,2024-11-02 12:00:00,DEV_009,45,62,13
DEV_009_2024-11-02 14:00:00,2024-11-02 14:00:00,DEV_009,33,68,99
DEV_009_2024-11-02 16:00:00,2024-11-02 16:00:00,DEV_009,70,2,41
DEV_009_2024-11-02 18:00:00,2024-11-02 18:00:00,DEV_009,3,76,59
DEV_009_2024-11-02 20:00:00,2024-11-02 20:00:00,DEV_009,2,28,63
DEV_009_2024-11-02 22:00:00,2024-11-02 22:00:00,DEV_009,44,69,9
DEV_009_2024-11-03 00:00:00,2024-11-03 00:00:00,DEV_009,22,76,54
DEV_009_2024-11-03 02:00:00,2024-11-03 02:00:00,DEV_009,61,67,5
DEV_009_2024-11-03 04:00:00,2024-11-03 04:00:00,DEV_009,60,77,31
DEV_009_2024-11-03 06:00:00,2024-11-03 06:00:00,DEV_009,67,82,80
DEV_009_2024-11-03 08:00:00,2024-11-03 08:00:00,DEV_009,66,11,24
DEV_009_2024-11-03 10:00:00,2024-11-03 10:00:00,DEV_009,93,53,46
DEV_009_2024-11-03 12:00:00,2024-11-03 12:00:00,DEV_009,42,7,48
DEV_009_2024-11-03 14:00:00,2024-11-03 14:00:00,DEV_009,19,17,71
DEV_009_2024-11-03 16:00:00,2024-11-03 16:00:00,DEV_009,67,63,34
DEV_009_2024-11-03 18:00:00,2024-11-03 18:00:00,DEV_009,98,97,53
DEV_009_2024-11-03 20:00:00,2024-11-03 20:00:00,DEV_009,96,53,24
DEV_009_2024-11-03 22:00:00,2024-11-03 22:00:00,DEV_009,55,85,96
DEV_009_2024-11-04 00:00:00,2024-11-04 00:00:00,DEV_009,91,86,14
DEV_009_2024-11-04 02:00:00,2024-11-04 02:00:00,DEV_009,14,45,59
DEV_009_2024-11-04 04:00:00,2024-11-04 04:00:00,DEV_009,43,11,90
DEV_009_2024-11-04 06:00:00,2024-11-04 06:00:00,DEV_009,91,57,20
DEV_009_2024-11-04 08:00:00,2024-11-04 08:00:00,DEV_009,3,94,17
DEV_009_2024-11-04 10:00:00,2024-11-04 10:00:00,DEV_009,75,6,55
DEV_009_2024-11-04 12:00:00,2024-11-04 12:00:00,DEV_009,65,76,61
DEV_009_2024-11-04 14:00:00,2024-11-04 14:00:00,DEV_009,32,11,69
DEV_009_2024-11-04 16:00:00,2024-11-04 16:00:00,DEV_009,38,8,19
DEV_009_2024-11-04 18:00:00,2024-11-04 18:00:00,DEV_009,86,51,62
DEV_009_2024-11-04 20:00:00,2024-11-04 20:00:00,DEV_009,99,97,89
DEV_009_2024-11-04 22:00:00,2024-11-04 22:00:00,DEV_009,20,84,4
DEV_009_2024-11-05 00:00:00,2024-11-05 00:00:00,DEV_009,9,22,76
DEV_009_2024-11-05 02:00:00,2024-11-05 02:00:00,DEV_009,19,61,62
DEV_009_2024-11-05 04:00:00,2024-11-05 04:00:00,DEV_009,92,88,36
DEV_009_2024-11-05 06:00:00,2024-11-05 06:00:00,DEV_009,87,32,76
DEV_009_2024-11-05 08:00:00,2024-11-05 08:00:00,DEV_009,19,23,21
DEV_009_2024-11-05 10:00:00,2024-11-05 10:00:00,DEV_009,44,3,56
DEV_009_2024-11-05 12:00:00,2024-11-05 12:00:00,DEV_009,39,2,78
DEV_009_2024-11-05 14:00:00,2024-11-05 14:00:00,DEV_009,20,86,34
DEV_009_2024-11-05 16:00:00,2024-11-05 16:00:00,DEV_009,72,28,79
DEV_009_2024-11-05 18:00:00,2024-11-05 18:00:00,DEV_009,70,91,49
DEV_009_2024-11-05 20:00:00,2024-11-05 20:00:00,DEV_009,51,89,9
DEV_009_2024-11-05 22:00:00,2024-11-05 22:00:00,DEV_009,29,90,62
DEV_009_2024-11-06 00:00:00,2024-11-06 00:00:00,DEV_009,55,72,40
DEV_009_2024-11-06 02:00:00,2024-11-06 02:00:00,DEV_009,23,64,99
DEV_009_2024-11-06 04:00:00,2024-11-06 04:00:00,DEV_009,61,61,60
DEV_009_2024-11-06 06:00:00,2024-11-06 06:00:00,DEV_009,1,24,29
DEV_009_2024-11-06 08:00:00,2024-11-06 08:00:00,DEV_009,16,69,48
DEV_009_2024-11-06 10:00:00,2024-11-06 10:00:00,DEV_009,61,65,33
DEV_009_2024-11-06 12:00:00,2024-11-06 12:00:00,DEV_009,66,63,99
DEV_009_2024-11-06 14:00:00,2024-11-06 14:00:00,DEV_009,81,1,50
DEV_009_2024-11-06 16:00:00,2024-11-06 16:00:00,DEV_009,49,13,72
DEV_009_2024-11-06 18:00:00,2024-11-06 18:00:00,DEV_009,12,16,11
DEV_009_2024-11-06 20:00:00,2024-11-06 20:00:00,DEV_009,5,33,97
DEV_009_2024-11-06 22:00:00,2024-11-06 22:00:00,DEV_009,10,91,20
DEV_009_2024-11-07 00:00:00,2024-11-07 00:00:00,DEV_009,77,14,57
DEV_009_2024-11-07 02:00:00,2024-11-07 02:00:00,DEV_009,14,36,64
DEV_009_2024-11-07 04:00:00,2024-11-07 04:00:00,DEV_009,9,25,2
DEV_009_2024-11-07 06:00:00,2024-11-07 06:00:00,DEV_009,67,1,86
DEV_009_2024-11-07 08:00:00,2024-11-07 08:00:00,DEV_009,86,40,32
DEV_009_2024-11-07 10:00:00,2024-11-07 10:00:00,DEV_009,49,41,54
DEV_009_2024-11-07 12:00:00,2024-11-07 12:00:00,DEV_009,19,95,95
DEV_009_2024-11-07 14:00:00,2024-11-07 14:00:00,DEV_009,74,96,78
DEV_009_2024-11-07 16:00:00,2024-11-07 16:00:00,DEV_009,36,5,17
DEV_009_2024-11-07 18:00:00,2024-11-07 18:00:00,DEV_009,3,63,18
DEV_009_2024-11-07 20:00:00,2024-11-07 20:00:00,DEV_009,64,70,69
DEV_009_2024-11-07 22:00:00,2024-11-07 22:00:00,DEV_009,90,43,60
DEV_009_2024-11-08 00:00:00,2024-11-08 00:00:00,DEV_009,1,20,59
DEV_009_2024-11-08 02:00:00,2024-11-08 02:00:00,DEV_009,92,8,33
DEV_009_2024-11-08 04:00:00,2024-11-08 04:00:00,DEV_009,93,98,19
DEV_009_2024-11-08 06:00:00,2024-11-08 06:00:00,DEV_009,28,73,48
DEV_009_2024-11-08 08:00:00,2024-11-08 08:00:00,DEV_009,94,28,1
DEV_009_2024-11-08 10:00:00,2024-11-08 10:00:00,DEV_009,96,99,40
DEV_009_2024-11-08 12:00:00,2024-11-08 12:00:00,DEV_009,6,45,81
DEV_009_2024-11-08 14:00:00,2024-11-08 14:00:00,DEV_009,7,48,60
DEV_009_2024-11-08 16:00:00,2024-11-08 16:00:00,DEV_009,41,45,72
DEV_009_2024-11-08 18:00:00,2024-11-08 18:00:00,DEV_009,60,43,64
DEV_009_2024-11-08 20:00:00,2024-11-08 20:00:00,DEV_009,71,24,82
DEV_009_2024-11-08 22:00:00,2024-11-08 22:00:00,DEV_009,63,25,12
DEV_009_2024-11-09 00:00:00,2024-11-09 00:00:00,DEV_009,77,20,84
DEV_009_2024-11-09 02:00:00,2024-11-09 02:00:00,DEV_009,57,13,33
DEV_009_2024-11-09 04:00:00,2024-11-09 04:00:00,DEV_009,42,23,25
DEV_009_2024-11-09 06:00:00,2024-11-09 06:00:00,DEV_009,79,78,34
DEV_009_2024-11-09 08:00:00,2024-11-09 08:00:00,DEV_009,49,56,19
DEV_009_2024-11-09 10:00:00,2024-11-09 10:00:00,DEV_009,97,80,22
DEV_009_2024-11-09 12:00:00,2024-11-09 12:00:00,DEV_009,79,10,6
DEV_009_2024-11-09 14:00:00,2024-11-09 14:00:00,DEV_009,64,1,14
DEV_009_2024-11-09 16:00:00,2024-11-09 16:00:00,DEV_009,38,4,71
DEV_009_2024-11-09 18:00:00,2024-11-09 18:00:00,DEV_009,75,1,63
DEV_009_2024-11-09 20:00:00,2024-11-09 20:00:00,DEV_009,39,36,42
DEV_009_2024-11-09 22:00:00,2024-11-09 22:00:00,DEV_009,82,69,40
DEV_009_2024-11-10 00:00:00,2024-11-10 00:00:00,DEV_009,40,55,72
DEV_009_2024-11-10 02:00:00,2024-11-10 02:00:00,DEV_009,78,54,43
DEV_009_2024-11-10 04:00:00,2024-11-10 04:00:00,DEV_009,66,37,58
DEV_009_2024-11-10 06:00:00,2024-11-10 06:00:00,DEV_009,2,64,19
DEV_009_2024-11-10 08:00:00,2024-11-10 08:00:00,DEV_009,87,57,82
DEV_009_2024-11-10 10:00:00,2024-11-10 10:00:00,DEV_009,42,29,23
DEV_009_2024-11-10 12:00:00,2024-11-10 12:00:00,DEV_009,77,94,6
DEV_009_2024-11-10 14:00:00,2024-11-10 14:00:00,DEV_009,37,42,26
DEV_009_2024-11-10 16:00:00,2024-11-10 16:00:00,DEV_009,24,59,79
DEV_009_2024-11-10 18:00:00,2024-11-10 18:00:00,DEV_009,12,76,54
DEV_009_2024-11-10 20:00:00,2024-11-10 20:00:00,DEV_009,25,10,5
DEV_009_2024-11-10 22:00:00,2024-11-10 22:00:00,DEV_009,33,99,92
DEV_009_2024-11-11 00:00:00,2024-11-11 00:00:00,DEV_009,71,14,44
DEV_009_2024-11-11 02:00:00,2024-11-11 02:00:00,DEV_009,83,35,84
DEV_009_2024-11-11 04:00:00,2024-11-11 04:00:00,DEV_009,83,83,32
DEV_009_2024-11-11 06:00:00,2024-11-11 06:00:00,DEV_009,44,62,72
DEV_009_2024-11-11 08:00:00,2024-11-11 08:00:00,DEV_009,49,91,58
DEV_009_2024-11-11 10:00:00,2024-11-11 10:00:00,DEV_009,33,34,23
DEV_009_2024-11-11 12:00:00,2024-11-11 12:00:00,DEV_009,94,43,44
DEV_009_2024-11-11 14:00:00,2024-11-11 14:00:00,DEV_009,54,94,7
DEV_009_2024-11-11 16:00:00,2024-11-11 16:00:00,DEV_009,66,74,22
DEV_009_2024-11-11 18:00:00,2024-11-11 18:00:00,DEV_009,69,97,42
DEV_009_2024-11-11 20:00:00,2024-11-11 20:00:00,DEV_009,75,2,24
DEV_009_2024-11-11 22:00:00,2024-11-11 22:00:00,DEV_009,88,64,87
DEV_009_2024-11-12 00:00:00,2024-11-12 00:00:00,DEV_009,64,99,49
DEV_009_2024-11-12 02:00:00,2024-11-12 02:00:00,DEV_009,2,40,41
DEV_009_2024-11-12 04:00:00,2024-11-12 04:00:00,DEV_009,14,94,86
DEV_009_2024-11-12 06:00:00,2024-11-12 06:00:00,DEV_009,4,78,15
DEV_009_2024-11-12 08:00:00,2024-11-12 08:00:00,DEV_009,59,26,64
DEV_009_2024-11-12 10:00:00,2024-11-12 10:00:00,DEV_009,6,15,29
DEV_009_2024-11-12 12:00:00,2024-11-12 12:00:00,DEV_009,93,81,30
DEV_009_2024-11-12 14:00:00,2024-11-12 14:00:00,DEV_009,70,2,26
DEV_009_2024-11-12 16:00:00,2024-11-12 16:00:00,DEV_009,89,89,81
DEV_009_2024-11-12 18:00:00,2024-11-12 18:00:00,DEV_009,31,36,79
DEV_009_2024-11-12 20:00:00,2024-11-12 20:00:00,DEV_009,40,4,42
DEV_009_2024-11-12 22:00:00,2024-11-12 22:00:00,DEV_009,74,86,53
DEV_009_2024-11-13 00:00:00,2024-11-13 00:00:00,DEV_009,87,36,7
DEV_009_2024-11-13 02:00:00,2024-11-13 02:00:00,DEV_009,50,6,19
DEV_009_2024-11-13 04:00:00,2024-11-13 04:00:00,DEV_009,55,40,49
DEV_009_2024-11-13 06:00:00,2024-11-13 06:00:00,DEV_009,81,26,85
DEV_009_2024-11-13 08:00:00,2024-11-13 08:00:00,DEV_009,83,43,2
DEV_009_2024-11-13 10:00:00,2024-11-13 10:00:00,DEV_009,32,84,57
DEV_009_2024-11-13 12:00:00,2024-11-13 12:00:00,DEV_009,23,50,21
DEV_009_2024-11-13 14:00:00,2024-11-13 14:00:00,DEV_009,18,56,44
DEV_009_2024-11-13 16:00:00,2024-11-13 16:00:00,DEV_009,56,5,6
DEV_009_2024-11-13 18:00:00,2024-11-13 18:00:00,DEV_009,93,42,15
DEV_009_2024-11-13 20:00:00,2024-11-13 20:00:00,DEV_009,5,35,26
DEV_009_2024-11-13 22:00:00,2024-11-13 22:00:00,DEV_009,43,46,61
DEV_009_2024-11-14 00:00:00,2024-11-14 00:00:00,DEV_009,11,30,17
DEV_009_2024-11-14 02:00:00,2024-11-14 02:00:00,DEV_009,91,63,47
DEV_009_2024-11-14 04:00:00,2024-11-14 04:00:00,DEV_009,47,72,47
DEV_009_2024-11-14 06:00:00,2024-11-14 06:00:00,DEV_009,83,4,6
DEV_009_2024-11-14 08:00:00,2024-11-14 08:00:00,DEV_009,69,70,86
DEV_009_2024-11-14 10:00:00,2024-11-14 10:00:00,DEV_009,77,47,42
DEV_009_2024-11-14 12:00:00,2024-11-14 12:00:00,DEV_009,34,77,42
DEV_009_2024-11-14 14:00:00,2024-11-14 14:00:00,DEV_009,64,48,46
DEV_009_2024-11-14 16:00:00,2024-11-14 16:00:00,DEV_009,20,35,65
DEV_009_2024-11-14 18:00:00,2024-11-14 18:00:00,DEV_009,90,38,55
DEV_009_2024-11-14 20:00:00,2024-11-14 20:00:00,DEV_009,41,30,82
DEV_009_2024-11-14 22:00:00,2024-11-14 22:00:00,DEV_009,32,25,39
DEV_009_2024-11-15 00:00:00,2024-11-15 00:00:00,DEV_009,63,74,4
DEV_009_2024-11-15 02:00:00,2024-11-15 02:00:00,DEV_009,71,36,10
DEV_009_2024-11-15 04:00:00,2024-11-15 04:00:00,DEV_009,64,4,62
DEV_009_2024-11-15 06:00:00,2024-11-15 06:00:00,DEV_009,70,84,72
DEV_009_2024-11-15 08:00:00,2024-11-15 08:00:00,DEV_009,93,99,17
DEV_009_2024-11-15 10:00:00,2024-11-15 10:00:00,DEV_009,82,81,13
DEV_009_2024-11-15 12:00:00,2024-11-15 12:00:00,DEV_009,20,21,15
DEV_009_2024-11-15 14:00:00,2024-11-15 14:00:00,DEV_009,54,37,5
DEV_009_2024-11-15 16:00:00,2024-11-15 16:00:00,DEV_009,9,48,22
DEV_009_2024-11-15 18:00:00,2024-11-15 18:00:00,DEV_009,15,41,85
DEV_009_2024-11-15 20:00:00,2024-11-15 20:00:00,DEV_009,94,95,95
DEV_009_2024-11-15 22:00:00,2024-11-15 22:00:00,DEV_009,13,6,81
DEV_009_2024-11-16 00:00:00,2024-11-16 00:00:00,DEV_009,89,13,77
DEV_009_2024-11-16 02:00:00,2024-11-16 02:00:00,DEV_009,30,71,5
DEV_009_2024-11-16 04:00:00,2024-11-16 04:00:00,DEV_009,19,77,48
DEV_009_2024-11-16 06:00:00,2024-11-16 06:00:00,DEV_009,28,14,71
DEV_009_2024-11-16 08:00:00,2024-11-16 08:00:00,DEV_009,31,11,82
DEV_009_2024-11-16 10:00:00,2024-11-16 10:00:00,DEV_009,31,62,85
DEV_009_2024-11-16 12:00:00,2024-11-16 12:00:00,DEV_009,1,89,9
DEV_009_2024-11-16 14:00:00,2024-11-16 14:00:00,DEV_009,54,43,18
DEV_009_2024-11-16 16:00:00,2024-11-16 16:00:00,DEV_009,78,46,22
DEV_009_2024-11-16 18:00:00,2024-11-16 18:00:00,DEV_009,15,89,49
DEV_009_2024-11-16 20:00:00,2024-11-16 20:00:00,DEV_009,88,47,29
DEV_009_2024-11-16 22:00:00,2024-11-16 22:00:00,DEV_009,82,99,61
DEV_009_2024-11-17 00:00:00,2024-11-17 00:00:00,DEV_009,13,30,7
DEV_009_2024-11-17 02:00:00,2024-11-17 02:00:00,DEV_009,23,73,67
DEV_009_2024-11-17 04:00:00,2024-11-17 04:00:00,DEV_009,35,16,10
DEV_009_2024-11-17 06:00:00,2024-11-17 06:00:00,DEV_009,86,72,45
DEV_009_2024-11-17 08:00:00,2024-11-17 08:00:00,DEV_009,77,64,24
