distid,createdts,sn,wc_interface,wc_current_ch,wc_enable
DEV_009_2024-10-07 08:00:00,2024-10-07 08:00:00,DEV_009,90,81,52
DEV_009_2024-10-07 09:00:00,2024-10-07 09:00:00,DEV_009,16,99,38
DEV_009_2024-10-07 10:00:00,2024-10-07 10:00:00,DEV_009,53,87,77
DEV_009_2024-10-07 11:00:00,2024-10-07 11:00:00,DEV_009,97,93,53
DEV_009_2024-10-07 12:00:00,2024-10-07 12:00:00,DEV_009,46,98,98
DEV_009_2024-10-07 13:00:00,2024-10-07 13:00:00,DEV_009,91,15,59
DEV_009_2024-10-07 14:00:00,2024-10-07 14:00:00,DEV_009,50,9,26
DEV_009_2024-10-07 15:00:00,2024-10-07 15:00:00,DEV_009,3,47,5
DEV_009_2024-10-07 16:00:00,2024-10-07 16:00:00,DEV_009,62,84,84
DEV_009_2024-10-07 17:00:00,2024-10-07 17:00:00,DEV_009,5,10,80
DEV_009_2024-10-07 18:00:00,2024-10-07 18:00:00,DEV_009,63,25,44
DEV_009_2024-10-07 19:00:00,2024-10-07 19:00:00,DEV_009,25,30,14
DEV_009_2024-10-07 20:00:00,2024-10-07 20:00:00,DEV_009,86,43,28
DEV_009_2024-10-07 21:00:00,2024-10-07 21:00:00,DEV_009,94,19,42
DEV_009_2024-10-07 22:00:00,2024-10-07 22:00:00,DEV_009,20,99,86
DEV_009_2024-10-07 23:00:00,2024-10-07 23:00:00,DEV_009,79,11,54
DEV_009_2024-10-08 00:00:00,2024-10-08 00:00:00,DEV_009,98,24,70
DEV_009_2024-10-08 01:00:00,2024-10-08 01:00:00,DEV_009,17,28,50
DEV_009_2024-10-08 02:00:00,2024-10-08 02:00:00,DEV_009,95,55,73
DEV_009_2024-10-08 03:00:00,2024-10-08 03:00:00,DEV_009,10,21,58
DEV_009_2024-10-08 04:00:00,2024-10-08 04:00:00,DEV_009,34,95,93
DEV_009_2024-10-08 05:00:00,2024-10-08 05:00:00,DEV_009,43,11,33
DEV_009_2024-10-08 06:00:00,2024-10-08 06:00:00,DEV_009,58,46,61
DEV_009_2024-10-08 07:00:00,2024-10-08 07:00:00,DEV_009,62,1,21
DEV_009_2024-10-08 08:00:00,2024-10-08 08:00:00,DEV_009,62,64,87
DEV_009_2024-10-08 09:00:00,2024-10-08 09:00:00,DEV_009,73,56,1
DEV_009_2024-10-08 10:00:00,2024-10-08 10:00:00,DEV_009,21,22,54
DEV_009_2024-10-08 11:00:00,2024-10-08 11:00:00,DEV_009,4,65,51
DEV_009_2024-10-08 12:00:00,2024-10-08 12:00:00,DEV_009,74,63,15
DEV_009_2024-10-08 13:00:00,2024-10-08 13:00:00,DEV_009,36,29,52
DEV_009_2024-10-08 14:00:00,2024-10-08 14:00:00,DEV_009,46,69,29
DEV_009_2024-10-08 15:00:00,2024-10-08 15:00:00,DEV_009,47,91,25
DEV_009_2024-10-08 16:00:00,2024-10-08 16:00:00,DEV_009,80,16,89
DEV_009_2024-10-08 17:00:00,2024-10-08 17:00:00,DEV_009,41,65,69
DEV_009_2024-10-08 18:00:00,2024-10-08 18:00:00,DEV_009,20,69,36
DEV_009_2024-10-08 19:00:00,2024-10-08 19:00:00,DEV_009,93,98,58
DEV_009_2024-10-08 20:00:00,2024-10-08 20:00:00,DEV_009,48,82,2
DEV_009_2024-10-08 21:00:00,2024-10-08 21:00:00,DEV_009,80,29,97
DEV_009_2024-10-08 22:00:00,2024-10-08 22:00:00,DEV_009,16,35,62
DEV_009_2024-10-08 23:00:00,2024-10-08 23:00:00,DEV_009,81,4,68
DEV_009_2024-10-09 00:00:00,2024-10-09 00:00:00,DEV_009,51,89,33
DEV_009_2024-10-09 01:00:00,2024-10-09 01:00:00,DEV_009,78,24,75
DEV_009_2024-10-09 02:00:00,2024-10-09 02:00:00,DEV_009,25,28,7
DEV_009_2024-10-09 03:00:00,2024-10-09 03:00:00,DEV_009,36,10,36
DEV_009_2024-10-09 04:00:00,2024-10-09 04:00:00,DEV_009,95,83,18
DEV_009_2024-10-09 05:00:00,2024-10-09 05:00:00,DEV_009,6,92,7
DEV_009_2024-10-09 06:00:00,2024-10-09 06:00:00,DEV_009,12,41,63
DEV_009_2024-10-09 07:00:00,2024-10-09 07:00:00,DEV_009,98,25,81
DEV_009_2024-10-09 08:00:00,2024-10-09 08:00:00,DEV_009,53,33,87
DEV_009_2024-10-09 09:00:00,2024-10-09 09:00:00,DEV_009,73,6,62
DEV_009_2024-10-09 10:00:00,2024-10-09 10:00:00,DEV_009,66,9,67
DEV_009_2024-10-09 11:00:00,2024-10-09 11:00:00,DEV_009,16,89,88
DEV_009_2024-10-09 12:00:00,2024-10-09 12:00:00,DEV_009,93,55,40
DEV_009_2024-10-09 13:00:00,2024-10-09 13:00:00,DEV_009,26,38,35
DEV_009_2024-10-09 14:00:00,2024-10-09 14:00:00,DEV_009,87,68,59
DEV_009_2024-10-09 15:00:00,2024-10-09 15:00:00,DEV_009,14,47,71
DEV_009_2024-10-09 16:00:00,2024-10-09 16:00:00,DEV_009,72,42,51
DEV_009_2024-10-09 17:00:00,2024-10-09 17:00:00,DEV_009,19,66,47
DEV_009_2024-10-09 18:00:00,2024-10-09 18:00:00,DEV_009,65,42,38
DEV_009_2024-10-09 19:00:00,2024-10-09 19:00:00,DEV_009,13,44,24
DEV_009_2024-10-09 20:00:00,2024-10-09 20:00:00,DEV_009,96,30,70
DEV_009_2024-10-09 21:00:00,2024-10-09 21:00:00,DEV_009,38,97,23
DEV_009_2024-10-09 22:00:00,2024-10-09 22:00:00,DEV_009,74,57,79
DEV_009_2024-10-09 23:00:00,2024-10-09 23:00:00,DEV_009,23,36,57
DEV_009_2024-10-10 00:00:00,2024-10-10 00:00:00,DEV_009,1,72,3
DEV_009_2024-10-10 01:00:00,2024-10-10 01:00:00,DEV_009,14,81,34
DEV_009_2024-10-10 02:00:00,2024-10-10 02:00:00,DEV_009,70,69,51
DEV_009_2024-10-10 03:00:00,2024-10-10 03:00:00,DEV_009,29,99,82
DEV_009_2024-10-10 04:00:00,2024-10-10 04:00:00,DEV_009,48,94,79
DEV_009_2024-10-10 05:00:00,2024-10-10 05:00:00,DEV_009,79,16,57
DEV_009_2024-10-10 06:00:00,2024-10-10 06:00:00,DEV_009,97,10,19
DEV_009_2024-10-10 07:00:00,2024-10-10 07:00:00,DEV_009,67,36,4
DEV_009_2024-10-10 08:00:00,2024-10-10 08:00:00,DEV_009,75,33,28
DEV_009_2024-10-10 09:00:00,2024-10-10 09:00:00,DEV_009,96,80,9
DEV_009_2024-10-10 10:00:00,2024-10-10 10:00:00,DEV_009,75,6,49
DEV_009_2024-10-10 11:00:00,2024-10-10 11:00:00,DEV_009,91,76,22
DEV_009_2024-10-10 12:00:00,2024-10-10 12:00:00,DEV_009,48,21,33
DEV_009_2024-10-10 13:00:00,2024-10-10 13:00:00,DEV_009,81,56,29
DEV_009_2024-10-10 14:00:00,2024-10-10 14:00:00,DEV_009,53,40,74
DEV_009_2024-10-10 15:00:00,2024-10-10 15:00:00,DEV_009,18,47,13
DEV_009_2024-10-10 16:00:00,2024-10-10 16:00:00,DEV_009,27,62,74
DEV_009_2024-10-10 17:00:00,2024-10-10 17:00:00,DEV_009,96,45,3
DEV_009_2024-10-10 18:00:00,2024-10-10 18:00:00,DEV_009,22,27,55
DEV_009_2024-10-10 19:00:00,2024-10-10 19:00:00,DEV_009,67,33,2
DEV_009_2024-10-10 20:00:00,2024-10-10 20:00:00,DEV_009,75,46,74
DEV_009_2024-10-10 21:00:00,2024-10-10 21:00:00,DEV_009,33,58,7
DEV_009_2024-10-10 22:00:00,2024-10-10 22:00:00,DEV_009,15,26,11
DEV_009_2024-10-10 23:00:00,2024-10-10 23:00:00,DEV_009,38,27,7
DEV_009_2024-10-11 00:00:00,2024-10-11 00:00:00,DEV_009,1,74,21
DEV_009_2024-10-11 01:00:00,2024-10-11 01:00:00,DEV_009,79,30,94
DEV_009_2024-10-11 02:00:00,2024-10-11 02:00:00,DEV_009,8,88,83
DEV_009_2024-10-11 03:00:00,2024-10-11 03:00:00,DEV_009,3,55,15
DEV_009_2024-10-11 04:00:00,2024-10-11 04:00:00,DEV_009,36,6,42
DEV_009_2024-10-11 05:00:00,2024-10-11 05:00:00,DEV_009,50,18,83
DEV_009_2024-10-11 06:00:00,2024-10-11 06:00:00,DEV_009,50,30,77
DEV_009_2024-10-11 07:00:00,2024-10-11 07:00:00,DEV_009,39,12,98
DEV_009_2024-10-11 08:00:00,2024-10-11 08:00:00,DEV_009,59,76,44
DEV_009_2024-10-11 09:00:00,2024-10-11 09:00:00,DEV_009,88,4,36
DEV_009_2024-10-11 10:00:00,2024-10-11 10:00:00,DEV_009,48,14,81
DEV_009_2024-10-11 11:00:00,2024-10-11 11:00:00,DEV_009,49,67,87
DEV_009_2024-10-11 12:00:00,2024-10-11 12:00:00,DEV_009,77,9,21
DEV_009_2024-10-11 13:00:00,2024-10-11 13:00:00,DEV_009,72,81,16
DEV_009_2024-10-11 14:00:00,2024-10-11 14:00:00,DEV_009,16,28,51
DEV_009_2024-10-11 15:00:00,2024-10-11 15:00:00,DEV_009,56,80,57
DEV_009_2024-10-11 16:00:00,2024-10-11 16:00:00,DEV_009,52,46,78
DEV_009_2024-10-11 17:00:00,2024-10-11 17:00:00,DEV_009,38,84,48
DEV_009_2024-10-11 18:00:00,2024-10-11 18:00:00,DEV_009,41,98,59
DEV_009_2024-10-11 19:00:00,2024-10-11 19:00:00,DEV_009,93,67,74
DEV_009_2024-10-11 20:00:00,2024-10-11 20:00:00,DEV_009,84,66,27
DEV_009_2024-10-11 21:00:00,2024-10-11 21:00:00,DEV_009,32,56,10
DEV_009_2024-10-11 22:00:00,2024-10-11 22:00:00,DEV_009,40,17,58
DEV_009_2024-10-11 23:00:00,2024-10-11 23:00:00,DEV_009,97,6,39
DEV_009_2024-10-12 00:00:00,2024-10-12 00:00:00,DEV_009,18,73,72
DEV_009_2024-10-12 01:00:00,2024-10-12 01:00:00,DEV_009,89,95,42
DEV_009_2024-10-12 02:00:00,2024-10-12 02:00:00,DEV_009,4,20,28
DEV_009_2024-10-12 03:00:00,2024-10-12 03:00:00,DEV_009,40,65,44
DEV_009_2024-10-12 04:00:00,2024-10-12 04:00:00,DEV_009,23,57,47
DEV_009_2024-10-12 05:00:00,2024-10-12 05:00:00,DEV_009,13,16,90
DEV_009_2024-10-12 06:00:00,2024-10-12 06:00:00,DEV_009,55,95,65
DEV_009_2024-10-12 07:00:00,2024-10-12 07:00:00,DEV_009,81,16,37
DEV_009_2024-10-12 08:00:00,2024-10-12 08:00:00,DEV_009,52,10,38
DEV_009_2024-10-12 09:00:00,2024-10-12 09:00:00,DEV_009,44,95,74
DEV_009_2024-10-12 10:00:00,2024-10-12 10:00:00,DEV_009,54,98,51
DEV_009_2024-10-12 11:00:00,2024-10-12 11:00:00,DEV_009,52,70,92
DEV_009_2024-10-12 12:00:00,2024-10-12 12:00:00,DEV_009,92,59,13
DEV_009_2024-10-12 13:00:00,2024-10-12 13:00:00,DEV_009,41,12,50
DEV_009_2024-10-12 14:00:00,2024-10-12 14:00:00,DEV_009,57,50,57
DEV_009_2024-10-12 15:00:00,2024-10-12 15:00:00,DEV_009,54,66,8
DEV_009_2024-10-12 16:00:00,2024-10-12 16:00:00,DEV_009,63,9,60
DEV_009_2024-10-12 17:00:00,2024-10-12 17:00:00,DEV_009,63,72,3
DEV_009_2024-10-12 18:00:00,2024-10-12 18:00:00,DEV_009,73,13,9
DEV_009_2024-10-12 19:00:00,2024-10-12 19:00:00,DEV_009,95,89,52
DEV_009_2024-10-12 20:00:00,2024-10-12 20:00:00,DEV_009,62,8,95
DEV_009_2024-10-12 21:00:00,2024-10-12 21:00:00,DEV_009,45,53,63
DEV_009_2024-10-12 22:00:00,2024-10-12 22:00:00,DEV_009,95,81,57
DEV_009_2024-10-12 23:00:00,2024-10-12 23:00:00,DEV_009,54,19,67
DEV_009_2024-10-13 00:00:00,2024-10-13 00:00:00,DEV_009,46,94,10
DEV_009_2024-10-13 01:00:00,2024-10-13 01:00:00,DEV_009,93,18,12
DEV_009_2024-10-13 02:00:00,2024-10-13 02:00:00,DEV_009,49,23,62
DEV_009_2024-10-13 03:00:00,2024-10-13 03:00:00,DEV_009,11,73,56
DEV_009_2024-10-13 04:00:00,2024-10-13 04:00:00,DEV_009,88,89,55
DEV_009_2024-10-13 05:00:00,2024-10-13 05:00:00,DEV_009,25,9,12
DEV_009_2024-10-13 06:00:00,2024-10-13 06:00:00,DEV_009,11,38,28
DEV_009_2024-10-13 07:00:00,2024-10-13 07:00:00,DEV_009,8,74,89
DEV_009_2024-10-13 08:00:00,2024-10-13 08:00:00,DEV_009,47,36,50
DEV_009_2024-10-13 09:00:00,2024-10-13 09:00:00,DEV_009,9,60,72
DEV_009_2024-10-13 10:00:00,2024-10-13 10:00:00,DEV_009,67,53,82
DEV_009_2024-10-13 11:00:00,2024-10-13 11:00:00,DEV_009,99,17,53
DEV_009_2024-10-13 12:00:00,2024-10-13 12:00:00,DEV_009,28,63,15
DEV_009_2024-10-13 13:00:00,2024-10-13 13:00:00,DEV_009,19,86,70
DEV_009_2024-10-13 14:00:00,2024-10-13 14:00:00,DEV_009,47,71,48
DEV_009_2024-10-13 15:00:00,2024-10-13 15:00:00,DEV_009,73,20,37
DEV_009_2024-10-13 16:00:00,2024-10-13 16:00:00,DEV_009,75,2,64
DEV_009_2024-10-13 17:00:00,2024-10-13 17:00:00,DEV_009,86,36,5
DEV_009_2024-10-13 18:00:00,2024-10-13 18:00:00,DEV_009,64,7,70
DEV_009_2024-10-13 19:00:00,2024-10-13 19:00:00,DEV_009,22,74,46
DEV_009_2024-10-13 20:00:00,2024-10-13 20:00:00,DEV_009,40,61,46
DEV_009_2024-10-13 21:00:00,2024-10-13 21:00:00,DEV_009,84,28,87
DEV_009_2024-10-13 22:00:00,2024-10-13 22:00:00,DEV_009,35,1,29
DEV_009_2024-10-13 23:00:00,2024-10-13 23:00:00,DEV_009,9,9,22
DEV_009_2024-10-14 00:00:00,2024-10-14 00:00:00,DEV_009,63,66,80
DEV_009_2024-10-14 01:00:00,2024-10-14 01:00:00,DEV_009,58,70,55
DEV_009_2024-10-14 02:00:00,2024-10-14 02:00:00,DEV_009,13,97,19
DEV_009_2024-10-14 03:00:00,2024-10-14 03:00:00,DEV_009,79,33,74
DEV_009_2024-10-14 04:00:00,2024-10-14 04:00:00,DEV_009,65,60,12
DEV_009_2024-10-14 05:00:00,2024-10-14 05:00:00,DEV_009,43,93,17
DEV_009_2024-10-14 06:00:00,2024-10-14 06:00:00,DEV_009,68,29,55
DEV_009_2024-10-14 07:00:00,2024-10-14 07:00:00,DEV_009,7,44,77
DEV_009_2024-10-14 08:00:00,2024-10-14 08:00:00,DEV_009,5,60,6
DEV_009_2024-10-14 09:00:00,2024-10-14 09:00:00,DEV_009,98,7,46
DEV_009_2024-10-14 10:00:00,2024-10-14 10:00:00,DEV_009,57,54,92
DEV_009_2024-10-14 11:00:00,2024-10-14 11:00:00,DEV_009,46,10,4
DEV_009_2024-10-14 12:00:00,2024-10-14 12:00:00,DEV_009,67,25,87
DEV_009_2024-10-14 13:00:00,2024-10-14 13:00:00,DEV_009,91,78,61
DEV_009_2024-10-14 14:00:00,2024-10-14 14:00:00,DEV_009,38,32,23
DEV_009_2024-10-14 15:00:00,2024-10-14 15:00:00,DEV_009,37,3,99
DEV_009_2024-10-14 16:00:00,2024-10-14 16:00:00,DEV_009,13,34,88
DEV_009_2024-10-14 17:00:00,2024-10-14 17:00:00,DEV_009,65,76,8
DEV_009_2024-10-14 18:00:00,2024-10-14 18:00:00,DEV_009,83,9,28
DEV_009_2024-10-14 19:00:00,2024-10-14 19:00:00,DEV_009,78,91,18
DEV_009_2024-10-14 20:00:00,2024-10-14 20:00:00,DEV_009,42,41,70
DEV_009_2024-10-14 21:00:00,2024-10-14 21:00:00,DEV_009,33,89,77
DEV_009_2024-10-14 22:00:00,2024-10-14 22:00:00,DEV_009,54,87,36
DEV_009_2024-10-14 23:00:00,2024-10-14 23:00:00,DEV_009,97,85,98
DEV_009_2024-10-15 00:00:00,2024-10-15 00:00:00,DEV_009,56,17,10
DEV_009_2024-10-15 01:00:00,2024-10-15 01:00:00,DEV_009,87,44,2
DEV_009_2024-10-15 02:00:00,2024-10-15 02:00:00,DEV_009,99,14,41
DEV_009_2024-10-15 03:00:00,2024-10-15 03:00:00,DEV_009,2,19,80
DEV_009_2024-10-15 04:00:00,2024-10-15 04:00:00,DEV_009,89,1,2
DEV_009_2024-10-15 05:00:00,2024-10-15 05:00:00,DEV_009,27,2,94
DEV_009_2024-10-15 06:00:00,2024-10-15 06:00:00,DEV_009,51,10,19
DEV_009_2024-10-15 07:00:00,2024-10-15 07:00:00,DEV_009,80,13,48
DEV_009_2024-10-15 08:00:00,2024-10-15 08:00:00,DEV_009,56,72,56
DEV_009_2024-10-15 09:00:00,2024-10-15 09:00:00,DEV_009,50,95,45
DEV_009_2024-10-15 10:00:00,2024-10-15 10:00:00,DEV_009,89,59,39
DEV_009_2024-10-15 11:00:00,2024-10-15 11:00:00,DEV_009,21,55,57
DEV_009_2024-10-15 12:00:00,2024-10-15 12:00:00,DEV_009,41,93,70
DEV_009_2024-10-15 13:00:00,2024-10-15 13:00:00,DEV_009,82,49,44
DEV_009_2024-10-15 14:00:00,2024-10-15 14:00:00,DEV_009,35,91,5
DEV_009_2024-10-15 15:00:00,2024-10-15 15:00:00,DEV_009,71,74,74
DEV_009_2024-10-15 16:00:00,2024-10-15 16:00:00,DEV_009,51,57,58
DEV_009_2024-10-15 17:00:00,2024-10-15 17:00:00,DEV_009,92,36,10
DEV_009_2024-10-15 18:00:00,2024-10-15 18:00:00,DEV_009,50,99,99
DEV_009_2024-10-15 19:00:00,2024-10-15 19:00:00,DEV_009,37,20,13
DEV_009_2024-10-15 20:00:00,2024-10-15 20:00:00,DEV_009,75,19,92
DEV_009_2024-10-15 21:00:00,2024-10-15 21:00:00,DEV_009,56,45,60
DEV_009_2024-10-15 22:00:00,2024-10-15 22:00:00,DEV_009,68,57,54
DEV_009_2024-10-15 23:00:00,2024-10-15 23:00:00,DEV_009,37,83,37
DEV_009_2024-10-16 00:00:00,2024-10-16 00:00:00,DEV_009,14,95,92
DEV_009_2024-10-16 01:00:00,2024-10-16 01:00:00,DEV_009,44,83,42
DEV_009_2024-10-16 02:00:00,2024-10-16 02:00:00,DEV_009,1,23,64
DEV_009_2024-10-16 03:00:00,2024-10-16 03:00:00,DEV_009,28,4,41
DEV_009_2024-10-16 04:00:00,2024-10-16 04:00:00,DEV_009,60,18,63
DEV_009_2024-10-16 05:00:00,2024-10-16 05:00:00,DEV_009,61,49,47
DEV_009_2024-10-16 06:00:00,2024-10-16 06:00:00,DEV_009,39,89,82
DEV_009_2024-10-16 07:00:00,2024-10-16 07:00:00,DEV_009,6,83,53
DEV_009_2024-10-16 08:00:00,2024-10-16 08:00:00,DEV_009,76,25,99
DEV_009_2024-10-16 09:00:00,2024-10-16 09:00:00,DEV_009,65,5,65
DEV_009_2024-10-16 10:00:00,2024-10-16 10:00:00,DEV_009,8,39,43
DEV_009_2024-10-16 11:00:00,2024-10-16 11:00:00,DEV_009,82,73,5
DEV_009_2024-10-16 12:00:00,2024-10-16 12:00:00,DEV_009,4,93,1
DEV_009_2024-10-16 13:00:00,2024-10-16 13:00:00,DEV_009,94,56,45
DEV_009_2024-10-16 14:00:00,2024-10-16 14:00:00,DEV_009,65,3,22
DEV_009_2024-10-16 15:00:00,2024-10-16 15:00:00,DEV_009,72,56,18
DEV_009_2024-10-16 16:00:00,2024-10-16 16:00:00,DEV_009,25,48,84
DEV_009_2024-10-16 17:00:00,2024-10-16 17:00:00,DEV_009,31,30,80
DEV_009_2024-10-16 18:00:00,2024-10-16 18:00:00,DEV_009,66,81,10
DEV_009_2024-10-16 19:00:00,2024-10-16 19:00:00,DEV_009,71,59,51
DEV_009_2024-10-16 20:00:00,2024-10-16 20:00:00,DEV_009,9,54,62
DEV_009_2024-10-16 21:00:00,2024-10-16 21:00:00,DEV_009,81,9,9
DEV_009_2024-10-16 22:00:00,2024-10-16 22:00:00,DEV_009,24,39,75
DEV_009_2024-10-16 23:00:00,2024-10-16 23:00:00,DEV_009,8,25,66
DEV_009_2024-10-17 00:00:00,2024-10-17 00:00:00,DEV_009,10,24,80
DEV_009_2024-10-17 01:00:00,2024-10-17 01:00:00,DEV_009,83,59,31
DEV_009_2024-10-17 02:00:00,2024-10-17 02:00:00,DEV_009,11,6,70
DEV_009_2024-10-17 03:00:00,2024-10-17 03:00:00,DEV_009,32,39,48
DEV_009_2024-10-17 04:00:00,2024-10-17 04:00:00,DEV_009,13,59,67
DEV_009_2024-10-17 05:00:00,2024-10-17 05:00:00,DEV_009,56,41,56
DEV_009_2024-10-17 06:00:00,2024-10-17 06:00:00,DEV_009,35,38,81
DEV_009_2024-10-17 07:00:00,2024-10-17 07:00:00,DEV_009,67,34,76
DEV_009_2024-10-17 08:00:00,2024-10-17 08:00:00,DEV_009,88,70,11
DEV_009_2024-10-17 09:00:00,2024-10-17 09:00:00,DEV_009,27,48,24
DEV_009_2024-10-17 10:00:00,2024-10-17 10:00:00,DEV_009,18,27,54
DEV_009_2024-10-17 11:00:00,2024-10-17 11:00:00,DEV_009,55,21,59
DEV_009_2024-10-17 12:00:00,2024-10-17 12:00:00,DEV_009,34,97,58
DEV_009_2024-10-17 13:00:00,2024-10-17 13:00:00,DEV_009,48,54,18
DEV_009_2024-10-17 14:00:00,2024-10-17 14:00:00,DEV_009,3,24,1
DEV_009_2024-10-17 15:00:00,2024-10-17 15:00:00,DEV_009,6,19,86
DEV_009_2024-10-17 16:00:00,2024-10-17 16:00:00,DEV_009,43,8,69
DEV_009_2024-10-17 17:00:00,2024-10-17 17:00:00,DEV_009,52,73,47
DEV_009_2024-10-17 18:00:00,2024-10-17 18:00:00,DEV_009,85,28,46
DEV_009_2024-10-17 19:00:00,2024-10-17 19:00:00,DEV_009,4,88,8
DEV_009_2024-10-17 20:00:00,2024-10-17 20:00:00,DEV_009,61,17,34
DEV_009_2024-10-17 21:00:00,2024-10-17 21:00:00,DEV_009,20,80,74
DEV_009_2024-10-17 22:00:00,2024-10-17 22:00:00,DEV_009,34,43,10
DEV_009_2024-10-17 23:00:00,2024-10-17 23:00:00,DEV_009,94,30,25
DEV_009_2024-10-18 00:00:00,2024-10-18 00:00:00,DEV_009,57,63,71
DEV_009_2024-10-18 01:00:00,2024-10-18 01:00:00,DEV_009,47,84,81
DEV_009_2024-10-18 02:00:00,2024-10-18 02:00:00,DEV_009,3,46,36
DEV_009_2024-10-18 03:00:00,2024-10-18 03:00:00,DEV_009,26,10,34
DEV_009_2024-10-18 04:00:00,2024-10-18 04:00:00,DEV_009,78,8,55
DEV_009_2024-10-18 05:00:00,2024-10-18 05:00:00,DEV_009,91,10,57
DEV_009_2024-10-18 06:00:00,2024-10-18 06:00:00,DEV_009,79,86,45
DEV_009_2024-10-18 07:00:00,2024-10-18 07:00:00,DEV_009,50,64,95
DEV_009_2024-10-18 08:00:00,2024-10-18 08:00:00,DEV_009,2,45,95
DEV_009_2024-10-18 09:00:00,2024-10-18 09:00:00,DEV_009,62,14,74
DEV_009_2024-10-18 10:00:00,2024-10-18 10:00:00,DEV_009,94,15,14
DEV_009_2024-10-18 11:00:00,2024-10-18 11:00:00,DEV_009,31,29,27
DEV_009_2024-10-18 12:00:00,2024-10-18 12:00:00,DEV_009,85,9,20
DEV_009_2024-10-18 13:00:00,2024-10-18 13:00:00,DEV_009,99,58,79
DEV_009_2024-10-18 14:00:00,2024-10-18 14:00:00,DEV_009,88,49,57
DEV_009_2024-10-18 15:00:00,2024-10-18 15:00:00,DEV_009,16,75,8
DEV_009_2024-10-18 16:00:00,2024-10-18 16:00:00,DEV_009,67,19,67
DEV_009_2024-10-18 17:00:00,2024-10-18 17:00:00,DEV_009,36,89,60
DEV_009_2024-10-18 18:00:00,2024-10-18 18:00:00,DEV_009,36,11,51
DEV_009_2024-10-18 19:00:00,2024-10-18 19:00:00,DEV_009,80,55,54
DEV_009_2024-10-18 20:00:00,2024-10-18 20:00:00,DEV_009,17,62,42
DEV_009_2024-10-18 21:00:00,2024-10-18 21:00:00,DEV_009,24,17,48
DEV_009_2024-10-18 22:00:00,2024-10-18 22:00:00,DEV_009,84,86,70
DEV_009_2024-10-18 23:00:00,2024-10-18 23:00:00,DEV_009,7,14,11
DEV_009_2024-10-19 00:00:00,2024-10-19 00:00:00,DEV_009,12,5,5
DEV_009_2024-10-19 01:00:00,2024-10-19 01:00:00,DEV_009,20,54,55
DEV_009_2024-10-19 02:00:00,2024-10-19 02:00:00,DEV_009,58,79,90
DEV_009_2024-10-19 03:00:00,2024-10-19 03:00:00,DEV_009,97,30,24
DEV_009_2024-10-19 04:00:00,2024-10-19 04:00:00,DEV_009,87,73,3
DEV_009_2024-10-19 05:00:00,2024-10-19 05:00:00,DEV_009,48,71,22
DEV_009_2024-10-19 06:00:00,2024-10-19 06:00:00,DEV_009,14,48,29
DEV_009_2024-10-19 07:00:00,2024-10-19 07:00:00,DEV_009,50,80,98
DEV_009_2024-10-19 08:00:00,2024-10-19 08:00:00,DEV_009,10,71,89
DEV_009_2024-10-19 09:00:00,2024-10-19 09:00:00,DEV_009,27,79,96
DEV_009_2024-10-19 10:00:00,2024-10-19 10:00:00,DEV_009,28,9,71
DEV_009_2024-10-19 11:00:00,2024-10-19 11:00:00,DEV_009,80,26,99
DEV_009_2024-10-19 12:00:00,2024-10-19 12:00:00,DEV_009,81,87,8
DEV_009_2024-10-19 13:00:00,2024-10-19 13:00:00,DEV_009,2,95,57
DEV_009_2024-10-19 14:00:00,2024-10-19 14:00:00,DEV_009,52,58,96
DEV_009_2024-10-19 15:00:00,2024-10-19 15:00:00,DEV_009,93,3,8
DEV_009_2024-10-19 16:00:00,2024-10-19 16:00:00,DEV_009,59,2,95
DEV_009_2024-10-19 17:00:00,2024-10-19 17:00:00,DEV_009,62,49,20
DEV_009_2024-10-19 18:00:00,2024-10-19 18:00:00,DEV_009,29,17,74
DEV_009_2024-10-19 19:00:00,2024-10-19 19:00:00,DEV_009,22,6,62
DEV_009_2024-10-19 20:00:00,2024-10-19 20:00:00,DEV_009,98,31,62
DEV_009_2024-10-19 21:00:00,2024-10-19 21:00:00,DEV_009,12,12,63
DEV_009_2024-10-19 22:00:00,2024-10-19 22:00:00,DEV_009,16,25,22
DEV_009_2024-10-19 23:00:00,2024-10-19 23:00:00,DEV_009,91,88,76
DEV_009_2024-10-20 00:00:00,2024-10-20 00:00:00,DEV_009,18,45,80
DEV_009_2024-10-20 01:00:00,2024-10-20 01:00:00,DEV_009,68,12,49
DEV_009_2024-10-20 02:00:00,2024-10-20 02:00:00,DEV_009,33,86,63
DEV_009_2024-10-20 03:00:00,2024-10-20 03:00:00,DEV_009,18,54,97
DEV_009_2024-10-20 04:00:00,2024-10-20 04:00:00,DEV_009,27,83,78
DEV_009_2024-10-20 05:00:00,2024-10-20 05:00:00,DEV_009,25,34,88
DEV_009_2024-10-20 06:00:00,2024-10-20 06:00:00,DEV_009,60,54,87
DEV_009_2024-10-20 07:00:00,2024-10-20 07:00:00,DEV_009,5,36,54
DEV_009_2024-10-20 08:00:00,2024-10-20 08:00:00,DEV_009,88,36,69
DEV_009_2024-10-20 09:00:00,2024-10-20 09:00:00,DEV_009,39,70,4
DEV_009_2024-10-20 10:00:00,2024-10-20 10:00:00,DEV_009,74,65,85
DEV_009_2024-10-20 11:00:00,2024-10-20 11:00:00,DEV_009,40,37,67
DEV_009_2024-10-20 12:00:00,2024-10-20 12:00:00,DEV_009,31,91,81
