distid,createdts,sn,stations_bs,stations_br,stations_mode,stations_signal_strength,stations_tx_link_rate,stations_max_tx_phy_rate,stations_link_rate,stations_max_rx_phy_rate,stations_airtime_utilization,stations_station_name,connect_type,stations_parent_id
DEV_007_2024-11-15 20:00:00,2024-11-15 20:00:00,DEV_007,2,83,39,67,73,95,76,12,73,Station_7,5G,PARENT_8
DEV_007_2024-11-16 00:00:00,2024-11-16 00:00:00,DEV_007,32,22,88,51,91,41,50,17,45,Station_6,5G_guest,PARENT_4
DEV_007_2024-11-16 04:00:00,2024-11-16 04:00:00,DEV_007,28,83,18,20,74,11,60,34,39,Station_4,5G_guest,PARENT_1
DEV_007_2024-11-16 08:00:00,2024-11-16 08:00:00,DEV_007,49,87,71,6,56,24,60,72,4,Station_5,5G_guest,PARENT_1
DEV_007_2024-11-16 12:00:00,2024-11-16 12:00:00,DEV_007,66,22,51,51,16,85,40,8,71,Station_7,2.4G_guest,PARENT_9
DEV_007_2024-11-16 16:00:00,2024-11-16 16:00:00,DEV_007,59,70,82,79,85,16,55,24,11,Station_7,5G_H_iptv,PARENT_3
DEV_007_2024-11-16 20:00:00,2024-11-16 20:00:00,DEV_007,41,22,26,4,16,63,17,19,79,Station_7,Ether,PARENT_7
DEV_007_2024-11-17 00:00:00,2024-11-17 00:00:00,DEV_007,45,87,72,1,17,39,8,57,85,Station_2,5G_H_iptv,PARENT_7
DEV_007_2024-11-17 04:00:00,2024-11-17 04:00:00,DEV_007,26,95,53,33,30,94,36,21,41,Station_5,5G,PARENT_8
DEV_007_2024-11-17 08:00:00,2024-11-17 08:00:00,DEV_007,52,39,69,14,85,38,15,30,71,Station_8,2.4G,PARENT_9
DEV_007_2024-11-17 12:00:00,2024-11-17 12:00:00,DEV_007,53,61,95,45,30,91,1,33,78,Station_7,6G,PARENT_6
DEV_007_2024-11-17 16:00:00,2024-11-17 16:00:00,DEV_007,51,69,85,55,31,54,27,44,79,Station_7,6G_guest,PARENT_5
DEV_007_2024-11-17 20:00:00,2024-11-17 20:00:00,DEV_007,17,94,36,66,2,97,20,10,69,Station_1,2.4G,PARENT_7
DEV_007_2024-11-18 00:00:00,2024-11-18 00:00:00,DEV_007,62,82,60,73,74,32,63,39,18,Station_8,Ether,PARENT_3
DEV_007_2024-11-18 04:00:00,2024-11-18 04:00:00,DEV_007,84,54,56,62,71,82,89,77,60,Station_5,5G_H,PARENT_4
DEV_007_2024-11-18 08:00:00,2024-11-18 08:00:00,DEV_007,64,98,68,79,77,49,86,26,52,Station_9,5G,PARENT_4
DEV_007_2024-11-18 12:00:00,2024-11-18 12:00:00,DEV_007,31,14,25,28,15,67,95,77,9,Station_2,5G_iptv,PARENT_1
DEV_007_2024-11-18 16:00:00,2024-11-18 16:00:00,DEV_007,28,63,8,36,2,24,22,79,24,Station_5,6G,PARENT_1
DEV_007_2024-11-18 20:00:00,2024-11-18 20:00:00,DEV_007,53,85,81,58,35,55,26,46,25,Station_5,5G_H,PARENT_8
DEV_007_2024-11-19 00:00:00,2024-11-19 00:00:00,DEV_007,78,24,73,2,6,25,81,3,5,Station_7,6G_iptv,PARENT_4
DEV_007_2024-11-19 04:00:00,2024-11-19 04:00:00,DEV_007,36,25,56,28,35,13,79,60,27,Station_6,5G_H,PARENT_1
DEV_007_2024-11-19 08:00:00,2024-11-19 08:00:00,DEV_007,38,55,19,86,13,68,6,29,94,Station_9,6G_iptv,PARENT_5
DEV_007_2024-11-19 12:00:00,2024-11-19 12:00:00,DEV_007,82,25,38,69,76,49,29,62,42,Station_6,6G,PARENT_8
DEV_007_2024-11-19 16:00:00,2024-11-19 16:00:00,DEV_007,95,48,28,23,53,16,60,40,97,Station_7,2.4G_guest,PARENT_6
DEV_007_2024-11-19 20:00:00,2024-11-19 20:00:00,DEV_007,47,11,10,31,71,14,59,6,58,Station_4,Ether,PARENT_1
DEV_007_2024-11-20 00:00:00,2024-11-20 00:00:00,DEV_007,30,84,92,1,57,81,59,26,53,Station_2,5G_guest,PARENT_8
DEV_007_2024-11-20 04:00:00,2024-11-20 04:00:00,DEV_007,18,39,79,36,90,32,84,70,91,Station_8,5G_iptv,PARENT_6
DEV_007_2024-11-20 08:00:00,2024-11-20 08:00:00,DEV_007,37,38,71,73,34,98,28,63,73,Station_6,5G_H_guest,PARENT_8
DEV_007_2024-11-20 12:00:00,2024-11-20 12:00:00,DEV_007,8,78,9,98,25,9,64,3,96,Station_3,5G_H_iptv,PARENT_2
DEV_007_2024-11-20 16:00:00,2024-11-20 16:00:00,DEV_007,82,59,40,24,23,41,53,49,66,Station_9,Ether,PARENT_3
DEV_007_2024-11-20 20:00:00,2024-11-20 20:00:00,DEV_007,53,72,71,58,13,76,77,53,17,Station_9,6G_guest,PARENT_7
DEV_007_2024-11-21 00:00:00,2024-11-21 00:00:00,DEV_007,19,35,18,17,84,25,37,23,23,Station_4,5G_iptv,PARENT_7
DEV_007_2024-11-21 04:00:00,2024-11-21 04:00:00,DEV_007,62,23,91,85,21,58,96,50,28,Station_5,Ether,PARENT_2
DEV_007_2024-11-21 08:00:00,2024-11-21 08:00:00,DEV_007,9,35,61,68,86,23,6,84,69,Station_1,5G_iptv,PARENT_9
DEV_007_2024-11-21 12:00:00,2024-11-21 12:00:00,DEV_007,3,42,43,85,66,96,29,47,92,Station_1,5G_H_iptv,PARENT_9
DEV_007_2024-11-21 16:00:00,2024-11-21 16:00:00,DEV_007,61,85,20,49,27,65,9,58,51,Station_6,2.4G_guest,PARENT_9
DEV_007_2024-11-21 20:00:00,2024-11-21 20:00:00,DEV_007,19,44,11,78,89,76,45,7,3,Station_7,MoCA,PARENT_1
DEV_007_2024-11-22 00:00:00,2024-11-22 00:00:00,DEV_007,3,22,43,6,22,50,28,78,96,Station_5,6G_guest,PARENT_3
DEV_007_2024-11-22 04:00:00,2024-11-22 04:00:00,DEV_007,11,1,7,3,86,31,3,17,18,Station_7,5G,PARENT_6
DEV_007_2024-11-22 08:00:00,2024-11-22 08:00:00,DEV_007,99,80,94,99,17,79,42,27,65,Station_5,MoCA,PARENT_4
DEV_007_2024-11-22 12:00:00,2024-11-22 12:00:00,DEV_007,11,58,13,10,88,84,18,87,42,Station_3,6G_guest,PARENT_8
DEV_007_2024-11-22 16:00:00,2024-11-22 16:00:00,DEV_007,30,65,41,67,24,32,63,4,98,Station_1,5G,PARENT_8
DEV_007_2024-11-22 20:00:00,2024-11-22 20:00:00,DEV_007,46,12,1,22,78,89,28,72,64,Station_8,5G,PARENT_9
DEV_007_2024-11-23 00:00:00,2024-11-23 00:00:00,DEV_007,55,87,60,41,80,59,68,36,33,Station_1,6G_iptv,PARENT_9
DEV_007_2024-11-23 04:00:00,2024-11-23 04:00:00,DEV_007,75,50,47,77,44,68,88,33,97,Station_5,MoCA,PARENT_1
DEV_007_2024-11-23 08:00:00,2024-11-23 08:00:00,DEV_007,73,31,62,94,16,12,54,9,35,Station_5,6G,PARENT_6
DEV_007_2024-11-23 12:00:00,2024-11-23 12:00:00,DEV_007,89,56,64,28,87,29,86,58,24,Station_4,6G,PARENT_7
DEV_007_2024-11-23 16:00:00,2024-11-23 16:00:00,DEV_007,97,19,90,38,60,3,23,59,91,Station_8,5G_H,PARENT_1
DEV_007_2024-11-23 20:00:00,2024-11-23 20:00:00,DEV_007,52,41,66,98,22,66,28,88,38,Station_8,5G_guest,PARENT_3
DEV_007_2024-11-24 00:00:00,2024-11-24 00:00:00,DEV_007,58,37,2,57,87,77,79,97,45,Station_5,6G_iptv,PARENT_4
DEV_007_2024-11-24 04:00:00,2024-11-24 04:00:00,DEV_007,7,77,39,68,63,46,91,96,2,Station_5,2.4G,PARENT_1
DEV_007_2024-11-24 08:00:00,2024-11-24 08:00:00,DEV_007,90,6,35,38,84,86,64,85,32,Station_1,6G_iptv,PARENT_7
DEV_007_2024-11-24 12:00:00,2024-11-24 12:00:00,DEV_007,18,17,31,93,54,77,60,66,73,Station_6,5G_H_iptv,PARENT_2
DEV_007_2024-11-24 16:00:00,2024-11-24 16:00:00,DEV_007,18,83,63,31,29,88,97,83,80,Station_3,5G,PARENT_7
DEV_007_2024-11-24 20:00:00,2024-11-24 20:00:00,DEV_007,38,12,59,92,14,71,17,23,77,Station_4,5G_H_iptv,PARENT_5
DEV_007_2024-11-25 00:00:00,2024-11-25 00:00:00,DEV_007,6,13,3,53,31,3,8,71,50,Station_7,6G,PARENT_8
DEV_007_2024-11-25 04:00:00,2024-11-25 04:00:00,DEV_007,59,21,20,93,74,49,80,74,38,Station_1,5G_H_iptv,PARENT_5
DEV_007_2024-11-25 08:00:00,2024-11-25 08:00:00,DEV_007,59,12,8,70,87,48,67,38,93,Station_2,2.4G_guest,PARENT_7
DEV_007_2024-11-25 12:00:00,2024-11-25 12:00:00,DEV_007,85,74,96,89,77,85,83,59,8,Station_1,5G_H,PARENT_2
DEV_007_2024-11-25 16:00:00,2024-11-25 16:00:00,DEV_007,84,8,16,48,62,56,28,74,21,Station_6,5G,PARENT_6
DEV_007_2024-11-25 20:00:00,2024-11-25 20:00:00,DEV_007,41,35,56,85,17,26,63,74,34,Station_7,2.4G_guest,PARENT_7
DEV_007_2024-11-26 00:00:00,2024-11-26 00:00:00,DEV_007,79,56,35,33,25,47,11,34,36,Station_1,6G_guest,PARENT_1
DEV_007_2024-11-26 04:00:00,2024-11-26 04:00:00,DEV_007,26,74,13,82,85,87,87,36,69,Station_7,6G_iptv,PARENT_8
DEV_007_2024-11-26 08:00:00,2024-11-26 08:00:00,DEV_007,12,83,97,89,38,77,88,67,76,Station_5,Ether,PARENT_4
DEV_007_2024-11-26 12:00:00,2024-11-26 12:00:00,DEV_007,40,34,22,15,97,66,35,98,91,Station_5,5G_H_iptv,PARENT_8
DEV_007_2024-11-26 16:00:00,2024-11-26 16:00:00,DEV_007,57,65,38,38,86,10,46,27,42,Station_2,5G_H_iptv,PARENT_3
DEV_007_2024-11-26 20:00:00,2024-11-26 20:00:00,DEV_007,62,11,14,57,33,44,18,29,30,Station_3,MoCA,PARENT_7
DEV_007_2024-11-27 00:00:00,2024-11-27 00:00:00,DEV_007,60,98,46,80,50,6,80,20,49,Station_8,5G_iptv,PARENT_6
DEV_007_2024-11-27 04:00:00,2024-11-27 04:00:00,DEV_007,53,59,80,33,12,78,39,2,77,Station_3,Ether,PARENT_9
DEV_007_2024-11-27 08:00:00,2024-11-27 08:00:00,DEV_007,31,79,4,63,46,32,81,5,39,Station_1,6G_guest,PARENT_4
DEV_007_2024-11-27 12:00:00,2024-11-27 12:00:00,DEV_007,28,13,92,57,99,24,9,7,22,Station_3,5G_H,PARENT_4
DEV_007_2024-11-27 16:00:00,2024-11-27 16:00:00,DEV_007,42,2,53,46,6,57,86,3,17,Station_8,6G_guest,PARENT_8
DEV_007_2024-11-27 20:00:00,2024-11-27 20:00:00,DEV_007,39,28,45,94,92,4,82,39,3,Station_1,MoCA,PARENT_8
DEV_007_2024-11-28 00:00:00,2024-11-28 00:00:00,DEV_007,55,97,36,60,95,36,36,47,48,Station_6,6G_guest,PARENT_4
DEV_007_2024-11-28 04:00:00,2024-11-28 04:00:00,DEV_007,32,13,34,63,65,80,91,22,31,Station_6,5G_iptv,PARENT_7
DEV_007_2024-11-28 08:00:00,2024-11-28 08:00:00,DEV_007,40,4,78,43,81,65,2,82,3,Station_8,5G,PARENT_1
DEV_007_2024-11-28 12:00:00,2024-11-28 12:00:00,DEV_007,27,60,67,69,37,48,66,94,70,Station_5,2.4G_guest,PARENT_9
DEV_007_2024-11-28 16:00:00,2024-11-28 16:00:00,DEV_007,91,62,16,48,71,52,67,15,81,Station_3,6G_iptv,PARENT_2
DEV_007_2024-11-28 20:00:00,2024-11-28 20:00:00,DEV_007,69,24,95,44,71,25,20,89,66,Station_2,5G_H_iptv,PARENT_2
DEV_007_2024-11-29 00:00:00,2024-11-29 00:00:00,DEV_007,70,11,93,30,85,27,42,36,45,Station_1,6G,PARENT_8
DEV_007_2024-11-29 04:00:00,2024-11-29 04:00:00,DEV_007,37,70,39,8,76,47,67,54,9,Station_4,6G_guest,PARENT_8
DEV_007_2024-11-29 08:00:00,2024-11-29 08:00:00,DEV_007,3,97,77,12,37,7,70,41,4,Station_7,2.4G_guest,PARENT_3
DEV_007_2024-11-29 12:00:00,2024-11-29 12:00:00,DEV_007,38,27,11,93,93,37,58,8,32,Station_2,2.4G_guest,PARENT_8
DEV_007_2024-11-29 16:00:00,2024-11-29 16:00:00,DEV_007,93,60,65,10,19,39,45,48,18,Station_7,5G_guest,PARENT_7
DEV_007_2024-11-29 20:00:00,2024-11-29 20:00:00,DEV_007,88,86,16,6,71,82,99,49,88,Station_3,2.4G,PARENT_1
DEV_007_2024-11-30 00:00:00,2024-11-30 00:00:00,DEV_007,22,31,14,30,95,51,32,43,17,Station_2,MoCA,PARENT_6
DEV_007_2024-11-30 04:00:00,2024-11-30 04:00:00,DEV_007,93,9,31,30,59,73,10,64,33,Station_3,6G_iptv,PARENT_7
DEV_007_2024-11-30 08:00:00,2024-11-30 08:00:00,DEV_007,53,41,78,15,10,80,97,92,39,Station_8,6G_iptv,PARENT_3
DEV_007_2024-11-30 12:00:00,2024-11-30 12:00:00,DEV_007,11,13,40,59,96,54,61,90,59,Station_1,MoCA,PARENT_1
DEV_007_2024-11-30 16:00:00,2024-11-30 16:00:00,DEV_007,35,82,44,58,1,86,52,66,94,Station_5,Ether,PARENT_1
DEV_007_2024-11-30 20:00:00,2024-11-30 20:00:00,DEV_007,3,74,48,15,67,77,62,88,30,Station_3,2.4G,PARENT_7
DEV_007_2024-12-01 00:00:00,2024-12-01 00:00:00,DEV_007,15,34,98,82,99,23,32,50,50,Station_3,6G_iptv,PARENT_8
DEV_007_2024-12-01 04:00:00,2024-12-01 04:00:00,DEV_007,44,12,68,22,43,79,85,42,99,Station_3,5G_H,PARENT_4
DEV_007_2024-12-01 08:00:00,2024-12-01 08:00:00,DEV_007,79,4,25,51,60,37,26,73,44,Station_7,Ether,PARENT_6
DEV_007_2024-12-01 12:00:00,2024-12-01 12:00:00,DEV_007,25,60,6,19,5,69,59,54,5,Station_1,2.4G_guest,PARENT_6
DEV_007_2024-12-01 16:00:00,2024-12-01 16:00:00,DEV_007,77,73,78,13,97,48,87,94,63,Station_2,Ether,PARENT_4
DEV_007_2024-12-01 20:00:00,2024-12-01 20:00:00,DEV_007,78,12,39,91,57,93,71,79,83,Station_9,2.4G_guest,PARENT_6
DEV_007_2024-12-02 00:00:00,2024-12-02 00:00:00,DEV_007,36,96,3,82,16,3,76,88,58,Station_7,5G_H,PARENT_1
DEV_007_2024-12-02 04:00:00,2024-12-02 04:00:00,DEV_007,68,61,14,38,73,98,53,61,33,Station_3,5G,PARENT_3
DEV_007_2024-12-02 08:00:00,2024-12-02 08:00:00,DEV_007,56,61,38,27,40,6,96,48,18,Station_4,2.4G_guest,PARENT_7
DEV_007_2024-12-02 12:00:00,2024-12-02 12:00:00,DEV_007,14,85,46,3,7,17,68,58,50,Station_3,5G_guest,PARENT_3
DEV_007_2024-12-02 16:00:00,2024-12-02 16:00:00,DEV_007,46,59,22,72,91,28,2,59,54,Station_2,6G,PARENT_7
DEV_007_2024-12-02 20:00:00,2024-12-02 20:00:00,DEV_007,12,8,9,86,18,92,38,34,70,Station_5,5G_H_guest,PARENT_1
DEV_007_2024-12-03 00:00:00,2024-12-03 00:00:00,DEV_007,68,5,87,77,61,27,45,58,95,Station_8,2.4G,PARENT_7
DEV_007_2024-12-03 04:00:00,2024-12-03 04:00:00,DEV_007,63,94,5,62,75,74,41,65,79,Station_5,5G_guest,PARENT_5
DEV_007_2024-12-03 08:00:00,2024-12-03 08:00:00,DEV_007,78,54,55,68,8,9,95,3,27,Station_9,6G_iptv,PARENT_2
DEV_007_2024-12-03 12:00:00,2024-12-03 12:00:00,DEV_007,29,74,77,65,40,78,96,80,56,Station_7,MoCA,PARENT_8
DEV_007_2024-12-03 16:00:00,2024-12-03 16:00:00,DEV_007,25,97,94,1,1,27,68,37,24,Station_8,5G_guest,PARENT_7
DEV_007_2024-12-03 20:00:00,2024-12-03 20:00:00,DEV_007,65,93,88,77,92,15,64,31,86,Station_1,5G_H_iptv,PARENT_5
DEV_007_2024-12-04 00:00:00,2024-12-04 00:00:00,DEV_007,41,45,81,26,51,92,38,50,42,Station_5,5G_H_guest,PARENT_5
DEV_007_2024-12-04 04:00:00,2024-12-04 04:00:00,DEV_007,80,5,38,9,70,79,82,69,41,Station_1,5G_H,PARENT_5
DEV_007_2024-12-04 08:00:00,2024-12-04 08:00:00,DEV_007,23,92,75,4,68,80,28,29,58,Station_1,5G_guest,PARENT_2
DEV_007_2024-12-04 12:00:00,2024-12-04 12:00:00,DEV_007,13,64,60,61,35,89,55,35,42,Station_5,5G_guest,PARENT_6
DEV_007_2024-12-04 16:00:00,2024-12-04 16:00:00,DEV_007,32,78,25,97,98,59,70,57,41,Station_4,5G_iptv,PARENT_3
DEV_007_2024-12-04 20:00:00,2024-12-04 20:00:00,DEV_007,19,31,20,21,25,12,98,17,96,Station_1,MoCA,PARENT_9
DEV_007_2024-12-05 00:00:00,2024-12-05 00:00:00,DEV_007,71,34,44,70,1,79,77,21,77,Station_8,MoCA,PARENT_1
DEV_007_2024-12-05 04:00:00,2024-12-05 04:00:00,DEV_007,76,34,39,75,14,79,87,4,33,Station_9,6G_iptv,PARENT_9
DEV_007_2024-12-05 08:00:00,2024-12-05 08:00:00,DEV_007,86,32,1,63,88,53,7,43,37,Station_6,5G,PARENT_2
DEV_007_2024-12-05 12:00:00,2024-12-05 12:00:00,DEV_007,63,65,72,35,76,46,24,1,77,Station_5,Ether,PARENT_5
DEV_007_2024-12-05 16:00:00,2024-12-05 16:00:00,DEV_007,13,16,36,70,98,76,54,44,38,Station_1,2.4G_guest,PARENT_8
DEV_007_2024-12-05 20:00:00,2024-12-05 20:00:00,DEV_007,68,89,11,46,3,7,54,11,65,Station_9,5G_iptv,PARENT_9
DEV_007_2024-12-06 00:00:00,2024-12-06 00:00:00,DEV_007,59,26,54,14,47,16,12,93,59,Station_6,2.4G,PARENT_7
DEV_007_2024-12-06 04:00:00,2024-12-06 04:00:00,DEV_007,73,89,19,39,9,17,91,8,87,Station_7,5G_iptv,PARENT_9
DEV_007_2024-12-06 08:00:00,2024-12-06 08:00:00,DEV_007,8,13,77,55,81,20,69,25,16,Station_2,6G,PARENT_9
DEV_007_2024-12-06 12:00:00,2024-12-06 12:00:00,DEV_007,35,10,99,19,13,89,69,81,34,Station_7,2.4G,PARENT_1
DEV_007_2024-12-06 16:00:00,2024-12-06 16:00:00,DEV_007,71,13,38,11,15,87,83,8,49,Station_8,Ether,PARENT_6
DEV_007_2024-12-06 20:00:00,2024-12-06 20:00:00,DEV_007,30,44,54,97,83,31,24,86,39,Station_2,6G_iptv,PARENT_5
DEV_007_2024-12-07 00:00:00,2024-12-07 00:00:00,DEV_007,4,50,53,81,28,38,4,16,42,Station_4,5G_H_guest,PARENT_4
DEV_007_2024-12-07 04:00:00,2024-12-07 04:00:00,DEV_007,68,83,34,88,11,35,28,92,11,Station_6,Ether,PARENT_8
DEV_007_2024-12-07 08:00:00,2024-12-07 08:00:00,DEV_007,65,24,50,10,17,78,1,11,41,Station_3,MoCA,PARENT_8
DEV_007_2024-12-07 12:00:00,2024-12-07 12:00:00,DEV_007,33,32,25,91,47,43,81,81,57,Station_8,2.4G_guest,PARENT_2
DEV_007_2024-12-07 16:00:00,2024-12-07 16:00:00,DEV_007,75,41,40,76,37,74,15,58,58,Station_2,5G_H_iptv,PARENT_3
DEV_007_2024-12-07 20:00:00,2024-12-07 20:00:00,DEV_007,8,31,15,93,79,64,31,7,94,Station_9,5G_iptv,PARENT_3
DEV_007_2024-12-08 00:00:00,2024-12-08 00:00:00,DEV_007,49,15,3,18,22,96,95,74,45,Station_8,5G,PARENT_2
DEV_007_2024-12-08 04:00:00,2024-12-08 04:00:00,DEV_007,93,74,28,54,10,32,78,32,52,Station_8,5G_H,PARENT_8
DEV_007_2024-12-08 08:00:00,2024-12-08 08:00:00,DEV_007,19,22,88,28,41,43,69,73,72,Station_8,6G,PARENT_2
DEV_007_2024-12-08 12:00:00,2024-12-08 12:00:00,DEV_007,40,77,70,16,18,42,81,2,82,Station_8,6G,PARENT_7
DEV_007_2024-12-08 16:00:00,2024-12-08 16:00:00,DEV_007,2,2,57,18,86,16,27,17,54,Station_1,6G,PARENT_6
DEV_007_2024-12-08 20:00:00,2024-12-08 20:00:00,DEV_007,97,13,6,90,83,19,61,90,86,Station_6,5G_iptv,PARENT_6
DEV_007_2024-12-09 00:00:00,2024-12-09 00:00:00,DEV_007,6,15,38,41,56,18,35,98,45,Station_5,5G_H,PARENT_5
DEV_007_2024-12-09 04:00:00,2024-12-09 04:00:00,DEV_007,44,98,50,82,21,22,61,39,85,Station_3,5G,PARENT_1
DEV_007_2024-12-09 08:00:00,2024-12-09 08:00:00,DEV_007,71,24,39,72,15,70,5,87,48,Station_4,6G_guest,PARENT_5
DEV_007_2024-12-09 12:00:00,2024-12-09 12:00:00,DEV_007,86,89,12,66,30,7,58,18,60,Station_2,6G_guest,PARENT_2
DEV_007_2024-12-09 16:00:00,2024-12-09 16:00:00,DEV_007,72,83,6,45,60,71,84,24,93,Station_5,MoCA,PARENT_4
DEV_007_2024-12-09 20:00:00,2024-12-09 20:00:00,DEV_007,62,33,62,6,3,74,54,11,87,Station_4,5G_iptv,PARENT_1
DEV_007_2024-12-10 00:00:00,2024-12-10 00:00:00,DEV_007,35,28,41,50,99,39,80,10,71,Station_7,5G_H_guest,PARENT_5
DEV_007_2024-12-10 04:00:00,2024-12-10 04:00:00,DEV_007,90,30,11,71,39,26,57,55,22,Station_6,Ether,PARENT_4
DEV_007_2024-12-10 08:00:00,2024-12-10 08:00:00,DEV_007,62,76,65,15,40,7,55,37,86,Station_1,MoCA,PARENT_3
DEV_007_2024-12-10 12:00:00,2024-12-10 12:00:00,DEV_007,69,14,9,5,35,85,28,45,2,Station_6,6G,PARENT_7
DEV_007_2024-12-10 16:00:00,2024-12-10 16:00:00,DEV_007,59,1,55,31,59,8,66,99,95,Station_3,MoCA,PARENT_9
DEV_007_2024-12-10 20:00:00,2024-12-10 20:00:00,DEV_007,8,19,53,11,57,69,59,28,2,Station_2,MoCA,PARENT_5
DEV_007_2024-12-11 00:00:00,2024-12-11 00:00:00,DEV_007,5,19,5,40,83,76,92,48,99,Station_6,5G_iptv,PARENT_7
DEV_007_2024-12-11 04:00:00,2024-12-11 04:00:00,DEV_007,34,87,97,58,77,98,93,30,61,Station_2,5G_H,PARENT_3
DEV_007_2024-12-11 08:00:00,2024-12-11 08:00:00,DEV_007,5,4,69,39,79,73,50,72,74,Station_6,5G_H,PARENT_8
DEV_007_2024-12-11 12:00:00,2024-12-11 12:00:00,DEV_007,73,22,34,48,76,81,4,57,63,Station_4,MoCA,PARENT_1
DEV_007_2024-12-11 16:00:00,2024-12-11 16:00:00,DEV_007,91,78,4,35,33,51,12,68,98,Station_2,6G,PARENT_8
DEV_007_2024-12-11 20:00:00,2024-12-11 20:00:00,DEV_007,95,33,91,45,56,28,98,30,34,Station_1,6G_guest,PARENT_4
DEV_007_2024-12-12 00:00:00,2024-12-12 00:00:00,DEV_007,13,82,40,65,9,70,72,72,88,Station_1,5G_H_guest,PARENT_3
DEV_007_2024-12-12 04:00:00,2024-12-12 04:00:00,DEV_007,26,26,40,34,8,2,82,16,92,Station_8,Ether,PARENT_7
DEV_007_2024-12-12 08:00:00,2024-12-12 08:00:00,DEV_007,42,83,32,62,32,85,93,69,84,Station_6,MoCA,PARENT_8
DEV_007_2024-12-12 12:00:00,2024-12-12 12:00:00,DEV_007,1,13,97,6,13,78,72,67,37,Station_8,6G_iptv,PARENT_4
DEV_007_2024-12-12 16:00:00,2024-12-12 16:00:00,DEV_007,62,23,68,25,32,58,25,69,10,Station_4,5G_H_guest,PARENT_7
DEV_007_2024-12-12 20:00:00,2024-12-12 20:00:00,DEV_007,34,21,83,7,98,58,33,42,53,Station_9,5G,PARENT_7
DEV_007_2024-12-13 00:00:00,2024-12-13 00:00:00,DEV_007,50,38,81,46,81,15,8,49,53,Station_3,5G,PARENT_3
DEV_007_2024-12-13 04:00:00,2024-12-13 04:00:00,DEV_007,93,38,97,28,61,97,7,99,72,Station_7,6G_iptv,PARENT_5
DEV_007_2024-12-13 08:00:00,2024-12-13 08:00:00,DEV_007,25,67,32,48,55,75,85,96,66,Station_7,6G_iptv,PARENT_7
DEV_007_2024-12-13 12:00:00,2024-12-13 12:00:00,DEV_007,60,9,83,3,32,54,87,83,76,Station_7,2.4G_guest,PARENT_3
DEV_007_2024-12-13 16:00:00,2024-12-13 16:00:00,DEV_007,10,86,68,79,52,99,49,44,5,Station_1,5G_H,PARENT_8
DEV_007_2024-12-13 20:00:00,2024-12-13 20:00:00,DEV_007,55,20,77,6,1,46,42,82,70,Station_1,2.4G_guest,PARENT_1
DEV_007_2024-12-14 00:00:00,2024-12-14 00:00:00,DEV_007,90,34,57,17,89,63,61,59,92,Station_4,6G,PARENT_1
DEV_007_2024-12-14 04:00:00,2024-12-14 04:00:00,DEV_007,20,21,41,74,44,32,64,37,61,Station_6,5G_H,PARENT_2
DEV_007_2024-12-14 08:00:00,2024-12-14 08:00:00,DEV_007,77,96,73,39,16,98,74,88,10,Station_2,5G,PARENT_4
DEV_007_2024-12-14 12:00:00,2024-12-14 12:00:00,DEV_007,93,86,89,11,84,88,95,25,69,Station_9,5G_iptv,PARENT_8
DEV_007_2024-12-14 16:00:00,2024-12-14 16:00:00,DEV_007,53,81,66,56,66,91,22,81,53,Station_9,MoCA,PARENT_5
DEV_007_2024-12-14 20:00:00,2024-12-14 20:00:00,DEV_007,13,17,43,84,84,92,12,84,71,Station_9,5G_H,PARENT_5
DEV_007_2024-12-15 00:00:00,2024-12-15 00:00:00,DEV_007,29,25,11,41,11,96,38,82,62,Station_9,5G_H_iptv,PARENT_1
DEV_007_2024-12-15 04:00:00,2024-12-15 04:00:00,DEV_007,24,44,19,37,5,4,1,94,17,Station_4,Ether,PARENT_2
DEV_007_2024-12-15 08:00:00,2024-12-15 08:00:00,DEV_007,82,36,1,69,82,29,81,85,66,Station_4,2.4G_guest,PARENT_3
DEV_007_2024-12-15 12:00:00,2024-12-15 12:00:00,DEV_007,54,82,13,47,75,97,28,55,43,Station_5,5G,PARENT_9
DEV_007_2024-12-15 16:00:00,2024-12-15 16:00:00,DEV_007,87,25,96,41,31,13,6,1,8,Station_8,5G_iptv,PARENT_5
DEV_007_2024-12-15 20:00:00,2024-12-15 20:00:00,DEV_007,93,22,64,69,17,18,45,54,39,Station_1,5G_H_iptv,PARENT_8
DEV_007_2024-12-16 00:00:00,2024-12-16 00:00:00,DEV_007,54,16,69,32,26,35,53,43,41,Station_8,6G_guest,PARENT_7
DEV_007_2024-12-16 04:00:00,2024-12-16 04:00:00,DEV_007,75,94,45,94,55,70,69,64,14,Station_4,5G_guest,PARENT_7
DEV_007_2024-12-16 08:00:00,2024-12-16 08:00:00,DEV_007,18,51,56,89,57,59,61,17,97,Station_6,6G_guest,PARENT_1
DEV_007_2024-12-16 12:00:00,2024-12-16 12:00:00,DEV_007,89,37,17,91,31,14,53,36,86,Station_8,5G_H_guest,PARENT_5
DEV_007_2024-12-16 16:00:00,2024-12-16 16:00:00,DEV_007,40,70,69,88,22,14,25,84,65,Station_1,2.4G,PARENT_5
DEV_007_2024-12-16 20:00:00,2024-12-16 20:00:00,DEV_007,52,92,29,58,72,82,31,21,6,Station_9,6G_guest,PARENT_2
DEV_007_2024-12-17 00:00:00,2024-12-17 00:00:00,DEV_007,30,84,60,55,10,13,41,2,5,Station_1,MoCA,PARENT_8
