distid,createdts,sn,event_type,event_action
DEV_009_2024-10-25 00:00:00,2024-10-25 00:00:00,DEV_009,40,86
DEV_009_2024-10-25 04:00:00,2024-10-25 04:00:00,DEV_009,28,32
DEV_009_2024-10-25 08:00:00,2024-10-25 08:00:00,DEV_009,91,31
DEV_009_2024-10-25 12:00:00,2024-10-25 12:00:00,DEV_009,76,1
DEV_009_2024-10-25 16:00:00,2024-10-25 16:00:00,DEV_009,71,99
DEV_009_2024-10-25 20:00:00,2024-10-25 20:00:00,DEV_009,20,89
DEV_009_2024-10-26 00:00:00,2024-10-26 00:00:00,DEV_009,22,57
DEV_009_2024-10-26 04:00:00,2024-10-26 04:00:00,DEV_009,72,73
DEV_009_2024-10-26 08:00:00,2024-10-26 08:00:00,DEV_009,27,83
DEV_009_2024-10-26 12:00:00,2024-10-26 12:00:00,DEV_009,56,78
DEV_009_2024-10-26 16:00:00,2024-10-26 16:00:00,DEV_009,30,91
DEV_009_2024-10-26 20:00:00,2024-10-26 20:00:00,DEV_009,30,18
DEV_009_2024-10-27 00:00:00,2024-10-27 00:00:00,DEV_009,38,41
DEV_009_2024-10-27 04:00:00,2024-10-27 04:00:00,DEV_009,45,90
DEV_009_2024-10-27 08:00:00,2024-10-27 08:00:00,DEV_009,38,64
DEV_009_2024-10-27 12:00:00,2024-10-27 12:00:00,DEV_009,53,54
DEV_009_2024-10-27 16:00:00,2024-10-27 16:00:00,DEV_009,35,53
DEV_009_2024-10-27 20:00:00,2024-10-27 20:00:00,DEV_009,56,66
DEV_009_2024-10-28 00:00:00,2024-10-28 00:00:00,DEV_009,28,2
DEV_009_2024-10-28 04:00:00,2024-10-28 04:00:00,DEV_009,74,70
DEV_009_2024-10-28 08:00:00,2024-10-28 08:00:00,DEV_009,42,90
DEV_009_2024-10-28 12:00:00,2024-10-28 12:00:00,DEV_009,26,62
DEV_009_2024-10-28 16:00:00,2024-10-28 16:00:00,DEV_009,68,95
DEV_009_2024-10-28 20:00:00,2024-10-28 20:00:00,DEV_009,40,73
DEV_009_2024-10-29 00:00:00,2024-10-29 00:00:00,DEV_009,82,39
DEV_009_2024-10-29 04:00:00,2024-10-29 04:00:00,DEV_009,33,58
DEV_009_2024-10-29 08:00:00,2024-10-29 08:00:00,DEV_009,13,40
DEV_009_2024-10-29 12:00:00,2024-10-29 12:00:00,DEV_009,89,27
DEV_009_2024-10-29 16:00:00,2024-10-29 16:00:00,DEV_009,53,36
DEV_009_2024-10-29 20:00:00,2024-10-29 20:00:00,DEV_009,27,44
DEV_009_2024-10-30 00:00:00,2024-10-30 00:00:00,DEV_009,74,34
DEV_009_2024-10-30 04:00:00,2024-10-30 04:00:00,DEV_009,8,58
DEV_009_2024-10-30 08:00:00,2024-10-30 08:00:00,DEV_009,8,72
DEV_009_2024-10-30 12:00:00,2024-10-30 12:00:00,DEV_009,44,97
DEV_009_2024-10-30 16:00:00,2024-10-30 16:00:00,DEV_009,83,33
DEV_009_2024-10-30 20:00:00,2024-10-30 20:00:00,DEV_009,57,1
DEV_009_2024-10-31 00:00:00,2024-10-31 00:00:00,DEV_009,92,70
DEV_009_2024-10-31 04:00:00,2024-10-31 04:00:00,DEV_009,85,46
DEV_009_2024-10-31 08:00:00,2024-10-31 08:00:00,DEV_009,79,19
DEV_009_2024-10-31 12:00:00,2024-10-31 12:00:00,DEV_009,26,18
DEV_009_2024-10-31 16:00:00,2024-10-31 16:00:00,DEV_009,54,11
DEV_009_2024-10-31 20:00:00,2024-10-31 20:00:00,DEV_009,37,53
DEV_009_2024-11-01 00:00:00,2024-11-01 00:00:00,DEV_009,27,12
DEV_009_2024-11-01 04:00:00,2024-11-01 04:00:00,DEV_009,83,2
DEV_009_2024-11-01 08:00:00,2024-11-01 08:00:00,DEV_009,47,1
DEV_009_2024-11-01 12:00:00,2024-11-01 12:00:00,DEV_009,7,16
DEV_009_2024-11-01 16:00:00,2024-11-01 16:00:00,DEV_009,55,78
DEV_009_2024-11-01 20:00:00,2024-11-01 20:00:00,DEV_009,72,33
DEV_009_2024-11-02 00:00:00,2024-11-02 00:00:00,DEV_009,59,21
DEV_009_2024-11-02 04:00:00,2024-11-02 04:00:00,DEV_009,25,52
DEV_009_2024-11-02 08:00:00,2024-11-02 08:00:00,DEV_009,32,67
DEV_009_2024-11-02 12:00:00,2024-11-02 12:00:00,DEV_009,7,44
DEV_009_2024-11-02 16:00:00,2024-11-02 16:00:00,DEV_009,17,93
DEV_009_2024-11-02 20:00:00,2024-11-02 20:00:00,DEV_009,5,92
DEV_009_2024-11-03 00:00:00,2024-11-03 00:00:00,DEV_009,98,53
DEV_009_2024-11-03 04:00:00,2024-11-03 04:00:00,DEV_009,44,5
DEV_009_2024-11-03 08:00:00,2024-11-03 08:00:00,DEV_009,23,75
DEV_009_2024-11-03 12:00:00,2024-11-03 12:00:00,DEV_009,12,28
DEV_009_2024-11-03 16:00:00,2024-11-03 16:00:00,DEV_009,6,73
DEV_009_2024-11-03 20:00:00,2024-11-03 20:00:00,DEV_009,49,11
DEV_009_2024-11-04 00:00:00,2024-11-04 00:00:00,DEV_009,12,93
DEV_009_2024-11-04 04:00:00,2024-11-04 04:00:00,DEV_009,35,78
DEV_009_2024-11-04 08:00:00,2024-11-04 08:00:00,DEV_009,55,44
DEV_009_2024-11-04 12:00:00,2024-11-04 12:00:00,DEV_009,57,37
DEV_009_2024-11-04 16:00:00,2024-11-04 16:00:00,DEV_009,60,59
DEV_009_2024-11-04 20:00:00,2024-11-04 20:00:00,DEV_009,34,68
DEV_009_2024-11-05 00:00:00,2024-11-05 00:00:00,DEV_009,74,12
DEV_009_2024-11-05 04:00:00,2024-11-05 04:00:00,DEV_009,24,1
DEV_009_2024-11-05 08:00:00,2024-11-05 08:00:00,DEV_009,52,60
DEV_009_2024-11-05 12:00:00,2024-11-05 12:00:00,DEV_009,29,53
DEV_009_2024-11-05 16:00:00,2024-11-05 16:00:00,DEV_009,73,50
DEV_009_2024-11-05 20:00:00,2024-11-05 20:00:00,DEV_009,16,68
DEV_009_2024-11-06 00:00:00,2024-11-06 00:00:00,DEV_009,86,78
DEV_009_2024-11-06 04:00:00,2024-11-06 04:00:00,DEV_009,38,27
DEV_009_2024-11-06 08:00:00,2024-11-06 08:00:00,DEV_009,64,21
DEV_009_2024-11-06 12:00:00,2024-11-06 12:00:00,DEV_009,26,45
DEV_009_2024-11-06 16:00:00,2024-11-06 16:00:00,DEV_009,14,6
DEV_009_2024-11-06 20:00:00,2024-11-06 20:00:00,DEV_009,20,80
DEV_009_2024-11-07 00:00:00,2024-11-07 00:00:00,DEV_009,77,22
DEV_009_2024-11-07 04:00:00,2024-11-07 04:00:00,DEV_009,35,30
DEV_009_2024-11-07 08:00:00,2024-11-07 08:00:00,DEV_009,12,77
DEV_009_2024-11-07 12:00:00,2024-11-07 12:00:00,DEV_009,5,10
DEV_009_2024-11-07 16:00:00,2024-11-07 16:00:00,DEV_009,92,64
DEV_009_2024-11-07 20:00:00,2024-11-07 20:00:00,DEV_009,29,95
DEV_009_2024-11-08 00:00:00,2024-11-08 00:00:00,DEV_009,35,68
DEV_009_2024-11-08 04:00:00,2024-11-08 04:00:00,DEV_009,76,61
DEV_009_2024-11-08 08:00:00,2024-11-08 08:00:00,DEV_009,9,61
DEV_009_2024-11-08 12:00:00,2024-11-08 12:00:00,DEV_009,7,68
DEV_009_2024-11-08 16:00:00,2024-11-08 16:00:00,DEV_009,63,60
DEV_009_2024-11-08 20:00:00,2024-11-08 20:00:00,DEV_009,84,26
DEV_009_2024-11-09 00:00:00,2024-11-09 00:00:00,DEV_009,11,4
DEV_009_2024-11-09 04:00:00,2024-11-09 04:00:00,DEV_009,57,68
DEV_009_2024-11-09 08:00:00,2024-11-09 08:00:00,DEV_009,66,50
DEV_009_2024-11-09 12:00:00,2024-11-09 12:00:00,DEV_009,6,68
DEV_009_2024-11-09 16:00:00,2024-11-09 16:00:00,DEV_009,43,72
DEV_009_2024-11-09 20:00:00,2024-11-09 20:00:00,DEV_009,76,54
DEV_009_2024-11-10 00:00:00,2024-11-10 00:00:00,DEV_009,72,82
DEV_009_2024-11-10 04:00:00,2024-11-10 04:00:00,DEV_009,84,99
DEV_009_2024-11-10 08:00:00,2024-11-10 08:00:00,DEV_009,95,75
DEV_009_2024-11-10 12:00:00,2024-11-10 12:00:00,DEV_009,91,40
DEV_009_2024-11-10 16:00:00,2024-11-10 16:00:00,DEV_009,47,1
DEV_009_2024-11-10 20:00:00,2024-11-10 20:00:00,DEV_009,74,9
DEV_009_2024-11-11 00:00:00,2024-11-11 00:00:00,DEV_009,73,66
DEV_009_2024-11-11 04:00:00,2024-11-11 04:00:00,DEV_009,72,67
DEV_009_2024-11-11 08:00:00,2024-11-11 08:00:00,DEV_009,86,60
DEV_009_2024-11-11 12:00:00,2024-11-11 12:00:00,DEV_009,9,26
DEV_009_2024-11-11 16:00:00,2024-11-11 16:00:00,DEV_009,51,82
DEV_009_2024-11-11 20:00:00,2024-11-11 20:00:00,DEV_009,6,7
DEV_009_2024-11-12 00:00:00,2024-11-12 00:00:00,DEV_009,44,83
DEV_009_2024-11-12 04:00:00,2024-11-12 04:00:00,DEV_009,4,70
DEV_009_2024-11-12 08:00:00,2024-11-12 08:00:00,DEV_009,74,39
DEV_009_2024-11-12 12:00:00,2024-11-12 12:00:00,DEV_009,17,91
DEV_009_2024-11-12 16:00:00,2024-11-12 16:00:00,DEV_009,23,74
DEV_009_2024-11-12 20:00:00,2024-11-12 20:00:00,DEV_009,74,14
DEV_009_2024-11-13 00:00:00,2024-11-13 00:00:00,DEV_009,15,99
DEV_009_2024-11-13 04:00:00,2024-11-13 04:00:00,DEV_009,81,88
DEV_009_2024-11-13 08:00:00,2024-11-13 08:00:00,DEV_009,64,69
DEV_009_2024-11-13 12:00:00,2024-11-13 12:00:00,DEV_009,74,41
DEV_009_2024-11-13 16:00:00,2024-11-13 16:00:00,DEV_009,17,92
DEV_009_2024-11-13 20:00:00,2024-11-13 20:00:00,DEV_009,40,28
DEV_009_2024-11-14 00:00:00,2024-11-14 00:00:00,DEV_009,54,31
DEV_009_2024-11-14 04:00:00,2024-11-14 04:00:00,DEV_009,1,82
DEV_009_2024-11-14 08:00:00,2024-11-14 08:00:00,DEV_009,22,79
DEV_009_2024-11-14 12:00:00,2024-11-14 12:00:00,DEV_009,30,59
DEV_009_2024-11-14 16:00:00,2024-11-14 16:00:00,DEV_009,83,32
DEV_009_2024-11-14 20:00:00,2024-11-14 20:00:00,DEV_009,62,34
DEV_009_2024-11-15 00:00:00,2024-11-15 00:00:00,DEV_009,94,24
DEV_009_2024-11-15 04:00:00,2024-11-15 04:00:00,DEV_009,92,7
DEV_009_2024-11-15 08:00:00,2024-11-15 08:00:00,DEV_009,52,90
DEV_009_2024-11-15 12:00:00,2024-11-15 12:00:00,DEV_009,32,31
DEV_009_2024-11-15 16:00:00,2024-11-15 16:00:00,DEV_009,98,86
DEV_009_2024-11-15 20:00:00,2024-11-15 20:00:00,DEV_009,87,62
DEV_009_2024-11-16 00:00:00,2024-11-16 00:00:00,DEV_009,37,1
DEV_009_2024-11-16 04:00:00,2024-11-16 04:00:00,DEV_009,85,16
DEV_009_2024-11-16 08:00:00,2024-11-16 08:00:00,DEV_009,23,46
DEV_009_2024-11-16 12:00:00,2024-11-16 12:00:00,DEV_009,23,91
DEV_009_2024-11-16 16:00:00,2024-11-16 16:00:00,DEV_009,30,82
DEV_009_2024-11-16 20:00:00,2024-11-16 20:00:00,DEV_009,69,7
DEV_009_2024-11-17 00:00:00,2024-11-17 00:00:00,DEV_009,15,94
DEV_009_2024-11-17 04:00:00,2024-11-17 04:00:00,DEV_009,39,71
DEV_009_2024-11-17 08:00:00,2024-11-17 08:00:00,DEV_009,57,16
DEV_009_2024-11-17 12:00:00,2024-11-17 12:00:00,DEV_009,70,76
DEV_009_2024-11-17 16:00:00,2024-11-17 16:00:00,DEV_009,7,64
DEV_009_2024-11-17 20:00:00,2024-11-17 20:00:00,DEV_009,38,45
DEV_009_2024-11-18 00:00:00,2024-11-18 00:00:00,DEV_009,53,65
DEV_009_2024-11-18 04:00:00,2024-11-18 04:00:00,DEV_009,67,9
DEV_009_2024-11-18 08:00:00,2024-11-18 08:00:00,DEV_009,14,57
DEV_009_2024-11-18 12:00:00,2024-11-18 12:00:00,DEV_009,12,70
DEV_009_2024-11-18 16:00:00,2024-11-18 16:00:00,DEV_009,14,60
DEV_009_2024-11-18 20:00:00,2024-11-18 20:00:00,DEV_009,47,59
DEV_009_2024-11-19 00:00:00,2024-11-19 00:00:00,DEV_009,8,97
DEV_009_2024-11-19 04:00:00,2024-11-19 04:00:00,DEV_009,13,31
DEV_009_2024-11-19 08:00:00,2024-11-19 08:00:00,DEV_009,1,75
DEV_009_2024-11-19 12:00:00,2024-11-19 12:00:00,DEV_009,31,54
DEV_009_2024-11-19 16:00:00,2024-11-19 16:00:00,DEV_009,53,42
DEV_009_2024-11-19 20:00:00,2024-11-19 20:00:00,DEV_009,36,86
DEV_009_2024-11-20 00:00:00,2024-11-20 00:00:00,DEV_009,80,76
DEV_009_2024-11-20 04:00:00,2024-11-20 04:00:00,DEV_009,99,67
DEV_009_2024-11-20 08:00:00,2024-11-20 08:00:00,DEV_009,7,96
DEV_009_2024-11-20 12:00:00,2024-11-20 12:00:00,DEV_009,56,10
DEV_009_2024-11-20 16:00:00,2024-11-20 16:00:00,DEV_009,13,79
DEV_009_2024-11-20 20:00:00,2024-11-20 20:00:00,DEV_009,24,61
DEV_009_2024-11-21 00:00:00,2024-11-21 00:00:00,DEV_009,55,88
DEV_009_2024-11-21 04:00:00,2024-11-21 04:00:00,DEV_009,71,84
DEV_009_2024-11-21 08:00:00,2024-11-21 08:00:00,DEV_009,11,18
DEV_009_2024-11-21 12:00:00,2024-11-21 12:00:00,DEV_009,19,22
DEV_009_2024-11-21 16:00:00,2024-11-21 16:00:00,DEV_009,47,48
DEV_009_2024-11-21 20:00:00,2024-11-21 20:00:00,DEV_009,85,15
DEV_009_2024-11-22 00:00:00,2024-11-22 00:00:00,DEV_009,52,20
DEV_009_2024-11-22 04:00:00,2024-11-22 04:00:00,DEV_009,2,53
DEV_009_2024-11-22 08:00:00,2024-11-22 08:00:00,DEV_009,94,90
DEV_009_2024-11-22 12:00:00,2024-11-22 12:00:00,DEV_009,7,18
DEV_009_2024-11-22 16:00:00,2024-11-22 16:00:00,DEV_009,76,66
DEV_009_2024-11-22 20:00:00,2024-11-22 20:00:00,DEV_009,95,34
DEV_009_2024-11-23 00:00:00,2024-11-23 00:00:00,DEV_009,14,85
DEV_009_2024-11-23 04:00:00,2024-11-23 04:00:00,DEV_009,17,9
DEV_009_2024-11-23 08:00:00,2024-11-23 08:00:00,DEV_009,22,85
DEV_009_2024-11-23 12:00:00,2024-11-23 12:00:00,DEV_009,75,33
DEV_009_2024-11-23 16:00:00,2024-11-23 16:00:00,DEV_009,87,23
DEV_009_2024-11-23 20:00:00,2024-11-23 20:00:00,DEV_009,35,91
DEV_009_2024-11-24 00:00:00,2024-11-24 00:00:00,DEV_009,49,5
DEV_009_2024-11-24 04:00:00,2024-11-24 04:00:00,DEV_009,52,84
DEV_009_2024-11-24 08:00:00,2024-11-24 08:00:00,DEV_009,59,23
DEV_009_2024-11-24 12:00:00,2024-11-24 12:00:00,DEV_009,5,24
DEV_009_2024-11-24 16:00:00,2024-11-24 16:00:00,DEV_009,36,29
DEV_009_2024-11-24 20:00:00,2024-11-24 20:00:00,DEV_009,80,3
DEV_009_2024-11-25 00:00:00,2024-11-25 00:00:00,DEV_009,88,49
DEV_009_2024-11-25 04:00:00,2024-11-25 04:00:00,DEV_009,10,22
DEV_009_2024-11-25 08:00:00,2024-11-25 08:00:00,DEV_009,80,67
DEV_009_2024-11-25 12:00:00,2024-11-25 12:00:00,DEV_009,6,96
DEV_009_2024-11-25 16:00:00,2024-11-25 16:00:00,DEV_009,12,38
DEV_009_2024-11-25 20:00:00,2024-11-25 20:00:00,DEV_009,71,68
DEV_009_2024-11-26 00:00:00,2024-11-26 00:00:00,DEV_009,14,47
DEV_009_2024-11-26 04:00:00,2024-11-26 04:00:00,DEV_009,47,67
DEV_009_2024-11-26 08:00:00,2024-11-26 08:00:00,DEV_009,59,18
DEV_009_2024-11-26 12:00:00,2024-11-26 12:00:00,DEV_009,71,4
DEV_009_2024-11-26 16:00:00,2024-11-26 16:00:00,DEV_009,56,50
DEV_009_2024-11-26 20:00:00,2024-11-26 20:00:00,DEV_009,82,70
DEV_009_2024-11-27 00:00:00,2024-11-27 00:00:00,DEV_009,82,89
DEV_009_2024-11-27 04:00:00,2024-11-27 04:00:00,DEV_009,15,11
DEV_009_2024-11-27 08:00:00,2024-11-27 08:00:00,DEV_009,23,12
DEV_009_2024-11-27 12:00:00,2024-11-27 12:00:00,DEV_009,32,37
DEV_009_2024-11-27 16:00:00,2024-11-27 16:00:00,DEV_009,78,52
DEV_009_2024-11-27 20:00:00,2024-11-27 20:00:00,DEV_009,93,91
DEV_009_2024-11-28 00:00:00,2024-11-28 00:00:00,DEV_009,47,62
DEV_009_2024-11-28 04:00:00,2024-11-28 04:00:00,DEV_009,10,59
DEV_009_2024-11-28 08:00:00,2024-11-28 08:00:00,DEV_009,46,16
DEV_009_2024-11-28 12:00:00,2024-11-28 12:00:00,DEV_009,66,12
DEV_009_2024-11-28 16:00:00,2024-11-28 16:00:00,DEV_009,66,5
DEV_009_2024-11-28 20:00:00,2024-11-28 20:00:00,DEV_009,36,38
DEV_009_2024-11-29 00:00:00,2024-11-29 00:00:00,DEV_009,36,22
DEV_009_2024-11-29 04:00:00,2024-11-29 04:00:00,DEV_009,62,93
DEV_009_2024-11-29 08:00:00,2024-11-29 08:00:00,DEV_009,21,71
DEV_009_2024-11-29 12:00:00,2024-11-29 12:00:00,DEV_009,23,16
DEV_009_2024-11-29 16:00:00,2024-11-29 16:00:00,DEV_009,87,78
DEV_009_2024-11-29 20:00:00,2024-11-29 20:00:00,DEV_009,24,41
DEV_009_2024-11-30 00:00:00,2024-11-30 00:00:00,DEV_009,46,94
DEV_009_2024-11-30 04:00:00,2024-11-30 04:00:00,DEV_009,50,87
DEV_009_2024-11-30 08:00:00,2024-11-30 08:00:00,DEV_009,42,33
DEV_009_2024-11-30 12:00:00,2024-11-30 12:00:00,DEV_009,78,53
DEV_009_2024-11-30 16:00:00,2024-11-30 16:00:00,DEV_009,21,7
DEV_009_2024-11-30 20:00:00,2024-11-30 20:00:00,DEV_009,8,62
DEV_009_2024-12-01 00:00:00,2024-12-01 00:00:00,DEV_009,29,65
DEV_009_2024-12-01 04:00:00,2024-12-01 04:00:00,DEV_009,57,14
DEV_009_2024-12-01 08:00:00,2024-12-01 08:00:00,DEV_009,28,41
DEV_009_2024-12-01 12:00:00,2024-12-01 12:00:00,DEV_009,96,31
DEV_009_2024-12-01 16:00:00,2024-12-01 16:00:00,DEV_009,2,67
DEV_009_2024-12-01 20:00:00,2024-12-01 20:00:00,DEV_009,56,64
DEV_009_2024-12-02 00:00:00,2024-12-02 00:00:00,DEV_009,13,8
DEV_009_2024-12-02 04:00:00,2024-12-02 04:00:00,DEV_009,95,57
DEV_009_2024-12-02 08:00:00,2024-12-02 08:00:00,DEV_009,50,53
DEV_009_2024-12-02 12:00:00,2024-12-02 12:00:00,DEV_009,11,24
DEV_009_2024-12-02 16:00:00,2024-12-02 16:00:00,DEV_009,77,48
DEV_009_2024-12-02 20:00:00,2024-12-02 20:00:00,DEV_009,74,40
DEV_009_2024-12-03 00:00:00,2024-12-03 00:00:00,DEV_009,55,56
DEV_009_2024-12-03 04:00:00,2024-12-03 04:00:00,DEV_009,90,26
DEV_009_2024-12-03 08:00:00,2024-12-03 08:00:00,DEV_009,97,79
DEV_009_2024-12-03 12:00:00,2024-12-03 12:00:00,DEV_009,88,79
DEV_009_2024-12-03 16:00:00,2024-12-03 16:00:00,DEV_009,51,97
DEV_009_2024-12-03 20:00:00,2024-12-03 20:00:00,DEV_009,71,93
DEV_009_2024-12-04 00:00:00,2024-12-04 00:00:00,DEV_009,38,19
DEV_009_2024-12-04 04:00:00,2024-12-04 04:00:00,DEV_009,19,29
DEV_009_2024-12-04 08:00:00,2024-12-04 08:00:00,DEV_009,97,19
DEV_009_2024-12-04 12:00:00,2024-12-04 12:00:00,DEV_009,77,41
DEV_009_2024-12-04 16:00:00,2024-12-04 16:00:00,DEV_009,19,37
DEV_009_2024-12-04 20:00:00,2024-12-04 20:00:00,DEV_009,41,2
DEV_009_2024-12-05 00:00:00,2024-12-05 00:00:00,DEV_009,95,53
DEV_009_2024-12-05 04:00:00,2024-12-05 04:00:00,DEV_009,37,73
DEV_009_2024-12-05 08:00:00,2024-12-05 08:00:00,DEV_009,14,81
DEV_009_2024-12-05 12:00:00,2024-12-05 12:00:00,DEV_009,2,51
DEV_009_2024-12-05 16:00:00,2024-12-05 16:00:00,DEV_009,90,60
DEV_009_2024-12-05 20:00:00,2024-12-05 20:00:00,DEV_009,20,69
DEV_009_2024-12-06 00:00:00,2024-12-06 00:00:00,DEV_009,70,17
DEV_009_2024-12-06 04:00:00,2024-12-06 04:00:00,DEV_009,84,37
DEV_009_2024-12-06 08:00:00,2024-12-06 08:00:00,DEV_009,62,91
DEV_009_2024-12-06 12:00:00,2024-12-06 12:00:00,DEV_009,96,10
DEV_009_2024-12-06 16:00:00,2024-12-06 16:00:00,DEV_009,43,84
DEV_009_2024-12-06 20:00:00,2024-12-06 20:00:00,DEV_009,58,65
DEV_009_2024-12-07 00:00:00,2024-12-07 00:00:00,DEV_009,1,7
DEV_009_2024-12-07 04:00:00,2024-12-07 04:00:00,DEV_009,94,88
DEV_009_2024-12-07 08:00:00,2024-12-07 08:00:00,DEV_009,19,33
DEV_009_2024-12-07 12:00:00,2024-12-07 12:00:00,DEV_009,79,14
DEV_009_2024-12-07 16:00:00,2024-12-07 16:00:00,DEV_009,89,49
DEV_009_2024-12-07 20:00:00,2024-12-07 20:00:00,DEV_009,45,87
DEV_009_2024-12-08 00:00:00,2024-12-08 00:00:00,DEV_009,57,25
DEV_009_2024-12-08 04:00:00,2024-12-08 04:00:00,DEV_009,37,8
DEV_009_2024-12-08 08:00:00,2024-12-08 08:00:00,DEV_009,29,91
DEV_009_2024-12-08 12:00:00,2024-12-08 12:00:00,DEV_009,71,37
DEV_009_2024-12-08 16:00:00,2024-12-08 16:00:00,DEV_009,74,52
DEV_009_2024-12-08 20:00:00,2024-12-08 20:00:00,DEV_009,45,41
DEV_009_2024-12-09 00:00:00,2024-12-09 00:00:00,DEV_009,80,78
DEV_009_2024-12-09 04:00:00,2024-12-09 04:00:00,DEV_009,38,62
DEV_009_2024-12-09 08:00:00,2024-12-09 08:00:00,DEV_009,21,31
DEV_009_2024-12-09 12:00:00,2024-12-09 12:00:00,DEV_009,5,10
DEV_009_2024-12-09 16:00:00,2024-12-09 16:00:00,DEV_009,34,11
DEV_009_2024-12-09 20:00:00,2024-12-09 20:00:00,DEV_009,14,93
DEV_009_2024-12-10 00:00:00,2024-12-10 00:00:00,DEV_009,54,8
DEV_009_2024-12-10 04:00:00,2024-12-10 04:00:00,DEV_009,64,75
DEV_009_2024-12-10 08:00:00,2024-12-10 08:00:00,DEV_009,12,65
DEV_009_2024-12-10 12:00:00,2024-12-10 12:00:00,DEV_009,89,6
DEV_009_2024-12-10 16:00:00,2024-12-10 16:00:00,DEV_009,77,90
DEV_009_2024-12-10 20:00:00,2024-12-10 20:00:00,DEV_009,44,44
DEV_009_2024-12-11 00:00:00,2024-12-11 00:00:00,DEV_009,29,91
DEV_009_2024-12-11 04:00:00,2024-12-11 04:00:00,DEV_009,18,58
DEV_009_2024-12-11 08:00:00,2024-12-11 08:00:00,DEV_009,28,83
DEV_009_2024-12-11 12:00:00,2024-12-11 12:00:00,DEV_009,28,67
DEV_009_2024-12-11 16:00:00,2024-12-11 16:00:00,DEV_009,4,23
DEV_009_2024-12-11 20:00:00,2024-12-11 20:00:00,DEV_009,81,89
DEV_009_2024-12-12 00:00:00,2024-12-12 00:00:00,DEV_009,37,60
DEV_009_2024-12-12 04:00:00,2024-12-12 04:00:00,DEV_009,4,58
DEV_009_2024-12-12 08:00:00,2024-12-12 08:00:00,DEV_009,42,8
DEV_009_2024-12-12 12:00:00,2024-12-12 12:00:00,DEV_009,74,85
DEV_009_2024-12-12 16:00:00,2024-12-12 16:00:00,DEV_009,87,48
DEV_009_2024-12-12 20:00:00,2024-12-12 20:00:00,DEV_009,45,57
DEV_009_2024-12-13 00:00:00,2024-12-13 00:00:00,DEV_009,43,97
DEV_009_2024-12-13 04:00:00,2024-12-13 04:00:00,DEV_009,90,11
DEV_009_2024-12-13 08:00:00,2024-12-13 08:00:00,DEV_009,34,76
DEV_009_2024-12-13 12:00:00,2024-12-13 12:00:00,DEV_009,29,82
DEV_009_2024-12-13 16:00:00,2024-12-13 16:00:00,DEV_009,67,91
DEV_009_2024-12-13 20:00:00,2024-12-13 20:00:00,DEV_009,3,31
DEV_009_2024-12-14 00:00:00,2024-12-14 00:00:00,DEV_009,64,50
DEV_009_2024-12-14 04:00:00,2024-12-14 04:00:00,DEV_009,52,83
DEV_009_2024-12-14 08:00:00,2024-12-14 08:00:00,DEV_009,72,26
DEV_009_2024-12-14 12:00:00,2024-12-14 12:00:00,DEV_009,14,89
DEV_009_2024-12-14 16:00:00,2024-12-14 16:00:00,DEV_009,38,67
DEV_009_2024-12-14 20:00:00,2024-12-14 20:00:00,DEV_009,69,79
DEV_009_2024-12-15 00:00:00,2024-12-15 00:00:00,DEV_009,65,45
DEV_009_2024-12-15 04:00:00,2024-12-15 04:00:00,DEV_009,37,8
DEV_009_2024-12-15 08:00:00,2024-12-15 08:00:00,DEV_009,98,89
DEV_009_2024-12-15 12:00:00,2024-12-15 12:00:00,DEV_009,86,58
DEV_009_2024-12-15 16:00:00,2024-12-15 16:00:00,DEV_009,33,84
DEV_009_2024-12-15 20:00:00,2024-12-15 20:00:00,DEV_009,82,4
DEV_009_2024-12-16 00:00:00,2024-12-16 00:00:00,DEV_009,33,29
DEV_009_2024-12-16 04:00:00,2024-12-16 04:00:00,DEV_009,30,26
DEV_009_2024-12-16 08:00:00,2024-12-16 08:00:00,DEV_009,68,30
DEV_009_2024-12-16 12:00:00,2024-12-16 12:00:00,DEV_009,36,41
DEV_009_2024-12-16 16:00:00,2024-12-16 16:00:00,DEV_009,68,88
DEV_009_2024-12-16 20:00:00,2024-12-16 20:00:00,DEV_009,20,85
DEV_009_2024-12-17 00:00:00,2024-12-17 00:00:00,DEV_009,72,29
DEV_009_2024-12-17 04:00:00,2024-12-17 04:00:00,DEV_009,14,91
DEV_009_2024-12-17 08:00:00,2024-12-17 08:00:00,DEV_009,81,16
DEV_009_2024-12-17 12:00:00,2024-12-17 12:00:00,DEV_009,35,94
DEV_009_2024-12-17 16:00:00,2024-12-17 16:00:00,DEV_009,4,93
DEV_009_2024-12-17 20:00:00,2024-12-17 20:00:00,DEV_009,38,1
DEV_009_2024-12-18 00:00:00,2024-12-18 00:00:00,DEV_009,69,27
DEV_009_2024-12-18 04:00:00,2024-12-18 04:00:00,DEV_009,49,64
DEV_009_2024-12-18 08:00:00,2024-12-18 08:00:00,DEV_009,14,69
DEV_009_2024-12-18 12:00:00,2024-12-18 12:00:00,DEV_009,25,57
DEV_009_2024-12-18 16:00:00,2024-12-18 16:00:00,DEV_009,71,53
DEV_009_2024-12-18 20:00:00,2024-12-18 20:00:00,DEV_009,13,79
DEV_009_2024-12-19 00:00:00,2024-12-19 00:00:00,DEV_009,76,71
DEV_009_2024-12-19 04:00:00,2024-12-19 04:00:00,DEV_009,35,80
