sn,createdts,upload_data,download_data,signal_strength,legacy_devices,stationary_mobile,downlink_phy_rate,max_downlink_phy_rate,uplink_phy_rate,max_uplink_phy_rate,num_clients_connected,son_status,upload_speed,download_speed,latency,channel_switches,wifi_association,son_steer_success_status
DEV_005,2024-10-12 12:00:00,80,12,85,No,Mobile,30,27,58,77,99,11,46,75,81,1,None,None
DEV_005,2024-10-12 18:00:00,43,38,24,No,Mobile,77,96,65,86,99,36,76,5,19,1,None,None
DEV_005,2024-10-13 00:00:00,91,8,8,No,Mobile,3,4,20,63,42,35,30,34,92,1,None,None
DEV_005,2024-10-13 06:00:00,46,28,85,No,Mobile,5,20,41,82,46,92,96,69,25,1,None,None
DEV_005,2024-10-13 12:00:00,14,32,27,No,Mobile,46,86,2,63,50,10,34,15,53,1,None,None
DEV_005,2024-10-13 18:00:00,83,72,72,No,Mobile,68,20,36,70,40,6,52,65,60,1,None,None
DEV_005,2024-10-14 00:00:00,88,91,30,No,Mobile,88,65,96,15,46,11,58,22,79,1,None,None
DEV_005,2024-10-14 06:00:00,97,71,37,No,Mobile,7,23,1,12,54,83,68,37,14,1,None,None
DEV_005,2024-10-14 12:00:00,49,16,79,No,Mobile,14,63,3,41,70,6,37,35,95,1,None,None
DEV_005,2024-10-14 18:00:00,60,11,30,No,Mobile,46,5,66,45,95,6,22,76,59,1,None,None
DEV_005,2024-10-15 00:00:00,61,17,15,No,Mobile,12,11,72,67,12,12,94,27,83,1,None,None
DEV_005,2024-10-15 06:00:00,28,77,25,No,Mobile,10,31,5,78,53,4,89,28,16,1,None,None
DEV_005,2024-10-15 12:00:00,78,49,11,No,Mobile,77,80,15,75,83,38,39,66,27,1,None,None
DEV_005,2024-10-15 18:00:00,1,94,23,No,Mobile,89,44,21,28,21,58,58,90,41,1,None,None
DEV_005,2024-10-16 00:00:00,46,37,62,No,Mobile,67,91,59,80,14,49,12,77,37,1,None,None
DEV_005,2024-10-16 12:00:00,82,26,61,No,Mobile,29,62,71,82,11,4,47,87,51,1,None,None
DEV_005,2024-10-16 18:00:00,66,84,41,No,Mobile,78,92,94,16,46,59,97,50,83,1,None,None
DEV_005,2024-10-17 00:00:00,96,1,12,No,Mobile,43,55,41,98,13,50,1,80,98,1,None,None
DEV_005,2024-10-17 06:00:00,42,56,4,No,Mobile,6,11,87,20,86,3,13,69,52,1,None,None
DEV_005,2024-10-17 12:00:00,90,59,29,No,Mobile,25,60,70,27,35,86,87,31,97,1,None,None
DEV_005,2024-10-17 18:00:00,64,23,33,No,Mobile,51,50,80,66,31,34,6,83,55,1,None,None
DEV_005,2024-10-18 00:00:00,24,62,70,No,Mobile,73,76,15,70,21,80,40,2,55,1,None,None
DEV_005,2024-10-18 06:00:00,56,4,73,No,Mobile,47,41,97,5,43,22,29,19,63,1,None,None
DEV_005,2024-10-18 12:00:00,38,2,40,No,Mobile,62,8,19,62,64,12,54,25,50,1,None,None
DEV_005,2024-10-18 18:00:00,64,78,93,No,Mobile,71,59,20,53,13,58,75,74,3,1,None,None
DEV_005,2024-10-19 00:00:00,8,39,77,No,Mobile,57,42,18,50,19,39,58,95,12,1,None,None
DEV_005,2024-10-19 06:00:00,64,46,3,No,Mobile,9,90,12,11,73,81,52,89,85,1,None,None
DEV_005,2024-10-19 12:00:00,11,67,18,No,Mobile,91,49,27,26,39,76,12,58,80,1,None,None
DEV_005,2024-10-19 18:00:00,92,99,18,No,Mobile,50,29,83,4,47,27,73,21,5,1,None,None
DEV_005,2024-10-20 00:00:00,14,97,42,No,Mobile,21,66,19,20,13,34,83,12,43,1,None,None
DEV_005,2024-10-20 06:00:00,6,31,13,No,Mobile,16,36,93,87,29,68,33,6,26,1,None,None
DEV_005,2024-10-20 12:00:00,29,66,21,No,Mobile,74,34,38,97,24,91,44,60,55,1,None,None
DEV_005,2024-10-20 18:00:00,64,40,51,No,Mobile,51,75,95,5,53,28,5,44,98,1,None,None
DEV_005,2024-10-21 00:00:00,65,96,52,No,Mobile,48,7,62,14,68,96,5,76,79,1,None,None
DEV_005,2024-10-21 06:00:00,45,96,64,No,Mobile,86,2,44,9,24,53,57,21,83,1,None,None
DEV_005,2024-10-21 12:00:00,25,44,4,No,Mobile,95,44,83,72,52,22,33,76,18,1,None,None
DEV_005,2024-10-21 18:00:00,30,60,75,No,Mobile,85,52,79,60,67,3,18,94,75,1,None,None
DEV_005,2024-10-22 00:00:00,54,62,68,No,Mobile,87,93,41,99,69,76,78,21,23,1,None,None
DEV_005,2024-10-22 06:00:00,29,77,41,No,Mobile,1,63,82,80,69,35,66,91,57,1,None,None
DEV_005,2024-10-22 12:00:00,14,14,42,No,Mobile,77,50,31,18,31,19,22,67,5,1,None,None
DEV_005,2024-10-22 18:00:00,4,48,10,No,Mobile,45,87,8,76,71,50,32,94,4,1,None,None
DEV_005,2024-10-23 00:00:00,81,81,55,No,Mobile,1,50,43,85,68,8,63,81,24,1,None,None
DEV_005,2024-10-23 06:00:00,37,62,47,No,Mobile,71,56,17,10,80,10,84,62,49,1,None,None
DEV_005,2024-10-23 12:00:00,34,33,28,No,Mobile,51,60,7,2,5,62,95,19,66,1,None,None
DEV_005,2024-10-23 18:00:00,78,25,61,No,Mobile,38,51,78,85,70,18,17,41,5,1,None,None
DEV_005,2024-10-24 00:00:00,1,11,5,No,Mobile,21,55,20,82,41,29,26,76,28,1,None,None
DEV_005,2024-10-24 06:00:00,69,39,70,No,Mobile,84,39,6,5,37,57,99,29,57,1,None,None
DEV_005,2024-10-24 12:00:00,10,86,48,No,Mobile,74,26,49,86,26,25,71,52,41,1,None,None
DEV_005,2024-10-24 18:00:00,98,80,90,No,Mobile,22,25,88,7,7,23,58,49,75,1,None,None
DEV_005,2024-10-25 00:00:00,92,97,40,No,Mobile,50,69,46,46,66,30,72,37,84,1,None,None
DEV_005,2024-10-25 06:00:00,59,96,62,No,Mobile,81,57,53,36,62,87,23,73,56,1,None,None
DEV_005,2024-10-25 18:00:00,48,60,10,No,Mobile,46,74,8,82,83,15,17,39,70,1,None,None
DEV_005,2024-10-26 00:00:00,61,33,80,No,Mobile,58,92,41,9,19,24,31,63,93,1,None,None
DEV_005,2024-10-26 06:00:00,76,13,53,No,Mobile,79,99,9,70,11,9,33,86,73,1,None,None
DEV_005,2024-10-26 12:00:00,67,91,95,No,Mobile,98,68,76,47,51,19,83,8,96,1,None,None
DEV_005,2024-10-26 18:00:00,22,25,95,No,Mobile,4,82,35,81,34,84,91,42,48,1,None,None
DEV_005,2024-10-27 00:00:00,41,8,19,No,Mobile,59,9,99,7,71,5,26,61,3,1,None,None
DEV_005,2024-10-27 06:00:00,62,66,56,No,Mobile,21,99,92,63,49,33,45,91,95,1,None,None
DEV_005,2024-10-27 12:00:00,97,68,16,No,Mobile,84,19,31,3,60,50,54,18,95,1,None,None
DEV_005,2024-10-27 18:00:00,45,47,11,No,Mobile,30,25,98,21,99,37,59,31,80,1,Disassociation,None
DEV_005,2024-10-28 00:00:00,1,65,50,No,Mobile,69,76,92,60,53,94,89,86,47,1,None,None
DEV_005,2024-10-28 06:00:00,6,25,17,No,Mobile,33,11,33,28,13,88,45,41,84,1,None,None
DEV_005,2024-10-28 12:00:00,81,55,39,No,Mobile,24,83,63,60,75,48,43,47,57,1,None,None
DEV_005,2024-10-28 18:00:00,99,79,40,No,Mobile,21,58,67,72,21,20,5,47,64,1,None,None
DEV_005,2024-10-29 00:00:00,47,4,71,No,Mobile,70,70,43,39,2,49,96,92,85,1,None,None
DEV_005,2024-10-29 06:00:00,16,55,93,No,Mobile,93,68,60,58,17,55,48,13,85,1,None,None
DEV_005,2024-10-29 12:00:00,80,65,68,No,Mobile,70,58,51,62,61,54,8,14,42,1,None,None
DEV_005,2024-10-29 18:00:00,27,62,96,No,Mobile,15,71,90,8,12,62,4,53,31,1,None,None
DEV_005,2024-10-30 00:00:00,12,29,53,Yes,Mobile,26,81,84,52,96,38,9,60,89,1,None,None
DEV_005,2024-10-30 06:00:00,31,79,77,No,Mobile,5,84,40,47,23,33,2,30,60,1,None,None
DEV_005,2024-10-30 12:00:00,18,44,36,No,Mobile,19,49,21,53,82,75,42,95,71,1,None,None
DEV_005,2024-10-30 18:00:00,42,51,34,No,Mobile,54,58,15,29,92,38,49,5,91,1,None,None
DEV_005,2024-10-31 00:00:00,42,48,99,No,Mobile,6,67,16,29,98,56,46,12,18,1,None,None
DEV_005,2024-10-31 06:00:00,76,43,29,No,Mobile,35,61,28,58,85,71,67,53,96,1,None,None
DEV_005,2024-10-31 12:00:00,4,56,62,No,Mobile,30,59,43,61,25,58,58,21,77,1,None,None
DEV_005,2024-10-31 18:00:00,3,73,62,No,Mobile,46,9,83,22,45,87,42,70,16,1,None,None
DEV_005,2024-11-01 00:00:00,54,18,47,No,Mobile,76,75,73,28,8,92,45,38,83,1,None,None
DEV_005,2024-11-01 06:00:00,37,75,29,No,Mobile,77,8,88,60,41,43,74,13,91,1,None,None
DEV_005,2024-11-01 12:00:00,72,88,83,No,Mobile,38,48,67,22,66,57,6,93,95,1,None,None
DEV_005,2024-11-01 18:00:00,9,35,24,No,Mobile,67,90,46,26,47,92,39,87,68,1,None,None
DEV_005,2024-11-02 00:00:00,75,14,81,No,Mobile,96,35,30,69,16,51,74,47,21,1,None,None
DEV_005,2024-11-02 06:00:00,48,26,9,No,Mobile,76,15,98,86,80,90,42,2,19,1,None,None
DEV_005,2024-11-02 12:00:00,15,98,66,Yes,Mobile,98,60,99,63,89,43,65,47,37,1,None,None
DEV_005,2024-11-02 18:00:00,79,73,99,No,Mobile,67,56,89,64,50,94,53,72,70,1,None,None
DEV_005,2024-11-03 00:00:00,43,8,45,Yes,Mobile,92,75,73,43,47,64,52,6,43,1,None,None
DEV_005,2024-11-03 06:00:00,6,17,92,No,Mobile,44,61,95,16,60,58,44,87,27,1,None,None
DEV_005,2024-11-03 12:00:00,74,73,65,No,Mobile,95,17,64,47,2,57,92,79,40,1,None,None
DEV_005,2024-11-03 18:00:00,66,92,50,No,Mobile,13,97,27,26,26,34,54,22,83,1,None,None
DEV_005,2024-11-04 00:00:00,9,46,55,No,Mobile,70,58,15,40,95,83,15,98,36,1,None,None
DEV_005,2024-11-04 06:00:00,22,25,4,No,Mobile,12,4,23,70,83,19,37,49,99,1,None,None
DEV_005,2024-11-04 12:00:00,4,13,1,No,Mobile,44,49,81,24,97,21,35,33,17,1,None,None
DEV_005,2024-11-04 18:00:00,30,41,59,No,Mobile,48,79,99,65,12,30,38,15,85,1,None,None
DEV_005,2024-11-05 00:00:00,52,41,21,No,Mobile,55,49,61,6,67,22,25,84,30,1,None,None
DEV_005,2024-11-05 06:00:00,2,33,56,No,Mobile,52,45,50,59,24,75,72,94,77,1,None,None
DEV_005,2024-11-05 12:00:00,43,3,69,No,Mobile,65,78,68,19,30,11,92,98,50,1,None,None
DEV_005,2024-11-05 18:00:00,76,13,57,No,Mobile,82,95,46,53,47,66,93,55,45,1,None,None
DEV_005,2024-11-06 00:00:00,31,69,38,No,Mobile,75,95,89,4,72,24,69,93,86,1,None,None
DEV_005,2024-11-06 06:00:00,41,26,75,No,Mobile,26,70,67,89,45,12,61,93,8,1,None,None
DEV_005,2024-11-06 12:00:00,58,81,92,No,Mobile,26,20,83,14,39,89,35,83,30,1,None,None
DEV_005,2024-11-06 18:00:00,21,93,31,No,Mobile,3,38,60,92,39,12,98,4,1,1,None,None
DEV_005,2024-11-07 00:00:00,99,83,11,No,Mobile,38,65,59,54,53,95,84,67,46,1,None,None
DEV_005,2024-11-07 06:00:00,21,29,68,No,Mobile,1,31,45,81,78,77,26,82,89,1,None,None
DEV_005,2024-11-07 12:00:00,30,97,81,No,Mobile,54,48,84,33,93,83,39,19,80,1,None,None
DEV_005,2024-11-07 18:00:00,94,37,64,No,Mobile,26,40,7,92,8,14,19,98,49,1,None,None
DEV_005,2024-11-08 00:00:00,93,99,58,No,Mobile,73,37,5,18,68,75,64,82,68,1,None,None
DEV_005,2024-11-08 06:00:00,72,74,67,Yes,Mobile,95,91,92,38,7,91,51,67,43,1,None,None
DEV_005,2024-11-08 12:00:00,35,71,68,No,Mobile,35,34,74,74,16,62,84,42,45,1,None,None
DEV_005,2024-11-08 18:00:00,99,25,29,No,Mobile,35,28,83,19,45,42,4,27,18,1,None,None
DEV_005,2024-11-09 00:00:00,4,18,58,Yes,Mobile,33,65,94,63,30,71,48,5,91,1,None,None
DEV_005,2024-11-09 06:00:00,29,16,87,No,Mobile,71,32,43,30,3,77,25,1,74,1,None,None
DEV_005,2024-11-09 12:00:00,3,25,36,No,Mobile,81,52,19,93,65,31,41,56,14,1,None,None
DEV_005,2024-11-09 18:00:00,9,71,96,No,Mobile,84,23,89,79,88,62,58,11,5,1,None,None
DEV_005,2024-11-10 00:00:00,10,71,65,No,Mobile,69,81,48,20,37,9,94,40,18,1,None,None
DEV_005,2024-11-10 06:00:00,85,43,79,No,Mobile,14,32,63,9,19,28,93,20,67,1,None,None
DEV_005,2024-11-10 12:00:00,47,18,6,No,Mobile,74,28,58,76,88,49,89,92,86,1,None,None
DEV_005,2024-11-10 18:00:00,80,73,18,No,Mobile,32,19,38,21,53,78,92,88,3,1,None,None
DEV_005,2024-11-11 00:00:00,97,91,75,No,Mobile,73,57,10,75,84,56,27,76,20,1,None,None
DEV_005,2024-11-11 06:00:00,34,50,36,No,Mobile,53,17,32,54,63,57,65,84,2,1,None,None
DEV_005,2024-11-11 12:00:00,57,21,13,No,Mobile,1,35,97,50,3,98,82,85,71,1,None,None
DEV_005,2024-11-11 18:00:00,92,91,62,No,Mobile,78,10,74,19,27,23,59,46,65,1,None,None
DEV_005,2024-11-12 00:00:00,91,27,88,No,Mobile,95,10,77,83,80,47,54,73,81,1,None,None
DEV_005,2024-11-12 06:00:00,41,67,94,No,Mobile,35,58,69,94,15,76,32,59,58,1,None,None
DEV_005,2024-11-12 12:00:00,52,27,61,No,Mobile,89,62,1,4,22,55,64,74,84,1,None,None
DEV_005,2024-11-12 18:00:00,91,70,6,No,Mobile,7,36,70,98,78,2,99,80,38,1,None,None
DEV_005,2024-11-13 00:00:00,69,65,32,No,Mobile,13,17,66,21,42,60,65,68,12,1,None,None
DEV_005,2024-11-13 06:00:00,7,11,67,No,Mobile,56,43,56,45,84,76,48,6,51,1,None,None
DEV_005,2024-11-13 12:00:00,27,18,80,No,Mobile,26,22,58,1,7,43,36,60,75,1,None,None
DEV_005,2024-11-13 18:00:00,64,24,3,No,Mobile,13,94,87,94,66,85,23,83,45,1,None,None
DEV_005,2024-11-14 00:00:00,77,58,13,No,Mobile,93,88,18,8,16,33,85,34,51,1,None,None
DEV_005,2024-11-14 06:00:00,67,47,59,No,Mobile,1,14,98,40,66,14,74,93,87,1,None,None
DEV_005,2024-11-14 12:00:00,77,35,56,No,Mobile,28,62,99,87,25,7,63,96,59,1,None,None
DEV_005,2024-11-14 18:00:00,2,64,69,No,Mobile,74,78,82,98,60,5,64,9,84,1,None,None
DEV_005,2024-11-15 00:00:00,90,61,8,No,Mobile,70,62,98,3,30,73,10,38,82,1,None,None
DEV_005,2024-11-15 06:00:00,18,74,5,No,Mobile,64,28,33,38,89,3,28,87,68,1,None,None
DEV_005,2024-11-15 12:00:00,5,72,8,No,Mobile,36,74,27,15,14,2,72,94,55,1,None,None
DEV_005,2024-11-15 18:00:00,17,11,56,No,Mobile,41,16,25,30,94,79,32,36,87,1,None,None
DEV_005,2024-11-16 00:00:00,9,6,69,No,Mobile,49,1,18,14,44,27,95,77,32,1,None,None
DEV_005,2024-11-16 06:00:00,75,93,77,No,Mobile,75,98,82,57,72,64,40,33,1,1,None,None
DEV_005,2024-11-16 12:00:00,93,58,80,No,Mobile,60,41,72,36,79,15,89,29,70,1,None,None
DEV_005,2024-11-16 18:00:00,34,54,80,No,Mobile,51,32,79,74,63,8,99,34,21,1,None,None
DEV_005,2024-11-17 00:00:00,35,15,27,No,Mobile,76,69,53,67,48,47,85,1,63,1,None,None
DEV_005,2024-11-17 06:00:00,22,20,22,No,Mobile,81,18,79,94,46,43,92,94,63,1,None,None
DEV_005,2024-11-17 12:00:00,93,44,47,No,Mobile,7,5,97,52,92,95,9,89,84,1,None,None
DEV_005,2024-11-17 18:00:00,90,9,92,No,Mobile,69,80,19,87,89,86,7,80,86,1,None,None
DEV_005,2024-11-18 00:00:00,57,27,20,No,Mobile,80,4,73,71,10,22,61,22,65,1,None,None
DEV_005,2024-11-18 06:00:00,87,85,85,No,Mobile,45,84,32,39,98,2,93,84,71,1,None,None
DEV_005,2024-11-18 18:00:00,24,42,49,No,Mobile,97,71,9,98,23,97,79,98,55,1,None,None
DEV_005,2024-11-19 00:00:00,89,94,46,No,Mobile,19,30,8,86,63,2,71,21,25,1,None,None
DEV_005,2024-11-19 06:00:00,88,26,95,No,Mobile,91,22,49,46,16,39,20,96,24,1,None,None
DEV_005,2024-11-19 12:00:00,1,51,9,No,Mobile,99,16,73,76,95,19,69,52,62,1,None,None
DEV_005,2024-11-19 18:00:00,49,15,67,Yes,Mobile,89,86,11,75,26,40,63,5,91,1,None,None
DEV_005,2024-11-20 00:00:00,54,16,43,No,Mobile,44,16,79,7,51,34,36,73,85,1,None,None
DEV_005,2024-11-20 06:00:00,29,59,61,No,Mobile,1,69,48,4,73,97,83,71,85,1,None,None
DEV_005,2024-11-20 12:00:00,24,44,53,No,Mobile,23,65,37,69,4,54,50,29,44,1,None,None
DEV_005,2024-11-20 18:00:00,9,15,75,Yes,Mobile,23,9,6,12,64,64,43,72,53,1,None,None
DEV_005,2024-11-21 00:00:00,85,99,95,No,Mobile,77,96,63,82,14,60,10,61,67,1,None,None
DEV_005,2024-11-21 06:00:00,27,99,83,No,Mobile,40,36,69,20,72,89,21,13,33,1,None,None
DEV_005,2024-11-21 12:00:00,60,2,45,No,Mobile,94,80,9,15,1,24,37,95,1,1,None,None
DEV_005,2024-11-21 18:00:00,40,86,50,No,Mobile,40,11,66,18,92,80,45,43,9,1,None,None
DEV_005,2024-11-22 00:00:00,92,32,36,No,Mobile,83,56,88,3,46,36,59,17,43,1,None,None
DEV_005,2024-11-22 06:00:00,50,68,43,No,Mobile,49,71,47,57,64,31,67,5,46,1,None,None
DEV_005,2024-11-22 12:00:00,64,57,15,No,Mobile,80,85,25,88,6,3,96,13,55,1,Association,None
DEV_005,2024-11-22 18:00:00,3,64,47,No,Mobile,40,8,56,77,33,91,1,42,76,1,None,None
DEV_005,2024-11-23 00:00:00,21,14,32,No,Mobile,12,63,52,74,41,85,86,39,98,1,None,None
DEV_005,2024-11-23 06:00:00,30,95,96,No,Mobile,56,98,82,6,58,63,74,69,35,1,None,None
DEV_005,2024-11-23 12:00:00,75,12,88,No,Mobile,81,16,55,38,82,26,22,70,58,1,None,None
DEV_005,2024-11-23 18:00:00,65,10,95,No,Mobile,36,98,57,38,8,65,39,75,78,1,None,None
DEV_005,2024-11-24 00:00:00,30,51,3,No,Mobile,70,80,77,7,53,77,23,80,42,1,None,None
DEV_005,2024-11-24 06:00:00,39,76,3,No,Mobile,14,86,26,35,80,45,5,53,97,1,None,None
DEV_005,2024-11-24 12:00:00,53,40,80,No,Mobile,14,22,68,81,9,27,60,99,20,1,None,None
DEV_005,2024-11-24 18:00:00,87,75,25,No,Mobile,71,50,72,22,40,72,14,35,84,1,None,None
DEV_005,2024-11-25 00:00:00,65,25,48,No,Mobile,11,97,19,18,19,40,27,5,4,1,None,None
DEV_005,2024-11-25 06:00:00,89,18,12,No,Mobile,99,64,29,78,4,89,57,94,68,1,None,None
DEV_005,2024-11-25 12:00:00,49,61,87,No,Mobile,72,30,31,16,63,34,46,39,55,1,None,None
DEV_005,2024-11-25 18:00:00,53,81,30,No,Mobile,68,4,37,39,40,42,63,68,17,1,Association,None
DEV_005,2024-11-26 00:00:00,3,29,8,No,Mobile,49,7,24,5,71,86,4,89,54,1,None,None
DEV_005,2024-11-26 06:00:00,17,14,48,No,Mobile,48,6,23,48,7,86,91,38,33,1,None,None
DEV_005,2024-11-26 12:00:00,41,20,10,No,Mobile,87,27,51,60,95,21,91,79,61,1,None,None
DEV_005,2024-11-26 18:00:00,77,33,32,No,Mobile,55,29,27,77,22,5,35,50,71,1,None,None
DEV_005,2024-11-27 00:00:00,12,67,65,No,Mobile,17,18,10,59,53,4,53,28,51,1,None,None
DEV_005,2024-11-27 06:00:00,63,10,32,No,Mobile,68,7,93,45,75,56,17,62,8,1,None,None
DEV_005,2024-11-27 12:00:00,59,39,89,No,Mobile,48,65,50,46,54,67,56,1,47,1,None,None
DEV_005,2024-11-27 18:00:00,30,65,3,No,Mobile,47,81,97,77,63,36,72,36,76,1,None,None
DEV_005,2024-11-28 00:00:00,65,75,67,No,Mobile,78,77,20,99,12,75,24,70,40,1,None,None
DEV_005,2024-11-28 06:00:00,57,79,22,No,Mobile,26,49,68,6,49,65,23,85,50,1,None,None
DEV_005,2024-11-28 12:00:00,88,69,90,No,Mobile,48,27,76,32,29,19,92,25,16,1,None,None
DEV_005,2024-11-28 18:00:00,7,27,87,No,Mobile,85,77,32,49,15,64,12,85,22,1,None,None
DEV_005,2024-11-29 00:00:00,5,32,23,No,Mobile,97,70,48,33,42,54,30,45,12,1,None,None
DEV_005,2024-11-29 06:00:00,67,41,99,No,Mobile,3,27,14,33,55,17,13,78,85,1,None,None
DEV_005,2024-11-29 12:00:00,57,70,99,No,Mobile,2,12,78,53,99,14,7,1,43,1,None,None
DEV_005,2024-11-29 18:00:00,88,18,28,No,Mobile,4,38,82,64,66,81,78,16,22,1,None,None
DEV_005,2024-11-30 00:00:00,51,74,27,No,Mobile,37,40,27,65,72,65,19,48,4,1,None,None
DEV_005,2024-11-30 06:00:00,62,18,83,No,Mobile,56,48,91,5,77,88,46,59,31,1,None,None
DEV_005,2024-11-30 12:00:00,13,75,58,No,Mobile,42,64,45,85,84,23,62,97,72,1,None,None
DEV_005,2024-11-30 18:00:00,53,83,10,No,Mobile,55,42,48,82,73,38,38,1,81,1,None,None
DEV_005,2024-12-01 00:00:00,99,28,22,No,Mobile,50,35,82,69,77,74,59,10,72,1,None,None
DEV_005,2024-12-01 06:00:00,19,44,34,No,Mobile,53,3,87,2,46,55,22,29,47,1,None,None
DEV_005,2024-12-01 12:00:00,19,31,43,No,Mobile,64,2,90,22,91,17,43,3,2,1,None,None
DEV_005,2024-12-01 18:00:00,40,21,76,No,Mobile,99,82,82,11,92,77,74,46,8,1,None,None
DEV_005,2024-12-02 00:00:00,57,58,96,No,Mobile,86,27,58,51,74,21,76,10,91,1,None,None
DEV_005,2024-12-02 06:00:00,5,32,92,No,Mobile,66,35,8,57,57,49,58,1,48,1,None,None
DEV_005,2024-12-02 12:00:00,91,16,26,No,Mobile,79,26,25,42,2,68,48,87,84,1,None,None
DEV_005,2024-12-02 18:00:00,43,69,56,No,Mobile,69,66,38,70,70,79,39,82,93,1,None,None
DEV_005,2024-12-03 00:00:00,41,24,2,No,Mobile,29,13,89,7,46,69,59,75,72,1,None,None
DEV_005,2024-12-03 06:00:00,18,59,30,No,Mobile,65,90,84,41,37,44,94,64,43,1,None,None
DEV_005,2024-12-03 12:00:00,81,93,5,No,Mobile,17,38,62,40,18,46,31,65,68,1,None,None
DEV_005,2024-12-03 18:00:00,87,74,39,No,Mobile,67,84,81,47,17,66,94,59,74,1,None,None
DEV_005,2024-12-04 00:00:00,27,55,97,No,Mobile,7,61,99,68,25,83,60,96,2,1,None,None
DEV_005,2024-12-04 06:00:00,51,98,23,No,Mobile,2,97,32,54,87,58,65,29,34,1,None,None
DEV_005,2024-12-04 12:00:00,20,19,3,No,Mobile,6,93,54,98,96,32,5,36,66,1,None,None
DEV_005,2024-12-04 18:00:00,97,17,81,No,Mobile,46,16,71,47,73,48,82,12,94,1,None,None
DEV_005,2024-12-05 00:00:00,15,5,23,No,Mobile,49,81,11,95,94,39,30,61,11,1,None,None
DEV_005,2024-12-05 06:00:00,75,27,41,No,Mobile,74,11,43,73,38,87,43,55,55,1,None,None
DEV_005,2024-12-05 12:00:00,85,92,38,No,Mobile,3,28,54,45,73,56,70,57,59,1,None,None
DEV_005,2024-12-05 18:00:00,7,75,15,No,Mobile,62,78,23,36,62,17,37,97,88,1,None,None
DEV_005,2024-12-06 00:00:00,97,88,24,No,Mobile,94,69,8,79,23,23,7,96,97,1,Disassociation,None
DEV_005,2024-12-06 06:00:00,74,94,82,No,Mobile,17,5,72,69,78,61,64,40,73,1,Disassociation,None
DEV_005,2024-12-06 12:00:00,50,98,50,No,Mobile,76,37,67,61,59,71,52,2,63,1,None,None
DEV_005,2024-12-06 18:00:00,32,65,41,No,Mobile,75,22,76,1,92,22,65,78,32,1,None,None
DEV_005,2024-12-07 00:00:00,21,45,50,No,Mobile,3,76,33,88,89,29,57,36,42,1,None,None
DEV_005,2024-12-07 06:00:00,71,18,49,No,Mobile,15,47,5,62,89,19,26,72,74,1,None,None
DEV_005,2024-12-07 12:00:00,34,5,73,No,Mobile,33,27,12,18,14,68,87,61,79,1,None,None
DEV_005,2024-12-07 18:00:00,11,75,47,No,Mobile,78,43,11,56,10,76,88,75,3,1,None,None
DEV_005,2024-12-08 00:00:00,78,78,88,No,Mobile,62,35,11,14,58,28,71,64,57,1,None,None
DEV_005,2024-12-08 06:00:00,16,30,14,No,Mobile,94,85,6,24,27,55,45,17,72,1,None,None
DEV_005,2024-12-08 12:00:00,99,52,10,No,Mobile,88,63,52,8,14,22,59,13,54,1,None,None
DEV_005,2024-12-08 18:00:00,70,20,28,No,Mobile,68,52,2,38,3,64,51,96,78,1,None,None
DEV_005,2024-12-09 00:00:00,89,37,52,No,Mobile,61,77,53,80,24,76,19,24,69,1,None,None
DEV_005,2024-12-09 06:00:00,66,50,79,No,Mobile,87,82,93,43,40,93,68,13,23,1,None,None
DEV_005,2024-12-09 12:00:00,6,62,38,No,Mobile,85,92,9,13,24,97,23,36,38,1,None,None
DEV_005,2024-12-09 18:00:00,19,58,63,No,Mobile,55,4,25,61,20,47,55,24,88,1,None,None
DEV_005,2024-12-10 00:00:00,99,53,95,No,Mobile,78,91,87,26,72,5,36,1,6,1,None,None
DEV_005,2024-12-10 06:00:00,13,13,47,No,Mobile,44,63,69,20,76,54,81,34,91,1,None,None
DEV_005,2024-12-10 12:00:00,53,14,83,No,Mobile,3,42,67,50,83,19,43,78,7,1,None,None
DEV_005,2024-12-10 18:00:00,58,21,40,No,Mobile,72,70,66,57,33,26,36,71,48,1,None,None
DEV_005,2024-12-11 00:00:00,81,41,21,No,Mobile,39,26,95,72,82,36,20,4,36,1,None,None
DEV_005,2024-12-11 06:00:00,92,42,12,No,Mobile,22,68,89,72,29,50,24,11,39,1,None,None
DEV_005,2024-12-11 12:00:00,36,45,87,No,Mobile,42,73,29,21,37,83,62,4,47,1,None,None
DEV_005,2024-12-11 18:00:00,96,13,25,No,Mobile,53,86,67,41,1,27,91,75,53,1,None,None
DEV_005,2024-12-12 00:00:00,52,99,93,No,Mobile,73,51,23,69,57,1,28,1,26,1,None,None
DEV_005,2024-12-12 06:00:00,67,28,15,No,Mobile,35,42,25,13,17,11,85,72,91,1,None,None
DEV_005,2024-12-12 12:00:00,28,95,31,No,Mobile,66,95,18,10,17,3,54,90,80,1,Association,None
DEV_005,2024-12-12 18:00:00,50,51,98,No,Mobile,30,41,3,98,9,29,45,69,20,1,None,None
DEV_005,2024-12-13 00:00:00,28,74,48,No,Mobile,73,6,37,10,60,42,97,26,39,1,None,None
DEV_005,2024-12-13 06:00:00,32,3,54,No,Mobile,6,70,49,59,52,85,44,90,89,1,None,None
DEV_005,2024-12-13 12:00:00,70,3,34,No,Mobile,82,65,27,54,29,74,86,16,21,1,None,None
DEV_005,2024-12-13 18:00:00,74,46,79,No,Mobile,28,90,84,77,32,88,50,24,8,1,None,None
