distid,createdts,sn,ookla_result
DEV_006_2024-11-03 04:00:00,2024-11-03 04:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 66, 'UploadSpeed': 14, 'Latency': 63, 'PacketLossRate': 50, 'Jitter': 50, 'Download LatencyIQM': 16, 'Download LatencyLow': 80, 'Download LatencyHigh': 17, 'Download LatencyJitter': 82, 'UploadLatencyIQM': 32, 'UploadLatencyLow': 48, 'Upload LatencyHigh': 6, 'UploadLatencyJitter': 50}"
DEV_006_2024-11-03 06:00:00,2024-11-03 06:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 31, 'UploadSpeed': 94, 'Latency': 54, 'PacketLossRate': 21, 'Jitter': 51, 'Download LatencyIQM': 68, 'Download LatencyLow': 55, 'Download LatencyHigh': 81, 'Download LatencyJitter': 58, 'UploadLatencyIQM': 69, 'UploadLatencyLow': 93, 'Upload LatencyHigh': 7, 'UploadLatencyJitter': 88}"
DEV_006_2024-11-03 08:00:00,2024-11-03 08:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 48, 'UploadSpeed': 27, 'Latency': 69, 'PacketLossRate': 42, 'Jitter': 56, 'Download LatencyIQM': 96, 'Download LatencyLow': 22, 'Download LatencyHigh': 29, 'Download LatencyJitter': 32, 'UploadLatencyIQM': 43, 'UploadLatencyLow': 37, 'Upload LatencyHigh': 26, 'UploadLatencyJitter': 92}"
DEV_006_2024-11-03 10:00:00,2024-11-03 10:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 67, 'UploadSpeed': 33, 'Latency': 63, 'PacketLossRate': 29, 'Jitter': 66, 'Download LatencyIQM': 76, 'Download LatencyLow': 66, 'Download LatencyHigh': 35, 'Download LatencyJitter': 62, 'UploadLatencyIQM': 26, 'UploadLatencyLow': 39, 'Upload LatencyHigh': 71, 'UploadLatencyJitter': 26}"
DEV_006_2024-11-03 12:00:00,2024-11-03 12:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 4, 'UploadSpeed': 50, 'Latency': 29, 'PacketLossRate': 92, 'Jitter': 95, 'Download LatencyIQM': 11, 'Download LatencyLow': 86, 'Download LatencyHigh': 50, 'Download LatencyJitter': 57, 'UploadLatencyIQM': 56, 'UploadLatencyLow': 36, 'Upload LatencyHigh': 33, 'UploadLatencyJitter': 60}"
DEV_006_2024-11-03 14:00:00,2024-11-03 14:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 74, 'UploadSpeed': 71, 'Latency': 63, 'PacketLossRate': 1, 'Jitter': 81, 'Download LatencyIQM': 95, 'Download LatencyLow': 85, 'Download LatencyHigh': 19, 'Download LatencyJitter': 91, 'UploadLatencyIQM': 63, 'UploadLatencyLow': 88, 'Upload LatencyHigh': 69, 'UploadLatencyJitter': 30}"
DEV_006_2024-11-03 16:00:00,2024-11-03 16:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 93, 'UploadSpeed': 18, 'Latency': 84, 'PacketLossRate': 52, 'Jitter': 90, 'Download LatencyIQM': 21, 'Download LatencyLow': 81, 'Download LatencyHigh': 55, 'Download LatencyJitter': 20, 'UploadLatencyIQM': 92, 'UploadLatencyLow': 53, 'Upload LatencyHigh': 10, 'UploadLatencyJitter': 7}"
DEV_006_2024-11-03 18:00:00,2024-11-03 18:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 72, 'UploadSpeed': 81, 'Latency': 39, 'PacketLossRate': 83, 'Jitter': 76, 'Download LatencyIQM': 60, 'Download LatencyLow': 42, 'Download LatencyHigh': 51, 'Download LatencyJitter': 67, 'UploadLatencyIQM': 9, 'UploadLatencyLow': 87, 'Upload LatencyHigh': 6, 'UploadLatencyJitter': 35}"
DEV_006_2024-11-03 20:00:00,2024-11-03 20:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 18, 'UploadSpeed': 13, 'Latency': 51, 'PacketLossRate': 29, 'Jitter': 75, 'Download LatencyIQM': 74, 'Download LatencyLow': 8, 'Download LatencyHigh': 99, 'Download LatencyJitter': 14, 'UploadLatencyIQM': 73, 'UploadLatencyLow': 93, 'Upload LatencyHigh': 74, 'UploadLatencyJitter': 36}"
DEV_006_2024-11-03 22:00:00,2024-11-03 22:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 98, 'UploadSpeed': 91, 'Latency': 80, 'PacketLossRate': 26, 'Jitter': 99, 'Download LatencyIQM': 7, 'Download LatencyLow': 40, 'Download LatencyHigh': 33, 'Download LatencyJitter': 79, 'UploadLatencyIQM': 98, 'UploadLatencyLow': 30, 'Upload LatencyHigh': 21, 'UploadLatencyJitter': 44}"
DEV_006_2024-11-04 00:00:00,2024-11-04 00:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 52, 'UploadSpeed': 14, 'Latency': 74, 'PacketLossRate': 70, 'Jitter': 31, 'Download LatencyIQM': 90, 'Download LatencyLow': 44, 'Download LatencyHigh': 34, 'Download LatencyJitter': 81, 'UploadLatencyIQM': 67, 'UploadLatencyLow': 33, 'Upload LatencyHigh': 84, 'UploadLatencyJitter': 22}"
DEV_006_2024-11-04 02:00:00,2024-11-04 02:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 54, 'UploadSpeed': 97, 'Latency': 56, 'PacketLossRate': 68, 'Jitter': 31, 'Download LatencyIQM': 42, 'Download LatencyLow': 68, 'Download LatencyHigh': 14, 'Download LatencyJitter': 45, 'UploadLatencyIQM': 69, 'UploadLatencyLow': 95, 'Upload LatencyHigh': 17, 'UploadLatencyJitter': 37}"
DEV_006_2024-11-04 04:00:00,2024-11-04 04:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 52, 'UploadSpeed': 96, 'Latency': 21, 'PacketLossRate': 25, 'Jitter': 43, 'Download LatencyIQM': 75, 'Download LatencyLow': 69, 'Download LatencyHigh': 53, 'Download LatencyJitter': 13, 'UploadLatencyIQM': 53, 'UploadLatencyLow': 50, 'Upload LatencyHigh': 95, 'UploadLatencyJitter': 79}"
DEV_006_2024-11-04 06:00:00,2024-11-04 06:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 67, 'UploadSpeed': 90, 'Latency': 83, 'PacketLossRate': 23, 'Jitter': 84, 'Download LatencyIQM': 56, 'Download LatencyLow': 36, 'Download LatencyHigh': 86, 'Download LatencyJitter': 32, 'UploadLatencyIQM': 8, 'UploadLatencyLow': 52, 'Upload LatencyHigh': 9, 'UploadLatencyJitter': 38}"
DEV_006_2024-11-04 08:00:00,2024-11-04 08:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 52, 'UploadSpeed': 97, 'Latency': 61, 'PacketLossRate': 53, 'Jitter': 85, 'Download LatencyIQM': 29, 'Download LatencyLow': 56, 'Download LatencyHigh': 28, 'Download LatencyJitter': 18, 'UploadLatencyIQM': 53, 'UploadLatencyLow': 66, 'Upload LatencyHigh': 15, 'UploadLatencyJitter': 54}"
DEV_006_2024-11-04 10:00:00,2024-11-04 10:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 66, 'UploadSpeed': 34, 'Latency': 67, 'PacketLossRate': 50, 'Jitter': 68, 'Download LatencyIQM': 44, 'Download LatencyLow': 54, 'Download LatencyHigh': 51, 'Download LatencyJitter': 67, 'UploadLatencyIQM': 12, 'UploadLatencyLow': 61, 'Upload LatencyHigh': 4, 'UploadLatencyJitter': 29}"
DEV_006_2024-11-04 12:00:00,2024-11-04 12:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 39, 'UploadSpeed': 38, 'Latency': 50, 'PacketLossRate': 77, 'Jitter': 57, 'Download LatencyIQM': 82, 'Download LatencyLow': 92, 'Download LatencyHigh': 55, 'Download LatencyJitter': 77, 'UploadLatencyIQM': 8, 'UploadLatencyLow': 49, 'Upload LatencyHigh': 44, 'UploadLatencyJitter': 81}"
DEV_006_2024-11-04 14:00:00,2024-11-04 14:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 79, 'UploadSpeed': 88, 'Latency': 26, 'PacketLossRate': 37, 'Jitter': 8, 'Download LatencyIQM': 98, 'Download LatencyLow': 5, 'Download LatencyHigh': 11, 'Download LatencyJitter': 5, 'UploadLatencyIQM': 16, 'UploadLatencyLow': 33, 'Upload LatencyHigh': 99, 'UploadLatencyJitter': 8}"
DEV_006_2024-11-04 16:00:00,2024-11-04 16:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 64, 'UploadSpeed': 52, 'Latency': 4, 'PacketLossRate': 4, 'Jitter': 8, 'Download LatencyIQM': 28, 'Download LatencyLow': 80, 'Download LatencyHigh': 88, 'Download LatencyJitter': 40, 'UploadLatencyIQM': 24, 'UploadLatencyLow': 4, 'Upload LatencyHigh': 1, 'UploadLatencyJitter': 83}"
DEV_006_2024-11-04 18:00:00,2024-11-04 18:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 34, 'UploadSpeed': 30, 'Latency': 9, 'PacketLossRate': 12, 'Jitter': 91, 'Download LatencyIQM': 80, 'Download LatencyLow': 87, 'Download LatencyHigh': 80, 'Download LatencyJitter': 29, 'UploadLatencyIQM': 90, 'UploadLatencyLow': 41, 'Upload LatencyHigh': 32, 'UploadLatencyJitter': 95}"
DEV_006_2024-11-04 20:00:00,2024-11-04 20:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 26, 'UploadSpeed': 21, 'Latency': 83, 'PacketLossRate': 9, 'Jitter': 89, 'Download LatencyIQM': 5, 'Download LatencyLow': 13, 'Download LatencyHigh': 91, 'Download LatencyJitter': 14, 'UploadLatencyIQM': 8, 'UploadLatencyLow': 68, 'Upload LatencyHigh': 30, 'UploadLatencyJitter': 98}"
DEV_006_2024-11-04 22:00:00,2024-11-04 22:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 11, 'UploadSpeed': 39, 'Latency': 73, 'PacketLossRate': 38, 'Jitter': 65, 'Download LatencyIQM': 76, 'Download LatencyLow': 89, 'Download LatencyHigh': 31, 'Download LatencyJitter': 71, 'UploadLatencyIQM': 48, 'UploadLatencyLow': 25, 'Upload LatencyHigh': 80, 'UploadLatencyJitter': 96}"
DEV_006_2024-11-05 00:00:00,2024-11-05 00:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 57, 'UploadSpeed': 94, 'Latency': 83, 'PacketLossRate': 8, 'Jitter': 24, 'Download LatencyIQM': 18, 'Download LatencyLow': 3, 'Download LatencyHigh': 81, 'Download LatencyJitter': 14, 'UploadLatencyIQM': 54, 'UploadLatencyLow': 42, 'Upload LatencyHigh': 29, 'UploadLatencyJitter': 20}"
DEV_006_2024-11-05 02:00:00,2024-11-05 02:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 28, 'UploadSpeed': 23, 'Latency': 85, 'PacketLossRate': 23, 'Jitter': 78, 'Download LatencyIQM': 96, 'Download LatencyLow': 94, 'Download LatencyHigh': 2, 'Download LatencyJitter': 68, 'UploadLatencyIQM': 38, 'UploadLatencyLow': 3, 'Upload LatencyHigh': 66, 'UploadLatencyJitter': 80}"
DEV_006_2024-11-05 04:00:00,2024-11-05 04:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 75, 'UploadSpeed': 78, 'Latency': 73, 'PacketLossRate': 98, 'Jitter': 36, 'Download LatencyIQM': 18, 'Download LatencyLow': 78, 'Download LatencyHigh': 91, 'Download LatencyJitter': 23, 'UploadLatencyIQM': 95, 'UploadLatencyLow': 66, 'Upload LatencyHigh': 3, 'UploadLatencyJitter': 16}"
DEV_006_2024-11-05 06:00:00,2024-11-05 06:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 31, 'UploadSpeed': 2, 'Latency': 56, 'PacketLossRate': 66, 'Jitter': 1, 'Download LatencyIQM': 61, 'Download LatencyLow': 55, 'Download LatencyHigh': 37, 'Download LatencyJitter': 56, 'UploadLatencyIQM': 43, 'UploadLatencyLow': 2, 'Upload LatencyHigh': 74, 'UploadLatencyJitter': 81}"
DEV_006_2024-11-05 08:00:00,2024-11-05 08:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 53, 'UploadSpeed': 94, 'Latency': 42, 'PacketLossRate': 25, 'Jitter': 40, 'Download LatencyIQM': 91, 'Download LatencyLow': 5, 'Download LatencyHigh': 13, 'Download LatencyJitter': 1, 'UploadLatencyIQM': 36, 'UploadLatencyLow': 52, 'Upload LatencyHigh': 81, 'UploadLatencyJitter': 11}"
DEV_006_2024-11-05 10:00:00,2024-11-05 10:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 72, 'UploadSpeed': 79, 'Latency': 66, 'PacketLossRate': 44, 'Jitter': 45, 'Download LatencyIQM': 49, 'Download LatencyLow': 2, 'Download LatencyHigh': 47, 'Download LatencyJitter': 21, 'UploadLatencyIQM': 58, 'UploadLatencyLow': 45, 'Upload LatencyHigh': 23, 'UploadLatencyJitter': 72}"
DEV_006_2024-11-05 12:00:00,2024-11-05 12:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 65, 'UploadSpeed': 90, 'Latency': 1, 'PacketLossRate': 19, 'Jitter': 24, 'Download LatencyIQM': 55, 'Download LatencyLow': 96, 'Download LatencyHigh': 21, 'Download LatencyJitter': 71, 'UploadLatencyIQM': 40, 'UploadLatencyLow': 5, 'Upload LatencyHigh': 2, 'UploadLatencyJitter': 7}"
DEV_006_2024-11-05 14:00:00,2024-11-05 14:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 98, 'UploadSpeed': 96, 'Latency': 26, 'PacketLossRate': 1, 'Jitter': 59, 'Download LatencyIQM': 33, 'Download LatencyLow': 25, 'Download LatencyHigh': 89, 'Download LatencyJitter': 99, 'UploadLatencyIQM': 3, 'UploadLatencyLow': 35, 'Upload LatencyHigh': 19, 'UploadLatencyJitter': 40}"
DEV_006_2024-11-05 16:00:00,2024-11-05 16:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 52, 'UploadSpeed': 70, 'Latency': 85, 'PacketLossRate': 56, 'Jitter': 5, 'Download LatencyIQM': 95, 'Download LatencyLow': 55, 'Download LatencyHigh': 98, 'Download LatencyJitter': 99, 'UploadLatencyIQM': 78, 'UploadLatencyLow': 37, 'Upload LatencyHigh': 83, 'UploadLatencyJitter': 74}"
DEV_006_2024-11-05 18:00:00,2024-11-05 18:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 67, 'UploadSpeed': 79, 'Latency': 17, 'PacketLossRate': 71, 'Jitter': 45, 'Download LatencyIQM': 64, 'Download LatencyLow': 72, 'Download LatencyHigh': 44, 'Download LatencyJitter': 65, 'UploadLatencyIQM': 89, 'UploadLatencyLow': 80, 'Upload LatencyHigh': 62, 'UploadLatencyJitter': 19}"
DEV_006_2024-11-05 20:00:00,2024-11-05 20:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 55, 'UploadSpeed': 51, 'Latency': 51, 'PacketLossRate': 73, 'Jitter': 45, 'Download LatencyIQM': 89, 'Download LatencyLow': 96, 'Download LatencyHigh': 63, 'Download LatencyJitter': 13, 'UploadLatencyIQM': 80, 'UploadLatencyLow': 1, 'Upload LatencyHigh': 58, 'UploadLatencyJitter': 38}"
DEV_006_2024-11-05 22:00:00,2024-11-05 22:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 53, 'UploadSpeed': 23, 'Latency': 33, 'PacketLossRate': 95, 'Jitter': 34, 'Download LatencyIQM': 57, 'Download LatencyLow': 7, 'Download LatencyHigh': 15, 'Download LatencyJitter': 47, 'UploadLatencyIQM': 46, 'UploadLatencyLow': 39, 'Upload LatencyHigh': 31, 'UploadLatencyJitter': 23}"
DEV_006_2024-11-06 00:00:00,2024-11-06 00:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 60, 'UploadSpeed': 33, 'Latency': 70, 'PacketLossRate': 75, 'Jitter': 61, 'Download LatencyIQM': 31, 'Download LatencyLow': 76, 'Download LatencyHigh': 52, 'Download LatencyJitter': 14, 'UploadLatencyIQM': 83, 'UploadLatencyLow': 67, 'Upload LatencyHigh': 98, 'UploadLatencyJitter': 16}"
DEV_006_2024-11-06 02:00:00,2024-11-06 02:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 27, 'UploadSpeed': 11, 'Latency': 92, 'PacketLossRate': 27, 'Jitter': 59, 'Download LatencyIQM': 51, 'Download LatencyLow': 85, 'Download LatencyHigh': 52, 'Download LatencyJitter': 55, 'UploadLatencyIQM': 72, 'UploadLatencyLow': 18, 'Upload LatencyHigh': 15, 'UploadLatencyJitter': 49}"
DEV_006_2024-11-06 04:00:00,2024-11-06 04:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 39, 'UploadSpeed': 47, 'Latency': 73, 'PacketLossRate': 99, 'Jitter': 47, 'Download LatencyIQM': 40, 'Download LatencyLow': 52, 'Download LatencyHigh': 75, 'Download LatencyJitter': 17, 'UploadLatencyIQM': 24, 'UploadLatencyLow': 78, 'Upload LatencyHigh': 60, 'UploadLatencyJitter': 89}"
DEV_006_2024-11-06 06:00:00,2024-11-06 06:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 10, 'UploadSpeed': 66, 'Latency': 8, 'PacketLossRate': 80, 'Jitter': 76, 'Download LatencyIQM': 24, 'Download LatencyLow': 44, 'Download LatencyHigh': 15, 'Download LatencyJitter': 28, 'UploadLatencyIQM': 4, 'UploadLatencyLow': 47, 'Upload LatencyHigh': 5, 'UploadLatencyJitter': 46}"
DEV_006_2024-11-06 08:00:00,2024-11-06 08:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 62, 'UploadSpeed': 40, 'Latency': 6, 'PacketLossRate': 30, 'Jitter': 87, 'Download LatencyIQM': 32, 'Download LatencyLow': 14, 'Download LatencyHigh': 7, 'Download LatencyJitter': 47, 'UploadLatencyIQM': 84, 'UploadLatencyLow': 45, 'Upload LatencyHigh': 9, 'UploadLatencyJitter': 45}"
DEV_006_2024-11-06 10:00:00,2024-11-06 10:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 92, 'UploadSpeed': 91, 'Latency': 98, 'PacketLossRate': 88, 'Jitter': 95, 'Download LatencyIQM': 6, 'Download LatencyLow': 67, 'Download LatencyHigh': 91, 'Download LatencyJitter': 10, 'UploadLatencyIQM': 58, 'UploadLatencyLow': 13, 'Upload LatencyHigh': 85, 'UploadLatencyJitter': 32}"
DEV_006_2024-11-06 12:00:00,2024-11-06 12:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 9, 'UploadSpeed': 78, 'Latency': 46, 'PacketLossRate': 11, 'Jitter': 31, 'Download LatencyIQM': 29, 'Download LatencyLow': 71, 'Download LatencyHigh': 94, 'Download LatencyJitter': 22, 'UploadLatencyIQM': 38, 'UploadLatencyLow': 18, 'Upload LatencyHigh': 56, 'UploadLatencyJitter': 72}"
DEV_006_2024-11-06 14:00:00,2024-11-06 14:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 27, 'UploadSpeed': 13, 'Latency': 48, 'PacketLossRate': 82, 'Jitter': 23, 'Download LatencyIQM': 93, 'Download LatencyLow': 72, 'Download LatencyHigh': 11, 'Download LatencyJitter': 31, 'UploadLatencyIQM': 76, 'UploadLatencyLow': 30, 'Upload LatencyHigh': 41, 'UploadLatencyJitter': 29}"
DEV_006_2024-11-06 16:00:00,2024-11-06 16:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 34, 'UploadSpeed': 70, 'Latency': 79, 'PacketLossRate': 36, 'Jitter': 37, 'Download LatencyIQM': 52, 'Download LatencyLow': 35, 'Download LatencyHigh': 1, 'Download LatencyJitter': 6, 'UploadLatencyIQM': 52, 'UploadLatencyLow': 87, 'Upload LatencyHigh': 60, 'UploadLatencyJitter': 42}"
DEV_006_2024-11-06 18:00:00,2024-11-06 18:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 44, 'UploadSpeed': 80, 'Latency': 69, 'PacketLossRate': 31, 'Jitter': 38, 'Download LatencyIQM': 15, 'Download LatencyLow': 63, 'Download LatencyHigh': 7, 'Download LatencyJitter': 96, 'UploadLatencyIQM': 59, 'UploadLatencyLow': 60, 'Upload LatencyHigh': 23, 'UploadLatencyJitter': 36}"
DEV_006_2024-11-06 20:00:00,2024-11-06 20:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 5, 'UploadSpeed': 98, 'Latency': 6, 'PacketLossRate': 56, 'Jitter': 25, 'Download LatencyIQM': 3, 'Download LatencyLow': 84, 'Download LatencyHigh': 15, 'Download LatencyJitter': 90, 'UploadLatencyIQM': 44, 'UploadLatencyLow': 58, 'Upload LatencyHigh': 28, 'UploadLatencyJitter': 96}"
DEV_006_2024-11-06 22:00:00,2024-11-06 22:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 87, 'UploadSpeed': 92, 'Latency': 56, 'PacketLossRate': 9, 'Jitter': 16, 'Download LatencyIQM': 26, 'Download LatencyLow': 53, 'Download LatencyHigh': 90, 'Download LatencyJitter': 75, 'UploadLatencyIQM': 86, 'UploadLatencyLow': 22, 'Upload LatencyHigh': 76, 'UploadLatencyJitter': 69}"
DEV_006_2024-11-07 00:00:00,2024-11-07 00:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 48, 'UploadSpeed': 43, 'Latency': 29, 'PacketLossRate': 31, 'Jitter': 65, 'Download LatencyIQM': 20, 'Download LatencyLow': 82, 'Download LatencyHigh': 21, 'Download LatencyJitter': 74, 'UploadLatencyIQM': 41, 'UploadLatencyLow': 11, 'Upload LatencyHigh': 85, 'UploadLatencyJitter': 58}"
DEV_006_2024-11-07 02:00:00,2024-11-07 02:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 89, 'UploadSpeed': 68, 'Latency': 39, 'PacketLossRate': 16, 'Jitter': 88, 'Download LatencyIQM': 53, 'Download LatencyLow': 10, 'Download LatencyHigh': 9, 'Download LatencyJitter': 16, 'UploadLatencyIQM': 91, 'UploadLatencyLow': 23, 'Upload LatencyHigh': 61, 'UploadLatencyJitter': 70}"
