distid,createdts,sn,acs_bid,acs_primary_ch,acs_prev_ch,acs_reason
DEV_008_2024-12-02 20:00:00,2024-12-02 20:00:00,DEV_008,96,88,57,95
DEV_008_2024-12-03 00:00:00,2024-12-03 00:00:00,DEV_008,27,52,66,52
DEV_008_2024-12-03 04:00:00,2024-12-03 04:00:00,DEV_008,79,76,69,72
DEV_008_2024-12-03 08:00:00,2024-12-03 08:00:00,DEV_008,70,32,20,20
DEV_008_2024-12-03 12:00:00,2024-12-03 12:00:00,DEV_008,40,94,39,82
DEV_008_2024-12-03 16:00:00,2024-12-03 16:00:00,DEV_008,66,58,49,90
DEV_008_2024-12-03 20:00:00,2024-12-03 20:00:00,DEV_008,57,75,23,80
DEV_008_2024-12-04 00:00:00,2024-12-04 00:00:00,DEV_008,33,35,36,33
DEV_008_2024-12-04 04:00:00,2024-12-04 04:00:00,DEV_008,19,53,89,83
DEV_008_2024-12-04 08:00:00,2024-12-04 08:00:00,DEV_008,84,95,16,89
DEV_008_2024-12-04 12:00:00,2024-12-04 12:00:00,DEV_008,15,24,84,72
DEV_008_2024-12-04 16:00:00,2024-12-04 16:00:00,DEV_008,25,68,63,47
DEV_008_2024-12-04 20:00:00,2024-12-04 20:00:00,DEV_008,50,22,46,7
DEV_008_2024-12-05 00:00:00,2024-12-05 00:00:00,DEV_008,9,19,77,80
DEV_008_2024-12-05 04:00:00,2024-12-05 04:00:00,DEV_008,47,41,4,85
DEV_008_2024-12-05 08:00:00,2024-12-05 08:00:00,DEV_008,41,82,34,6
DEV_008_2024-12-05 12:00:00,2024-12-05 12:00:00,DEV_008,34,81,88,43
DEV_008_2024-12-05 16:00:00,2024-12-05 16:00:00,DEV_008,34,87,31,31
DEV_008_2024-12-05 20:00:00,2024-12-05 20:00:00,DEV_008,43,58,32,47
DEV_008_2024-12-06 00:00:00,2024-12-06 00:00:00,DEV_008,72,18,27,59
DEV_008_2024-12-06 04:00:00,2024-12-06 04:00:00,DEV_008,38,99,11,37
DEV_008_2024-12-06 08:00:00,2024-12-06 08:00:00,DEV_008,26,4,59,91
DEV_008_2024-12-06 12:00:00,2024-12-06 12:00:00,DEV_008,92,49,62,71
DEV_008_2024-12-06 16:00:00,2024-12-06 16:00:00,DEV_008,84,24,76,39
DEV_008_2024-12-06 20:00:00,2024-12-06 20:00:00,DEV_008,26,47,21,33
DEV_008_2024-12-07 00:00:00,2024-12-07 00:00:00,DEV_008,20,92,17,6
DEV_008_2024-12-07 04:00:00,2024-12-07 04:00:00,DEV_008,2,2,36,86
DEV_008_2024-12-07 08:00:00,2024-12-07 08:00:00,DEV_008,83,73,6,16
DEV_008_2024-12-07 12:00:00,2024-12-07 12:00:00,DEV_008,3,46,94,69
DEV_008_2024-12-07 16:00:00,2024-12-07 16:00:00,DEV_008,8,30,29,21
DEV_008_2024-12-07 20:00:00,2024-12-07 20:00:00,DEV_008,17,79,8,9
DEV_008_2024-12-08 00:00:00,2024-12-08 00:00:00,DEV_008,30,28,6,5
DEV_008_2024-12-08 04:00:00,2024-12-08 04:00:00,DEV_008,24,5,51,29
DEV_008_2024-12-08 08:00:00,2024-12-08 08:00:00,DEV_008,76,1,95,94
DEV_008_2024-12-08 12:00:00,2024-12-08 12:00:00,DEV_008,66,84,26,22
DEV_008_2024-12-08 16:00:00,2024-12-08 16:00:00,DEV_008,26,39,76,59
DEV_008_2024-12-08 20:00:00,2024-12-08 20:00:00,DEV_008,12,18,52,92
DEV_008_2024-12-09 00:00:00,2024-12-09 00:00:00,DEV_008,5,66,50,82
DEV_008_2024-12-09 04:00:00,2024-12-09 04:00:00,DEV_008,37,23,92,28
DEV_008_2024-12-09 08:00:00,2024-12-09 08:00:00,DEV_008,58,56,53,8
DEV_008_2024-12-09 12:00:00,2024-12-09 12:00:00,DEV_008,66,74,24,37
DEV_008_2024-12-09 16:00:00,2024-12-09 16:00:00,DEV_008,50,94,17,78
DEV_008_2024-12-09 20:00:00,2024-12-09 20:00:00,DEV_008,53,8,30,31
DEV_008_2024-12-10 00:00:00,2024-12-10 00:00:00,DEV_008,77,29,15,54
DEV_008_2024-12-10 04:00:00,2024-12-10 04:00:00,DEV_008,21,94,25,83
DEV_008_2024-12-10 08:00:00,2024-12-10 08:00:00,DEV_008,32,47,54,46
DEV_008_2024-12-10 12:00:00,2024-12-10 12:00:00,DEV_008,63,80,78,48
DEV_008_2024-12-10 16:00:00,2024-12-10 16:00:00,DEV_008,1,52,29,76
DEV_008_2024-12-10 20:00:00,2024-12-10 20:00:00,DEV_008,36,52,89,54
DEV_008_2024-12-11 00:00:00,2024-12-11 00:00:00,DEV_008,92,52,9,21
DEV_008_2024-12-11 04:00:00,2024-12-11 04:00:00,DEV_008,79,85,45,32
DEV_008_2024-12-11 08:00:00,2024-12-11 08:00:00,DEV_008,10,85,72,69
DEV_008_2024-12-11 12:00:00,2024-12-11 12:00:00,DEV_008,64,15,71,22
DEV_008_2024-12-11 16:00:00,2024-12-11 16:00:00,DEV_008,18,2,61,31
DEV_008_2024-12-11 20:00:00,2024-12-11 20:00:00,DEV_008,86,69,26,97
DEV_008_2024-12-12 00:00:00,2024-12-12 00:00:00,DEV_008,66,32,21,88
DEV_008_2024-12-12 04:00:00,2024-12-12 04:00:00,DEV_008,59,14,15,51
DEV_008_2024-12-12 08:00:00,2024-12-12 08:00:00,DEV_008,33,66,89,97
DEV_008_2024-12-12 12:00:00,2024-12-12 12:00:00,DEV_008,97,56,35,89
DEV_008_2024-12-12 16:00:00,2024-12-12 16:00:00,DEV_008,96,60,63,6
DEV_008_2024-12-12 20:00:00,2024-12-12 20:00:00,DEV_008,13,45,41,19
DEV_008_2024-12-13 00:00:00,2024-12-13 00:00:00,DEV_008,28,42,54,99
DEV_008_2024-12-13 04:00:00,2024-12-13 04:00:00,DEV_008,42,71,56,12
DEV_008_2024-12-13 08:00:00,2024-12-13 08:00:00,DEV_008,71,2,87,51
DEV_008_2024-12-13 12:00:00,2024-12-13 12:00:00,DEV_008,39,96,11,34
DEV_008_2024-12-13 16:00:00,2024-12-13 16:00:00,DEV_008,18,89,33,65
DEV_008_2024-12-13 20:00:00,2024-12-13 20:00:00,DEV_008,9,54,45,49
DEV_008_2024-12-14 00:00:00,2024-12-14 00:00:00,DEV_008,65,84,28,1
DEV_008_2024-12-14 04:00:00,2024-12-14 04:00:00,DEV_008,82,79,48,99
DEV_008_2024-12-14 08:00:00,2024-12-14 08:00:00,DEV_008,90,48,77,16
DEV_008_2024-12-14 12:00:00,2024-12-14 12:00:00,DEV_008,3,7,19,96
DEV_008_2024-12-14 16:00:00,2024-12-14 16:00:00,DEV_008,18,6,54,74
DEV_008_2024-12-14 20:00:00,2024-12-14 20:00:00,DEV_008,88,50,51,98
DEV_008_2024-12-15 00:00:00,2024-12-15 00:00:00,DEV_008,52,26,97,41
DEV_008_2024-12-15 04:00:00,2024-12-15 04:00:00,DEV_008,61,57,31,32
DEV_008_2024-12-15 08:00:00,2024-12-15 08:00:00,DEV_008,32,41,34,67
DEV_008_2024-12-15 12:00:00,2024-12-15 12:00:00,DEV_008,58,44,9,7
DEV_008_2024-12-15 16:00:00,2024-12-15 16:00:00,DEV_008,33,98,5,2
DEV_008_2024-12-15 20:00:00,2024-12-15 20:00:00,DEV_008,46,10,44,88
DEV_008_2024-12-16 00:00:00,2024-12-16 00:00:00,DEV_008,73,39,28,42
DEV_008_2024-12-16 04:00:00,2024-12-16 04:00:00,DEV_008,24,31,77,97
DEV_008_2024-12-16 08:00:00,2024-12-16 08:00:00,DEV_008,44,67,14,63
DEV_008_2024-12-16 12:00:00,2024-12-16 12:00:00,DEV_008,36,91,16,95
DEV_008_2024-12-16 16:00:00,2024-12-16 16:00:00,DEV_008,93,44,74,94
DEV_008_2024-12-16 20:00:00,2024-12-16 20:00:00,DEV_008,15,25,22,97
DEV_008_2024-12-17 00:00:00,2024-12-17 00:00:00,DEV_008,90,4,87,64
DEV_008_2024-12-17 04:00:00,2024-12-17 04:00:00,DEV_008,31,11,29,3
DEV_008_2024-12-17 08:00:00,2024-12-17 08:00:00,DEV_008,88,52,10,90
DEV_008_2024-12-17 12:00:00,2024-12-17 12:00:00,DEV_008,72,12,85,68
DEV_008_2024-12-17 16:00:00,2024-12-17 16:00:00,DEV_008,95,67,24,66
DEV_008_2024-12-17 20:00:00,2024-12-17 20:00:00,DEV_008,69,97,35,55
DEV_008_2024-12-18 00:00:00,2024-12-18 00:00:00,DEV_008,68,63,18,18
DEV_008_2024-12-18 04:00:00,2024-12-18 04:00:00,DEV_008,64,56,33,23
DEV_008_2024-12-18 08:00:00,2024-12-18 08:00:00,DEV_008,39,15,25,10
DEV_008_2024-12-18 12:00:00,2024-12-18 12:00:00,DEV_008,20,2,94,95
DEV_008_2024-12-18 16:00:00,2024-12-18 16:00:00,DEV_008,55,39,19,71
DEV_008_2024-12-18 20:00:00,2024-12-18 20:00:00,DEV_008,42,3,89,21
DEV_008_2024-12-19 00:00:00,2024-12-19 00:00:00,DEV_008,55,51,50,61
DEV_008_2024-12-19 04:00:00,2024-12-19 04:00:00,DEV_008,50,22,35,53
DEV_008_2024-12-19 08:00:00,2024-12-19 08:00:00,DEV_008,22,83,84,69
DEV_008_2024-12-19 12:00:00,2024-12-19 12:00:00,DEV_008,22,9,6,28
DEV_008_2024-12-19 16:00:00,2024-12-19 16:00:00,DEV_008,58,85,5,42
DEV_008_2024-12-19 20:00:00,2024-12-19 20:00:00,DEV_008,1,26,66,93
DEV_008_2024-12-20 00:00:00,2024-12-20 00:00:00,DEV_008,13,27,49,63
DEV_008_2024-12-20 04:00:00,2024-12-20 04:00:00,DEV_008,2,8,32,61
DEV_008_2024-12-20 08:00:00,2024-12-20 08:00:00,DEV_008,36,27,36,39
DEV_008_2024-12-20 12:00:00,2024-12-20 12:00:00,DEV_008,18,53,60,36
DEV_008_2024-12-20 16:00:00,2024-12-20 16:00:00,DEV_008,97,52,27,37
DEV_008_2024-12-20 20:00:00,2024-12-20 20:00:00,DEV_008,91,27,51,31
DEV_008_2024-12-21 00:00:00,2024-12-21 00:00:00,DEV_008,86,27,97,11
DEV_008_2024-12-21 04:00:00,2024-12-21 04:00:00,DEV_008,88,24,41,3
DEV_008_2024-12-21 08:00:00,2024-12-21 08:00:00,DEV_008,75,26,56,52
DEV_008_2024-12-21 12:00:00,2024-12-21 12:00:00,DEV_008,67,22,99,69
DEV_008_2024-12-21 16:00:00,2024-12-21 16:00:00,DEV_008,3,96,74,43
DEV_008_2024-12-21 20:00:00,2024-12-21 20:00:00,DEV_008,21,11,31,85
DEV_008_2024-12-22 00:00:00,2024-12-22 00:00:00,DEV_008,45,98,36,29
DEV_008_2024-12-22 04:00:00,2024-12-22 04:00:00,DEV_008,65,9,47,3
DEV_008_2024-12-22 08:00:00,2024-12-22 08:00:00,DEV_008,26,74,73,30
DEV_008_2024-12-22 12:00:00,2024-12-22 12:00:00,DEV_008,20,40,3,15
DEV_008_2024-12-22 16:00:00,2024-12-22 16:00:00,DEV_008,81,85,98,93
DEV_008_2024-12-22 20:00:00,2024-12-22 20:00:00,DEV_008,38,58,49,89
DEV_008_2024-12-23 00:00:00,2024-12-23 00:00:00,DEV_008,1,13,2,99
DEV_008_2024-12-23 04:00:00,2024-12-23 04:00:00,DEV_008,55,30,63,77
DEV_008_2024-12-23 08:00:00,2024-12-23 08:00:00,DEV_008,14,35,83,10
DEV_008_2024-12-23 12:00:00,2024-12-23 12:00:00,DEV_008,76,43,60,45
DEV_008_2024-12-23 16:00:00,2024-12-23 16:00:00,DEV_008,49,54,55,88
DEV_008_2024-12-23 20:00:00,2024-12-23 20:00:00,DEV_008,44,36,91,79
DEV_008_2024-12-24 00:00:00,2024-12-24 00:00:00,DEV_008,86,45,98,6
DEV_008_2024-12-24 04:00:00,2024-12-24 04:00:00,DEV_008,39,11,50,36
DEV_008_2024-12-24 08:00:00,2024-12-24 08:00:00,DEV_008,64,1,36,62
DEV_008_2024-12-24 12:00:00,2024-12-24 12:00:00,DEV_008,91,10,63,22
DEV_008_2024-12-24 16:00:00,2024-12-24 16:00:00,DEV_008,72,9,95,9
DEV_008_2024-12-24 20:00:00,2024-12-24 20:00:00,DEV_008,16,64,14,14
DEV_008_2024-12-25 00:00:00,2024-12-25 00:00:00,DEV_008,56,87,77,60
DEV_008_2024-12-25 04:00:00,2024-12-25 04:00:00,DEV_008,37,68,18,30
DEV_008_2024-12-25 08:00:00,2024-12-25 08:00:00,DEV_008,37,18,35,36
DEV_008_2024-12-25 12:00:00,2024-12-25 12:00:00,DEV_008,45,96,56,51
DEV_008_2024-12-25 16:00:00,2024-12-25 16:00:00,DEV_008,13,46,61,65
DEV_008_2024-12-25 20:00:00,2024-12-25 20:00:00,DEV_008,29,10,80,20
DEV_008_2024-12-26 00:00:00,2024-12-26 00:00:00,DEV_008,39,56,1,55
DEV_008_2024-12-26 04:00:00,2024-12-26 04:00:00,DEV_008,92,5,3,81
DEV_008_2024-12-26 08:00:00,2024-12-26 08:00:00,DEV_008,32,35,96,71
DEV_008_2024-12-26 12:00:00,2024-12-26 12:00:00,DEV_008,43,47,39,45
DEV_008_2024-12-26 16:00:00,2024-12-26 16:00:00,DEV_008,81,48,82,73
DEV_008_2024-12-26 20:00:00,2024-12-26 20:00:00,DEV_008,59,73,1,41
DEV_008_2024-12-27 00:00:00,2024-12-27 00:00:00,DEV_008,62,70,42,65
DEV_008_2024-12-27 04:00:00,2024-12-27 04:00:00,DEV_008,49,79,64,79
DEV_008_2024-12-27 08:00:00,2024-12-27 08:00:00,DEV_008,46,22,23,4
DEV_008_2024-12-27 12:00:00,2024-12-27 12:00:00,DEV_008,80,52,17,51
DEV_008_2024-12-27 16:00:00,2024-12-27 16:00:00,DEV_008,61,6,12,62
DEV_008_2024-12-27 20:00:00,2024-12-27 20:00:00,DEV_008,9,95,57,23
DEV_008_2024-12-28 00:00:00,2024-12-28 00:00:00,DEV_008,59,28,54,13
DEV_008_2024-12-28 04:00:00,2024-12-28 04:00:00,DEV_008,76,3,38,58
DEV_008_2024-12-28 08:00:00,2024-12-28 08:00:00,DEV_008,99,2,53,3
DEV_008_2024-12-28 12:00:00,2024-12-28 12:00:00,DEV_008,95,65,10,93
DEV_008_2024-12-28 16:00:00,2024-12-28 16:00:00,DEV_008,90,3,13,89
DEV_008_2024-12-28 20:00:00,2024-12-28 20:00:00,DEV_008,38,17,1,14
DEV_008_2024-12-29 00:00:00,2024-12-29 00:00:00,DEV_008,1,92,37,66
DEV_008_2024-12-29 04:00:00,2024-12-29 04:00:00,DEV_008,80,15,1,11
DEV_008_2024-12-29 08:00:00,2024-12-29 08:00:00,DEV_008,13,86,68,59
DEV_008_2024-12-29 12:00:00,2024-12-29 12:00:00,DEV_008,17,40,72,23
DEV_008_2024-12-29 16:00:00,2024-12-29 16:00:00,DEV_008,16,60,94,97
DEV_008_2024-12-29 20:00:00,2024-12-29 20:00:00,DEV_008,16,69,92,12
DEV_009_2024-09-01 00:00:00,2024-09-01 00:00:00,DEV_009,28,18,2,51
DEV_009_2024-09-01 02:00:00,2024-09-01 02:00:00,DEV_009,10,65,13,29
DEV_009_2024-09-01 04:00:00,2024-09-01 04:00:00,DEV_009,2,91,34,65
DEV_009_2024-09-01 06:00:00,2024-09-01 06:00:00,DEV_009,5,22,16,16
DEV_009_2024-09-01 08:00:00,2024-09-01 08:00:00,DEV_009,11,70,5,10
DEV_009_2024-09-01 10:00:00,2024-09-01 10:00:00,DEV_009,82,6,39,14
DEV_009_2024-09-01 12:00:00,2024-09-01 12:00:00,DEV_009,1,53,93,82
DEV_009_2024-09-01 14:00:00,2024-09-01 14:00:00,DEV_009,84,1,81,39
DEV_009_2024-09-01 16:00:00,2024-09-01 16:00:00,DEV_009,92,88,66,31
DEV_009_2024-09-01 18:00:00,2024-09-01 18:00:00,DEV_009,51,36,60,96
DEV_009_2024-09-01 20:00:00,2024-09-01 20:00:00,DEV_009,15,34,37,79
DEV_009_2024-09-01 22:00:00,2024-09-01 22:00:00,DEV_009,20,46,24,71
DEV_009_2024-09-02 00:00:00,2024-09-02 00:00:00,DEV_009,79,96,40,49
DEV_009_2024-09-02 02:00:00,2024-09-02 02:00:00,DEV_009,45,52,47,4
DEV_009_2024-09-02 04:00:00,2024-09-02 04:00:00,DEV_009,25,63,13,37
DEV_009_2024-09-02 06:00:00,2024-09-02 06:00:00,DEV_009,71,78,25,75
DEV_009_2024-09-02 08:00:00,2024-09-02 08:00:00,DEV_009,97,19,94,15
DEV_009_2024-09-02 10:00:00,2024-09-02 10:00:00,DEV_009,45,93,64,47
DEV_009_2024-09-02 12:00:00,2024-09-02 12:00:00,DEV_009,83,25,52,69
DEV_009_2024-09-02 14:00:00,2024-09-02 14:00:00,DEV_009,71,50,1,65
DEV_009_2024-09-02 16:00:00,2024-09-02 16:00:00,DEV_009,56,69,45,19
DEV_009_2024-09-02 18:00:00,2024-09-02 18:00:00,DEV_009,82,96,14,11
DEV_009_2024-09-02 20:00:00,2024-09-02 20:00:00,DEV_009,56,53,85,68
DEV_009_2024-09-02 22:00:00,2024-09-02 22:00:00,DEV_009,55,11,67,27
DEV_009_2024-09-03 00:00:00,2024-09-03 00:00:00,DEV_009,86,28,65,52
DEV_009_2024-09-03 02:00:00,2024-09-03 02:00:00,DEV_009,48,56,40,48
DEV_009_2024-09-03 04:00:00,2024-09-03 04:00:00,DEV_009,96,18,73,67
DEV_009_2024-09-03 06:00:00,2024-09-03 06:00:00,DEV_009,20,10,36,58
DEV_009_2024-09-03 08:00:00,2024-09-03 08:00:00,DEV_009,46,6,41,66
DEV_009_2024-09-03 10:00:00,2024-09-03 10:00:00,DEV_009,9,26,18,2
DEV_009_2024-09-03 12:00:00,2024-09-03 12:00:00,DEV_009,86,7,26,67
DEV_009_2024-09-03 14:00:00,2024-09-03 14:00:00,DEV_009,13,90,64,99
DEV_009_2024-09-03 16:00:00,2024-09-03 16:00:00,DEV_009,24,97,2,93
DEV_009_2024-09-03 18:00:00,2024-09-03 18:00:00,DEV_009,82,79,83,35
DEV_009_2024-09-03 20:00:00,2024-09-03 20:00:00,DEV_009,27,9,29,77
DEV_009_2024-09-03 22:00:00,2024-09-03 22:00:00,DEV_009,13,86,11,77
DEV_009_2024-09-04 00:00:00,2024-09-04 00:00:00,DEV_009,50,31,35,65
DEV_009_2024-09-04 02:00:00,2024-09-04 02:00:00,DEV_009,52,76,60,59
DEV_009_2024-09-04 04:00:00,2024-09-04 04:00:00,DEV_009,40,38,55,37
DEV_009_2024-09-04 06:00:00,2024-09-04 06:00:00,DEV_009,30,36,90,6
DEV_009_2024-09-04 08:00:00,2024-09-04 08:00:00,DEV_009,25,89,16,21
DEV_009_2024-09-04 10:00:00,2024-09-04 10:00:00,DEV_009,79,14,32,95
DEV_009_2024-09-04 12:00:00,2024-09-04 12:00:00,DEV_009,29,69,55,36
DEV_009_2024-09-04 14:00:00,2024-09-04 14:00:00,DEV_009,20,35,4,31
DEV_009_2024-09-04 16:00:00,2024-09-04 16:00:00,DEV_009,49,9,52,89
DEV_009_2024-09-04 18:00:00,2024-09-04 18:00:00,DEV_009,11,93,92,3
DEV_009_2024-09-04 20:00:00,2024-09-04 20:00:00,DEV_009,40,62,58,22
DEV_009_2024-09-04 22:00:00,2024-09-04 22:00:00,DEV_009,98,27,99,1
DEV_009_2024-09-05 00:00:00,2024-09-05 00:00:00,DEV_009,45,58,93,60
DEV_009_2024-09-05 02:00:00,2024-09-05 02:00:00,DEV_009,9,71,40,28
DEV_009_2024-09-05 04:00:00,2024-09-05 04:00:00,DEV_009,57,25,52,55
DEV_009_2024-09-05 06:00:00,2024-09-05 06:00:00,DEV_009,49,20,60,14
DEV_009_2024-09-05 08:00:00,2024-09-05 08:00:00,DEV_009,57,60,10,86
DEV_009_2024-09-05 10:00:00,2024-09-05 10:00:00,DEV_009,1,3,6,17
DEV_009_2024-09-05 12:00:00,2024-09-05 12:00:00,DEV_009,56,30,89,22
DEV_009_2024-09-05 14:00:00,2024-09-05 14:00:00,DEV_009,85,22,91,54
DEV_009_2024-09-05 16:00:00,2024-09-05 16:00:00,DEV_009,43,79,63,56
DEV_009_2024-09-05 18:00:00,2024-09-05 18:00:00,DEV_009,2,54,28,1
DEV_009_2024-09-05 20:00:00,2024-09-05 20:00:00,DEV_009,84,46,72,86
DEV_009_2024-09-05 22:00:00,2024-09-05 22:00:00,DEV_009,98,40,47,84
DEV_009_2024-09-06 00:00:00,2024-09-06 00:00:00,DEV_009,48,88,55,30
DEV_009_2024-09-06 02:00:00,2024-09-06 02:00:00,DEV_009,4,21,6,17
DEV_009_2024-09-06 04:00:00,2024-09-06 04:00:00,DEV_009,16,44,69,75
DEV_009_2024-09-06 06:00:00,2024-09-06 06:00:00,DEV_009,85,99,30,93
DEV_009_2024-09-06 08:00:00,2024-09-06 08:00:00,DEV_009,28,90,35,86
DEV_009_2024-09-06 10:00:00,2024-09-06 10:00:00,DEV_009,15,82,53,2
DEV_009_2024-09-06 12:00:00,2024-09-06 12:00:00,DEV_009,89,5,20,49
DEV_009_2024-09-06 14:00:00,2024-09-06 14:00:00,DEV_009,83,42,76,18
DEV_009_2024-09-06 16:00:00,2024-09-06 16:00:00,DEV_009,38,77,36,62
DEV_009_2024-09-06 18:00:00,2024-09-06 18:00:00,DEV_009,77,27,56,31
DEV_009_2024-09-06 20:00:00,2024-09-06 20:00:00,DEV_009,73,68,68,49
DEV_009_2024-09-06 22:00:00,2024-09-06 22:00:00,DEV_009,9,93,11,27
DEV_009_2024-09-07 00:00:00,2024-09-07 00:00:00,DEV_009,55,60,90,68
DEV_009_2024-09-07 02:00:00,2024-09-07 02:00:00,DEV_009,42,35,79,94
DEV_009_2024-09-07 04:00:00,2024-09-07 04:00:00,DEV_009,82,5,23,49
DEV_009_2024-09-07 06:00:00,2024-09-07 06:00:00,DEV_009,71,64,85,12
DEV_009_2024-09-07 08:00:00,2024-09-07 08:00:00,DEV_009,79,39,59,56
DEV_009_2024-09-07 10:00:00,2024-09-07 10:00:00,DEV_009,58,32,22,46
DEV_009_2024-09-07 12:00:00,2024-09-07 12:00:00,DEV_009,46,12,95,29
DEV_009_2024-09-07 14:00:00,2024-09-07 14:00:00,DEV_009,56,39,19,76
DEV_009_2024-09-07 16:00:00,2024-09-07 16:00:00,DEV_009,56,92,14,35
DEV_009_2024-09-07 18:00:00,2024-09-07 18:00:00,DEV_009,80,81,95,99
DEV_009_2024-09-07 20:00:00,2024-09-07 20:00:00,DEV_009,56,71,36,41
DEV_009_2024-09-07 22:00:00,2024-09-07 22:00:00,DEV_009,43,78,50,2
DEV_009_2024-09-08 00:00:00,2024-09-08 00:00:00,DEV_009,34,8,59,88
DEV_009_2024-09-08 02:00:00,2024-09-08 02:00:00,DEV_009,72,42,42,38
DEV_009_2024-09-08 04:00:00,2024-09-08 04:00:00,DEV_009,75,91,72,49
DEV_009_2024-09-08 06:00:00,2024-09-08 06:00:00,DEV_009,77,76,60,93
DEV_009_2024-09-08 08:00:00,2024-09-08 08:00:00,DEV_009,43,47,38,6
DEV_009_2024-09-08 10:00:00,2024-09-08 10:00:00,DEV_009,71,66,56,26
DEV_009_2024-09-08 12:00:00,2024-09-08 12:00:00,DEV_009,39,17,49,74
DEV_009_2024-09-08 14:00:00,2024-09-08 14:00:00,DEV_009,20,27,4,36
DEV_009_2024-09-08 16:00:00,2024-09-08 16:00:00,DEV_009,54,14,49,18
DEV_009_2024-09-08 18:00:00,2024-09-08 18:00:00,DEV_009,55,44,87,69
DEV_009_2024-09-08 20:00:00,2024-09-08 20:00:00,DEV_009,75,46,39,31
DEV_009_2024-09-08 22:00:00,2024-09-08 22:00:00,DEV_009,78,80,91,45
DEV_009_2024-09-09 00:00:00,2024-09-09 00:00:00,DEV_009,66,16,20,33
DEV_009_2024-09-09 02:00:00,2024-09-09 02:00:00,DEV_009,83,86,77,15
DEV_009_2024-09-09 04:00:00,2024-09-09 04:00:00,DEV_009,15,18,87,85
DEV_009_2024-09-09 06:00:00,2024-09-09 06:00:00,DEV_009,37,65,97,91
DEV_009_2024-09-09 08:00:00,2024-09-09 08:00:00,DEV_009,48,62,77,7
DEV_009_2024-09-09 10:00:00,2024-09-09 10:00:00,DEV_009,88,29,15,25
DEV_009_2024-09-09 12:00:00,2024-09-09 12:00:00,DEV_009,45,76,58,1
DEV_009_2024-09-09 14:00:00,2024-09-09 14:00:00,DEV_009,35,70,99,64
DEV_009_2024-09-09 16:00:00,2024-09-09 16:00:00,DEV_009,98,89,93,85
DEV_009_2024-09-09 18:00:00,2024-09-09 18:00:00,DEV_009,7,13,96,39
DEV_009_2024-09-09 20:00:00,2024-09-09 20:00:00,DEV_009,37,69,8,29
DEV_009_2024-09-09 22:00:00,2024-09-09 22:00:00,DEV_009,30,32,17,26
DEV_009_2024-09-10 00:00:00,2024-09-10 00:00:00,DEV_009,42,26,14,2
DEV_009_2024-09-10 02:00:00,2024-09-10 02:00:00,DEV_009,45,59,39,23
DEV_009_2024-09-10 04:00:00,2024-09-10 04:00:00,DEV_009,95,26,5,35
DEV_009_2024-09-10 06:00:00,2024-09-10 06:00:00,DEV_009,86,38,73,37
DEV_009_2024-09-10 08:00:00,2024-09-10 08:00:00,DEV_009,36,28,50,98
DEV_009_2024-09-10 10:00:00,2024-09-10 10:00:00,DEV_009,45,23,67,3
DEV_009_2024-09-10 12:00:00,2024-09-10 12:00:00,DEV_009,91,73,84,45
DEV_009_2024-09-10 14:00:00,2024-09-10 14:00:00,DEV_009,23,73,80,33
DEV_009_2024-09-10 16:00:00,2024-09-10 16:00:00,DEV_009,75,88,92,23
DEV_009_2024-09-10 18:00:00,2024-09-10 18:00:00,DEV_009,19,14,3,53
DEV_009_2024-09-10 20:00:00,2024-09-10 20:00:00,DEV_009,49,42,12,4
DEV_009_2024-09-10 22:00:00,2024-09-10 22:00:00,DEV_009,66,41,1,58
DEV_009_2024-09-11 00:00:00,2024-09-11 00:00:00,DEV_009,81,77,77,30
DEV_009_2024-09-11 02:00:00,2024-09-11 02:00:00,DEV_009,26,24,54,11
DEV_009_2024-09-11 04:00:00,2024-09-11 04:00:00,DEV_009,12,12,53,61
DEV_009_2024-09-11 06:00:00,2024-09-11 06:00:00,DEV_009,9,72,73,31
DEV_009_2024-09-11 08:00:00,2024-09-11 08:00:00,DEV_009,4,19,7,24
DEV_009_2024-09-11 10:00:00,2024-09-11 10:00:00,DEV_009,31,10,19,47
DEV_009_2024-09-11 12:00:00,2024-09-11 12:00:00,DEV_009,30,21,41,58
DEV_009_2024-09-11 14:00:00,2024-09-11 14:00:00,DEV_009,96,44,14,61
DEV_009_2024-09-11 16:00:00,2024-09-11 16:00:00,DEV_009,20,78,43,9
DEV_009_2024-09-11 18:00:00,2024-09-11 18:00:00,DEV_009,81,26,87,50
DEV_009_2024-09-11 20:00:00,2024-09-11 20:00:00,DEV_009,59,24,83,1
DEV_009_2024-09-11 22:00:00,2024-09-11 22:00:00,DEV_009,38,96,95,66
DEV_009_2024-09-12 00:00:00,2024-09-12 00:00:00,DEV_009,40,94,45,70
DEV_009_2024-09-12 02:00:00,2024-09-12 02:00:00,DEV_009,3,27,28,56
DEV_009_2024-09-12 04:00:00,2024-09-12 04:00:00,DEV_009,14,76,13,93
DEV_009_2024-09-12 06:00:00,2024-09-12 06:00:00,DEV_009,54,20,47,41
DEV_009_2024-09-12 08:00:00,2024-09-12 08:00:00,DEV_009,59,54,57,86
DEV_009_2024-09-12 10:00:00,2024-09-12 10:00:00,DEV_009,1,62,37,7
DEV_009_2024-09-12 12:00:00,2024-09-12 12:00:00,DEV_009,73,1,53,91
DEV_009_2024-09-12 14:00:00,2024-09-12 14:00:00,DEV_009,21,75,57,71
