distid,createdts,sn,wifi_ap_band_info_band_id,wifi_ap_band_info_channel,wifi_ap_band_info_wifi_name,wifi_ap_band_info_bssid
DEV_009_2024-12-09 05:00:00,2024-12-09 05:00:00,DEV_009,5G_guest,99,3,e2:81:1a:d1:ba:17
DEV_009_2024-12-09 06:00:00,2024-12-09 06:00:00,DEV_009,5G_guest,57,68,dd:90:19:e7:64:09
DEV_009_2024-12-09 07:00:00,2024-12-09 07:00:00,DEV_009,6G,86,24,31:2b:9b:ef:04:44
DEV_009_2024-12-09 08:00:00,2024-12-09 08:00:00,DEV_009,2.4G,23,68,88:e9:77:1c:04:e3
DEV_009_2024-12-09 09:00:00,2024-12-09 09:00:00,DEV_009,6G,31,57,ae:72:d8:c0:24:9f
DEV_009_2024-12-09 10:00:00,2024-12-09 10:00:00,DEV_009,5G_iptv,64,70,af:92:31:57:57:d3
DEV_009_2024-12-09 11:00:00,2024-12-09 11:00:00,DEV_009,2.4G,84,1,e5:fb:29:2a:fd:d2
DEV_009_2024-12-09 12:00:00,2024-12-09 12:00:00,DEV_009,5G,64,72,f3:07:b9:4f:20:5f
DEV_009_2024-12-09 13:00:00,2024-12-09 13:00:00,DEV_009,6G_guest,4,53,d3:39:1c:45:97:df
DEV_009_2024-12-09 14:00:00,2024-12-09 14:00:00,DEV_009,5G_guest,37,58,e0:c8:2e:25:95:4c
DEV_009_2024-12-09 15:00:00,2024-12-09 15:00:00,DEV_009,6G_guest,38,22,82:68:38:8d:9a:3a
DEV_009_2024-12-09 16:00:00,2024-12-09 16:00:00,DEV_009,2.4G,24,68,fa:c3:d6:dd:04:9f
DEV_009_2024-12-09 17:00:00,2024-12-09 17:00:00,DEV_009,2.4G,26,52,79:d9:ad:40:c4:0d
DEV_009_2024-12-09 18:00:00,2024-12-09 18:00:00,DEV_009,2.4G,66,63,45:38:4f:d1:7b:d8
DEV_009_2024-12-09 19:00:00,2024-12-09 19:00:00,DEV_009,6G_guest,15,79,5a:ca:70:42:83:b4
DEV_009_2024-12-09 20:00:00,2024-12-09 20:00:00,DEV_009,6G,45,71,c6:81:9a:43:15:3a
DEV_009_2024-12-09 21:00:00,2024-12-09 21:00:00,DEV_009,5G,47,89,51:49:89:1f:17:f8
DEV_009_2024-12-09 22:00:00,2024-12-09 22:00:00,DEV_009,5G,68,36,93:69:e1:d2:f6:a1
DEV_009_2024-12-09 23:00:00,2024-12-09 23:00:00,DEV_009,5G_iptv,75,36,f8:99:86:c9:6e:61
DEV_009_2024-12-10 00:00:00,2024-12-10 00:00:00,DEV_009,5G_iptv,19,61,f7:d5:8f:ed:d5:b2
DEV_009_2024-12-10 01:00:00,2024-12-10 01:00:00,DEV_009,5G_iptv,46,81,ec:3a:ec:a6:63:f2
DEV_009_2024-12-10 02:00:00,2024-12-10 02:00:00,DEV_009,6G_iptv,84,11,b1:b3:3a:a8:e1:bd
DEV_009_2024-12-10 03:00:00,2024-12-10 03:00:00,DEV_009,6G,23,91,8e:52:f9:03:a4:a3
DEV_009_2024-12-10 04:00:00,2024-12-10 04:00:00,DEV_009,5G,77,97,f1:e9:c1:92:a4:db
DEV_009_2024-12-10 05:00:00,2024-12-10 05:00:00,DEV_009,6G_iptv,32,18,7b:e8:74:b1:6a:34
DEV_009_2024-12-10 06:00:00,2024-12-10 06:00:00,DEV_009,2.4G,71,28,7e:5e:06:0b:0a:4f
DEV_009_2024-12-10 07:00:00,2024-12-10 07:00:00,DEV_009,5G_iptv,81,11,61:ef:db:9b:84:16
DEV_009_2024-12-10 08:00:00,2024-12-10 08:00:00,DEV_009,2.4G,37,57,8d:dc:f6:30:c1:f8
DEV_009_2024-12-10 09:00:00,2024-12-10 09:00:00,DEV_009,6G,63,83,53:12:13:65:10:0f
DEV_009_2024-12-10 10:00:00,2024-12-10 10:00:00,DEV_009,6G,21,28,9c:86:09:ed:6e:45
DEV_009_2024-12-10 11:00:00,2024-12-10 11:00:00,DEV_009,6G_iptv,54,24,55:54:87:52:1a:56
DEV_009_2024-12-10 12:00:00,2024-12-10 12:00:00,DEV_009,6G_iptv,46,45,26:87:e7:11:4d:4a
DEV_009_2024-12-10 13:00:00,2024-12-10 13:00:00,DEV_009,5G_iptv,2,67,ef:20:81:fd:39:f2
DEV_009_2024-12-10 14:00:00,2024-12-10 14:00:00,DEV_009,2.4G,52,26,de:b8:f9:6a:03:b0
DEV_009_2024-12-10 15:00:00,2024-12-10 15:00:00,DEV_009,5G_guest,90,39,ec:52:8d:b0:15:78
DEV_009_2024-12-10 16:00:00,2024-12-10 16:00:00,DEV_009,6G,7,72,bd:8a:4b:62:6e:20
DEV_009_2024-12-10 17:00:00,2024-12-10 17:00:00,DEV_009,6G_guest,90,53,93:ae:96:58:04:15
DEV_009_2024-12-10 18:00:00,2024-12-10 18:00:00,DEV_009,2.4G,40,89,ec:35:15:c9:32:79
DEV_009_2024-12-10 19:00:00,2024-12-10 19:00:00,DEV_009,6G,11,21,4e:4f:c1:8b:54:4a
DEV_009_2024-12-10 20:00:00,2024-12-10 20:00:00,DEV_009,5G_guest,41,2,16:ad:b8:d9:ac:1f
DEV_009_2024-12-10 21:00:00,2024-12-10 21:00:00,DEV_009,6G_guest,74,90,ee:fb:48:ca:95:82
DEV_009_2024-12-10 22:00:00,2024-12-10 22:00:00,DEV_009,6G_guest,94,89,81:8b:3f:03:ac:68
DEV_009_2024-12-10 23:00:00,2024-12-10 23:00:00,DEV_009,6G_guest,35,45,a0:ab:55:d5:fe:2b
DEV_009_2024-12-11 00:00:00,2024-12-11 00:00:00,DEV_009,5G_iptv,97,51,1d:ad:cb:6c:13:4b
DEV_009_2024-12-11 01:00:00,2024-12-11 01:00:00,DEV_009,6G_guest,35,15,e2:e5:75:b5:95:32
DEV_009_2024-12-11 02:00:00,2024-12-11 02:00:00,DEV_009,6G_iptv,42,37,ae:59:21:0a:31:1f
DEV_009_2024-12-11 03:00:00,2024-12-11 03:00:00,DEV_009,5G_iptv,42,54,1b:9b:23:84:b2:ac
DEV_009_2024-12-11 04:00:00,2024-12-11 04:00:00,DEV_009,5G_guest,47,83,2f:84:25:61:48:60
DEV_009_2024-12-11 05:00:00,2024-12-11 05:00:00,DEV_009,5G_iptv,72,81,2c:27:dd:b2:80:22
DEV_009_2024-12-11 06:00:00,2024-12-11 06:00:00,DEV_009,6G_iptv,69,48,f1:69:34:44:f2:bf
DEV_009_2024-12-11 07:00:00,2024-12-11 07:00:00,DEV_009,5G,8,77,4f:7d:b5:8e:f3:b3
DEV_009_2024-12-11 08:00:00,2024-12-11 08:00:00,DEV_009,6G_guest,17,55,4f:22:06:4f:0d:da
DEV_009_2024-12-11 09:00:00,2024-12-11 09:00:00,DEV_009,2.4G,34,30,72:bc:e2:ba:68:26
DEV_009_2024-12-11 10:00:00,2024-12-11 10:00:00,DEV_009,5G,39,1,e8:19:e4:4a:81:07
DEV_009_2024-12-11 11:00:00,2024-12-11 11:00:00,DEV_009,5G_guest,46,63,97:62:e0:96:55:39
DEV_009_2024-12-11 12:00:00,2024-12-11 12:00:00,DEV_009,2.4G,77,61,4e:0e:72:8a:77:87
DEV_009_2024-12-11 13:00:00,2024-12-11 13:00:00,DEV_009,6G_iptv,31,21,a4:75:0b:bf:eb:97
DEV_009_2024-12-11 14:00:00,2024-12-11 14:00:00,DEV_009,5G_iptv,23,39,da:af:16:42:b6:69
DEV_009_2024-12-11 15:00:00,2024-12-11 15:00:00,DEV_009,5G_iptv,56,10,bd:02:5f:6a:bb:e4
DEV_009_2024-12-11 16:00:00,2024-12-11 16:00:00,DEV_009,5G_iptv,42,63,6b:ea:91:84:49:9f
DEV_009_2024-12-11 17:00:00,2024-12-11 17:00:00,DEV_009,6G,49,7,2e:8c:79:08:76:e8
DEV_009_2024-12-11 18:00:00,2024-12-11 18:00:00,DEV_009,5G,50,89,30:10:e3:08:8d:ab
DEV_009_2024-12-11 19:00:00,2024-12-11 19:00:00,DEV_009,2.4G,11,27,54:a8:c6:76:cb:3b
DEV_009_2024-12-11 20:00:00,2024-12-11 20:00:00,DEV_009,6G_guest,15,82,22:5a:35:9e:99:a1
DEV_009_2024-12-11 21:00:00,2024-12-11 21:00:00,DEV_009,6G_iptv,8,46,54:62:bc:71:f2:31
DEV_009_2024-12-11 22:00:00,2024-12-11 22:00:00,DEV_009,6G,15,25,e9:c1:7b:06:0f:c4
DEV_009_2024-12-11 23:00:00,2024-12-11 23:00:00,DEV_009,5G_guest,11,72,59:90:fd:85:dd:8b
DEV_009_2024-12-12 00:00:00,2024-12-12 00:00:00,DEV_009,5G,47,62,57:df:6b:06:a8:d0
DEV_009_2024-12-12 01:00:00,2024-12-12 01:00:00,DEV_009,5G,10,11,47:4d:dd:83:0a:2c
DEV_009_2024-12-12 02:00:00,2024-12-12 02:00:00,DEV_009,2.4G,73,25,57:25:98:b1:01:8d
DEV_009_2024-12-12 03:00:00,2024-12-12 03:00:00,DEV_009,5G,86,3,f3:d3:f7:86:6f:d3
DEV_009_2024-12-12 04:00:00,2024-12-12 04:00:00,DEV_009,6G_guest,7,7,60:8e:7a:96:45:89
DEV_009_2024-12-12 05:00:00,2024-12-12 05:00:00,DEV_009,6G,14,25,f3:df:bf:bf:20:07
DEV_009_2024-12-12 06:00:00,2024-12-12 06:00:00,DEV_009,5G_iptv,15,97,9e:59:51:c0:e1:92
DEV_009_2024-12-12 07:00:00,2024-12-12 07:00:00,DEV_009,5G,90,7,00:77:93:92:26:26
DEV_009_2024-12-12 08:00:00,2024-12-12 08:00:00,DEV_009,5G_iptv,94,65,aa:49:8b:58:d0:9b
DEV_009_2024-12-12 09:00:00,2024-12-12 09:00:00,DEV_009,5G_iptv,88,54,c9:9e:da:ab:33:4f
DEV_009_2024-12-12 10:00:00,2024-12-12 10:00:00,DEV_009,6G_guest,95,62,89:09:4e:5a:70:c6
DEV_009_2024-12-12 11:00:00,2024-12-12 11:00:00,DEV_009,5G,31,66,5b:56:01:10:f4:9b
DEV_009_2024-12-12 12:00:00,2024-12-12 12:00:00,DEV_009,6G_iptv,7,17,a4:24:c7:01:18:7d
DEV_009_2024-12-12 13:00:00,2024-12-12 13:00:00,DEV_009,2.4G,35,64,7e:de:c1:c4:7b:d9
DEV_009_2024-12-12 14:00:00,2024-12-12 14:00:00,DEV_009,5G,63,34,0f:7e:cf:f0:4c:a8
DEV_009_2024-12-12 15:00:00,2024-12-12 15:00:00,DEV_009,5G_iptv,25,9,62:02:3d:10:81:4e
DEV_009_2024-12-12 16:00:00,2024-12-12 16:00:00,DEV_009,5G,83,67,e0:b0:cb:1f:98:1f
DEV_009_2024-12-12 17:00:00,2024-12-12 17:00:00,DEV_009,5G_iptv,53,6,46:b0:e7:67:25:2b
DEV_009_2024-12-12 18:00:00,2024-12-12 18:00:00,DEV_009,2.4G,43,77,70:de:ed:1b:12:cb
DEV_009_2024-12-12 19:00:00,2024-12-12 19:00:00,DEV_009,5G_guest,82,48,da:18:c1:31:fd:cd
DEV_009_2024-12-12 20:00:00,2024-12-12 20:00:00,DEV_009,5G_guest,44,69,19:d2:63:18:6c:8e
DEV_009_2024-12-12 21:00:00,2024-12-12 21:00:00,DEV_009,5G_guest,20,77,00:6b:20:d7:7c:87
DEV_009_2024-12-12 22:00:00,2024-12-12 22:00:00,DEV_009,5G_iptv,28,79,f2:a1:7a:a1:9c:4d
DEV_009_2024-12-12 23:00:00,2024-12-12 23:00:00,DEV_009,5G_guest,9,52,ab:76:6e:09:2a:95
DEV_009_2024-12-13 00:00:00,2024-12-13 00:00:00,DEV_009,6G,24,34,02:8d:74:74:6b:a4
DEV_009_2024-12-13 01:00:00,2024-12-13 01:00:00,DEV_009,6G_guest,30,87,2f:ca:6b:e8:62:d3
DEV_009_2024-12-13 02:00:00,2024-12-13 02:00:00,DEV_009,6G,18,65,b3:5c:3f:d9:69:74
DEV_009_2024-12-13 03:00:00,2024-12-13 03:00:00,DEV_009,2.4G,91,11,96:a7:47:06:bc:fb
DEV_009_2024-12-13 04:00:00,2024-12-13 04:00:00,DEV_009,5G,11,8,29:9f:d5:a7:94:12
DEV_009_2024-12-13 05:00:00,2024-12-13 05:00:00,DEV_009,2.4G,90,95,33:8b:ef:32:e1:d1
DEV_009_2024-12-13 06:00:00,2024-12-13 06:00:00,DEV_009,5G_iptv,51,4,55:e4:a7:65:49:69
DEV_009_2024-12-13 07:00:00,2024-12-13 07:00:00,DEV_009,2.4G,82,26,37:35:58:50:a5:7f
DEV_009_2024-12-13 08:00:00,2024-12-13 08:00:00,DEV_009,2.4G,25,18,78:02:5e:87:7b:e9
DEV_009_2024-12-13 09:00:00,2024-12-13 09:00:00,DEV_009,5G_iptv,86,38,85:fd:f3:64:36:b7
DEV_009_2024-12-13 10:00:00,2024-12-13 10:00:00,DEV_009,2.4G,40,88,27:43:6c:28:fd:53
DEV_009_2024-12-13 11:00:00,2024-12-13 11:00:00,DEV_009,2.4G,40,93,63:86:8f:ce:04:f5
DEV_009_2024-12-13 12:00:00,2024-12-13 12:00:00,DEV_009,5G_guest,20,71,b7:a1:8b:e9:47:9f
DEV_009_2024-12-13 13:00:00,2024-12-13 13:00:00,DEV_009,2.4G,62,57,98:c4:8f:32:4b:f4
DEV_009_2024-12-13 14:00:00,2024-12-13 14:00:00,DEV_009,6G_iptv,40,41,8e:26:cc:be:be:67
DEV_009_2024-12-13 15:00:00,2024-12-13 15:00:00,DEV_009,5G_iptv,95,86,7f:c8:19:e4:9b:ab
DEV_009_2024-12-13 16:00:00,2024-12-13 16:00:00,DEV_009,6G,92,42,b3:06:96:fa:46:d7
DEV_009_2024-12-13 17:00:00,2024-12-13 17:00:00,DEV_009,5G_guest,99,44,83:d0:cd:e7:32:c4
DEV_009_2024-12-13 18:00:00,2024-12-13 18:00:00,DEV_009,6G_guest,17,82,7c:65:a4:f0:71:09
DEV_009_2024-12-13 19:00:00,2024-12-13 19:00:00,DEV_009,6G_iptv,25,54,24:9d:3b:c8:fa:8f
DEV_009_2024-12-13 20:00:00,2024-12-13 20:00:00,DEV_009,6G_guest,56,98,29:e2:0d:f3:ad:4d
DEV_009_2024-12-13 21:00:00,2024-12-13 21:00:00,DEV_009,6G,50,72,3c:7d:47:f6:03:a6
DEV_009_2024-12-13 22:00:00,2024-12-13 22:00:00,DEV_009,6G,71,55,79:31:2d:cf:7f:94
DEV_009_2024-12-13 23:00:00,2024-12-13 23:00:00,DEV_009,2.4G,47,10,c5:ea:1c:78:bb:8f
DEV_009_2024-12-14 00:00:00,2024-12-14 00:00:00,DEV_009,5G,24,60,88:bd:ce:d3:89:c2
DEV_009_2024-12-14 01:00:00,2024-12-14 01:00:00,DEV_009,6G_guest,58,73,17:ec:3d:d8:79:23
DEV_009_2024-12-14 02:00:00,2024-12-14 02:00:00,DEV_009,5G_guest,54,60,2d:df:5f:6b:ed:5b
DEV_009_2024-12-14 03:00:00,2024-12-14 03:00:00,DEV_009,5G,82,97,f0:be:2f:28:00:d5
DEV_009_2024-12-14 04:00:00,2024-12-14 04:00:00,DEV_009,5G,53,43,91:d9:a3:df:0e:1c
DEV_009_2024-12-14 05:00:00,2024-12-14 05:00:00,DEV_009,6G_iptv,85,70,98:f5:d5:18:19:cb
DEV_009_2024-12-14 06:00:00,2024-12-14 06:00:00,DEV_009,5G_iptv,70,29,a4:68:19:33:41:24
DEV_009_2024-12-14 07:00:00,2024-12-14 07:00:00,DEV_009,5G_iptv,30,55,64:d9:66:4c:99:00
DEV_009_2024-12-14 08:00:00,2024-12-14 08:00:00,DEV_009,6G,73,37,ca:89:a4:18:37:1a
DEV_009_2024-12-14 09:00:00,2024-12-14 09:00:00,DEV_009,6G_guest,68,12,76:8b:9e:88:35:07
DEV_009_2024-12-14 10:00:00,2024-12-14 10:00:00,DEV_009,5G_iptv,38,8,ba:cf:e4:90:78:63
DEV_009_2024-12-14 11:00:00,2024-12-14 11:00:00,DEV_009,6G,10,84,3e:67:9c:14:be:39
DEV_009_2024-12-14 12:00:00,2024-12-14 12:00:00,DEV_009,5G_iptv,6,76,8d:2a:93:57:5e:51
DEV_009_2024-12-14 13:00:00,2024-12-14 13:00:00,DEV_009,2.4G,30,36,b4:28:a2:8b:93:33
DEV_009_2024-12-14 14:00:00,2024-12-14 14:00:00,DEV_009,2.4G,63,57,6d:f3:f0:8f:e0:5a
DEV_009_2024-12-14 15:00:00,2024-12-14 15:00:00,DEV_009,2.4G,19,62,de:b7:35:68:8c:7b
DEV_009_2024-12-14 16:00:00,2024-12-14 16:00:00,DEV_009,5G_iptv,61,67,55:76:6a:57:4c:36
DEV_009_2024-12-14 17:00:00,2024-12-14 17:00:00,DEV_009,6G_iptv,5,57,92:0d:5d:ad:81:c0
DEV_009_2024-12-14 18:00:00,2024-12-14 18:00:00,DEV_009,6G_guest,49,64,d5:2c:f3:b5:d8:c2
DEV_009_2024-12-14 19:00:00,2024-12-14 19:00:00,DEV_009,6G,90,46,91:6e:a7:0f:b4:5e
DEV_009_2024-12-14 20:00:00,2024-12-14 20:00:00,DEV_009,5G_iptv,61,90,21:91:6d:d5:05:e2
DEV_009_2024-12-14 21:00:00,2024-12-14 21:00:00,DEV_009,5G_guest,42,20,20:70:ee:f6:e9:7e
DEV_009_2024-12-14 22:00:00,2024-12-14 22:00:00,DEV_009,6G_iptv,51,81,da:5d:96:12:3b:5d
DEV_009_2024-12-14 23:00:00,2024-12-14 23:00:00,DEV_009,5G_iptv,16,43,2c:dd:cd:16:4e:fa
DEV_009_2024-12-15 00:00:00,2024-12-15 00:00:00,DEV_009,5G_iptv,82,70,64:74:8e:ce:ec:bb
DEV_009_2024-12-15 01:00:00,2024-12-15 01:00:00,DEV_009,6G,54,93,e8:2c:71:7c:37:46
DEV_009_2024-12-15 02:00:00,2024-12-15 02:00:00,DEV_009,6G,98,99,15:22:4b:2f:7b:e1
DEV_009_2024-12-15 03:00:00,2024-12-15 03:00:00,DEV_009,6G,29,12,64:e0:a4:4c:a0:be
DEV_009_2024-12-15 04:00:00,2024-12-15 04:00:00,DEV_009,5G,43,8,dd:9b:6d:11:73:03
DEV_009_2024-12-15 05:00:00,2024-12-15 05:00:00,DEV_009,6G,80,38,f5:71:fb:69:79:a2
DEV_009_2024-12-15 06:00:00,2024-12-15 06:00:00,DEV_009,6G,48,41,fc:83:14:f6:bd:10
DEV_009_2024-12-15 07:00:00,2024-12-15 07:00:00,DEV_009,6G_iptv,50,36,77:ec:53:f4:e9:28
DEV_009_2024-12-15 08:00:00,2024-12-15 08:00:00,DEV_009,5G_iptv,91,78,25:7e:64:47:f6:33
DEV_009_2024-12-15 09:00:00,2024-12-15 09:00:00,DEV_009,2.4G,21,14,34:9f:fe:2a:ea:80
DEV_009_2024-12-15 10:00:00,2024-12-15 10:00:00,DEV_009,2.4G,22,5,84:8a:36:4f:3f:61
DEV_009_2024-12-15 11:00:00,2024-12-15 11:00:00,DEV_009,5G_guest,49,41,4c:f0:75:3c:4a:af
DEV_009_2024-12-15 12:00:00,2024-12-15 12:00:00,DEV_009,2.4G,51,4,81:35:b6:a3:20:60
DEV_009_2024-12-15 13:00:00,2024-12-15 13:00:00,DEV_009,6G_iptv,39,18,72:96:7a:8a:5c:ae
DEV_009_2024-12-15 14:00:00,2024-12-15 14:00:00,DEV_009,2.4G,58,76,20:cb:91:14:f9:e8
DEV_009_2024-12-15 15:00:00,2024-12-15 15:00:00,DEV_009,5G_iptv,53,87,47:77:4c:08:9e:aa
DEV_009_2024-12-15 16:00:00,2024-12-15 16:00:00,DEV_009,6G_guest,78,92,49:5d:c1:3e:70:74
DEV_009_2024-12-15 17:00:00,2024-12-15 17:00:00,DEV_009,5G_iptv,94,39,04:5a:04:a3:fc:72
DEV_009_2024-12-15 18:00:00,2024-12-15 18:00:00,DEV_009,6G,7,87,89:fc:31:0f:8c:6f
DEV_009_2024-12-15 19:00:00,2024-12-15 19:00:00,DEV_009,5G_iptv,93,26,74:65:f5:af:ee:e8
DEV_009_2024-12-15 20:00:00,2024-12-15 20:00:00,DEV_009,6G_iptv,56,93,d4:2d:0f:24:48:55
DEV_009_2024-12-15 21:00:00,2024-12-15 21:00:00,DEV_009,6G,50,41,00:30:ae:07:34:0b
DEV_009_2024-12-15 22:00:00,2024-12-15 22:00:00,DEV_009,5G_guest,8,62,59:bb:9c:bc:d6:e4
DEV_009_2024-12-15 23:00:00,2024-12-15 23:00:00,DEV_009,2.4G,87,76,ba:ab:47:4e:08:be
DEV_009_2024-12-16 00:00:00,2024-12-16 00:00:00,DEV_009,6G,78,26,b8:83:24:5e:f3:dc
DEV_009_2024-12-16 01:00:00,2024-12-16 01:00:00,DEV_009,6G_guest,52,40,6f:cb:9b:08:dd:4f
DEV_009_2024-12-16 02:00:00,2024-12-16 02:00:00,DEV_009,5G_guest,96,48,26:bd:23:76:0a:fd
DEV_009_2024-12-16 03:00:00,2024-12-16 03:00:00,DEV_009,2.4G,59,79,16:c8:3d:71:3f:84
DEV_009_2024-12-16 04:00:00,2024-12-16 04:00:00,DEV_009,5G_iptv,77,9,00:32:41:da:b4:25
DEV_009_2024-12-16 05:00:00,2024-12-16 05:00:00,DEV_009,5G_guest,93,19,ce:a1:cc:69:d6:8d
DEV_009_2024-12-16 06:00:00,2024-12-16 06:00:00,DEV_009,6G,86,10,23:c0:61:e8:f1:75
DEV_009_2024-12-16 07:00:00,2024-12-16 07:00:00,DEV_009,6G_guest,78,15,c1:56:c5:d4:91:68
DEV_009_2024-12-16 08:00:00,2024-12-16 08:00:00,DEV_009,6G_guest,56,21,8f:82:6b:83:c1:62
DEV_009_2024-12-16 09:00:00,2024-12-16 09:00:00,DEV_009,5G_iptv,34,33,4b:7e:e3:e5:8a:d4
DEV_009_2024-12-16 10:00:00,2024-12-16 10:00:00,DEV_009,5G_guest,89,9,c9:92:1e:96:0a:1e
DEV_009_2024-12-16 11:00:00,2024-12-16 11:00:00,DEV_009,5G_guest,97,53,37:05:1b:6d:fd:83
DEV_009_2024-12-16 12:00:00,2024-12-16 12:00:00,DEV_009,5G_guest,74,92,0d:59:3f:6f:bc:ce
DEV_009_2024-12-16 13:00:00,2024-12-16 13:00:00,DEV_009,5G,4,63,90:a2:63:15:b4:d3
DEV_009_2024-12-16 14:00:00,2024-12-16 14:00:00,DEV_009,5G,49,57,4c:c2:b3:3e:b1:0e
DEV_009_2024-12-16 15:00:00,2024-12-16 15:00:00,DEV_009,5G_iptv,6,59,00:e5:14:04:74:ad
DEV_009_2024-12-16 16:00:00,2024-12-16 16:00:00,DEV_009,5G,43,70,35:6b:b2:d9:5d:db
DEV_009_2024-12-16 17:00:00,2024-12-16 17:00:00,DEV_009,2.4G,91,53,da:ef:29:c5:5e:8f
DEV_009_2024-12-16 18:00:00,2024-12-16 18:00:00,DEV_009,6G_guest,89,52,75:bb:00:3b:a6:f2
DEV_009_2024-12-16 19:00:00,2024-12-16 19:00:00,DEV_009,5G_guest,54,48,c6:5d:c4:83:d5:a3
DEV_009_2024-12-16 20:00:00,2024-12-16 20:00:00,DEV_009,6G_guest,15,74,55:22:04:36:0d:f4
DEV_009_2024-12-16 21:00:00,2024-12-16 21:00:00,DEV_009,5G_guest,51,81,4b:cb:c2:1f:71:00
DEV_009_2024-12-16 22:00:00,2024-12-16 22:00:00,DEV_009,6G_iptv,1,94,d2:e8:05:5a:19:74
DEV_009_2024-12-16 23:00:00,2024-12-16 23:00:00,DEV_009,6G_iptv,77,17,7a:59:a4:62:c3:f8
DEV_009_2024-12-17 00:00:00,2024-12-17 00:00:00,DEV_009,5G_guest,44,87,e8:3e:b8:ec:0e:01
DEV_009_2024-12-17 01:00:00,2024-12-17 01:00:00,DEV_009,5G,35,92,7d:0e:8f:34:0d:83
DEV_009_2024-12-17 02:00:00,2024-12-17 02:00:00,DEV_009,2.4G,99,18,2e:a2:d4:47:6b:77
DEV_009_2024-12-17 03:00:00,2024-12-17 03:00:00,DEV_009,5G_guest,11,94,35:ac:e1:a6:5d:83
DEV_009_2024-12-17 04:00:00,2024-12-17 04:00:00,DEV_009,5G_guest,72,6,6c:69:ec:f9:91:dd
DEV_009_2024-12-17 05:00:00,2024-12-17 05:00:00,DEV_009,2.4G,61,22,93:bd:73:ae:48:28
DEV_009_2024-12-17 06:00:00,2024-12-17 06:00:00,DEV_009,6G_iptv,88,83,57:67:5f:48:83:42
DEV_009_2024-12-17 07:00:00,2024-12-17 07:00:00,DEV_009,5G_guest,91,11,ee:e6:37:de:8e:1f
DEV_009_2024-12-17 08:00:00,2024-12-17 08:00:00,DEV_009,6G_guest,44,46,bc:af:b2:3f:f4:f7
DEV_009_2024-12-17 09:00:00,2024-12-17 09:00:00,DEV_009,6G,47,49,90:72:1d:ca:1d:89
DEV_009_2024-12-17 10:00:00,2024-12-17 10:00:00,DEV_009,5G,76,96,ad:44:8c:d7:ab:d1
DEV_009_2024-12-17 11:00:00,2024-12-17 11:00:00,DEV_009,5G,93,96,2a:b2:da:d5:71:c3
DEV_009_2024-12-17 12:00:00,2024-12-17 12:00:00,DEV_009,5G_iptv,83,84,a7:e2:b6:b9:38:9f
DEV_009_2024-12-17 13:00:00,2024-12-17 13:00:00,DEV_009,6G_guest,30,83,9d:66:fd:1a:31:64
DEV_009_2024-12-17 14:00:00,2024-12-17 14:00:00,DEV_009,5G,56,11,91:66:57:82:6a:5d
DEV_009_2024-12-17 15:00:00,2024-12-17 15:00:00,DEV_009,5G_iptv,14,38,da:a3:3d:cf:35:3d
DEV_009_2024-12-17 16:00:00,2024-12-17 16:00:00,DEV_009,5G_guest,83,93,60:83:a5:a3:45:68
DEV_009_2024-12-17 17:00:00,2024-12-17 17:00:00,DEV_009,5G_guest,86,57,2a:96:86:ba:04:97
DEV_009_2024-12-17 18:00:00,2024-12-17 18:00:00,DEV_009,5G_guest,37,49,09:d1:52:2c:c6:79
DEV_009_2024-12-17 19:00:00,2024-12-17 19:00:00,DEV_009,2.4G,75,55,ce:1e:72:5f:6e:2e
DEV_009_2024-12-17 20:00:00,2024-12-17 20:00:00,DEV_009,6G_guest,25,1,c1:8b:8f:67:ad:53
DEV_009_2024-12-17 21:00:00,2024-12-17 21:00:00,DEV_009,5G_guest,57,50,d5:61:b5:07:70:e5
DEV_009_2024-12-17 22:00:00,2024-12-17 22:00:00,DEV_009,6G,6,85,e2:b9:2f:6c:b0:ea
DEV_009_2024-12-17 23:00:00,2024-12-17 23:00:00,DEV_009,5G_guest,29,36,51:cc:47:c3:de:34
DEV_009_2024-12-18 00:00:00,2024-12-18 00:00:00,DEV_009,6G_iptv,51,41,1d:b7:8f:1e:f7:78
DEV_009_2024-12-18 01:00:00,2024-12-18 01:00:00,DEV_009,2.4G,48,91,10:d9:2e:ba:78:ca
DEV_009_2024-12-18 02:00:00,2024-12-18 02:00:00,DEV_009,6G_iptv,72,10,41:2f:a1:7e:00:b6
DEV_009_2024-12-18 03:00:00,2024-12-18 03:00:00,DEV_009,5G_guest,18,68,6c:da:6f:e9:05:63
DEV_009_2024-12-18 04:00:00,2024-12-18 04:00:00,DEV_009,6G_iptv,94,26,49:ba:83:b9:a6:4b
DEV_009_2024-12-18 05:00:00,2024-12-18 05:00:00,DEV_009,2.4G,49,81,0f:05:4b:83:58:97
DEV_009_2024-12-18 06:00:00,2024-12-18 06:00:00,DEV_009,6G_guest,75,14,a9:b9:b1:60:8c:24
DEV_009_2024-12-18 07:00:00,2024-12-18 07:00:00,DEV_009,6G_guest,17,12,30:56:41:a8:a2:87
DEV_009_2024-12-18 08:00:00,2024-12-18 08:00:00,DEV_009,5G_guest,76,97,cb:69:d6:a1:7e:1e
DEV_009_2024-12-18 09:00:00,2024-12-18 09:00:00,DEV_009,5G_iptv,98,90,3b:9e:4a:3a:3d:cd
